tf,bucket_open_et,bucket_close_et,open,high,low,close,volume,segment_id,norm_segment_id,n_source_minutes,source_first_ts,source_last_ts,availability_et,complete,spans_segment_boundary
1m,2026-07-10 04:51:00-04:00,2026-07-10 04:52:00-04:00,29788.0,29789.75,29781.0,29783.75,70,6,0,1,2026-07-10 04:51:00-04:00,2026-07-10 04:51:00-04:00,2026-07-10 04:52:00-04:00,True,False
1m,2026-07-10 04:52:00-04:00,2026-07-10 04:53:00-04:00,29783.0,29799.0,29783.0,29795.25,69,6,0,1,2026-07-10 04:52:00-04:00,2026-07-10 04:52:00-04:00,2026-07-10 04:53:00-04:00,True,False
1m,2026-07-10 04:53:00-04:00,2026-07-10 04:54:00-04:00,29792.0,29795.0,29778.25,29780.0,71,6,0,1,2026-07-10 04:53:00-04:00,2026-07-10 04:53:00-04:00,2026-07-10 04:54:00-04:00,True,False
1m,2026-07-10 04:54:00-04:00,2026-07-10 04:55:00-04:00,29780.0,29787.5,29780.0,29783.75,72,6,0,1,2026-07-10 04:54:00-04:00,2026-07-10 04:54:00-04:00,2026-07-10 04:55:00-04:00,True,False
1m,2026-07-10 04:55:00-04:00,2026-07-10 04:56:00-04:00,29783.25,29788.25,29780.25,29780.25,38,6,0,1,2026-07-10 04:55:00-04:00,2026-07-10 04:55:00-04:00,2026-07-10 04:56:00-04:00,True,False
1m,2026-07-10 04:56:00-04:00,2026-07-10 04:57:00-04:00,29779.5,29783.5,29778.75,29781.25,25,6,0,1,2026-07-10 04:56:00-04:00,2026-07-10 04:56:00-04:00,2026-07-10 04:57:00-04:00,True,False
1m,2026-07-10 04:57:00-04:00,2026-07-10 04:58:00-04:00,29783.25,29783.5,29774.25,29777.5,69,6,0,1,2026-07-10 04:57:00-04:00,2026-07-10 04:57:00-04:00,2026-07-10 04:58:00-04:00,True,False
1m,2026-07-10 04:58:00-04:00,2026-07-10 04:59:00-04:00,29776.25,29777.75,29772.0,29775.25,52,6,0,1,2026-07-10 04:58:00-04:00,2026-07-10 04:58:00-04:00,2026-07-10 04:59:00-04:00,True,False
1m,2026-07-10 04:59:00-04:00,2026-07-10 05:00:00-04:00,29776.0,29779.5,29773.25,29773.25,50,6,0,1,2026-07-10 04:59:00-04:00,2026-07-10 04:59:00-04:00,2026-07-10 05:00:00-04:00,True,False
1m,2026-07-10 05:00:00-04:00,2026-07-10 05:01:00-04:00,29776.75,29782.5,29770.0,29773.75,79,6,0,1,2026-07-10 05:00:00-04:00,2026-07-10 05:00:00-04:00,2026-07-10 05:01:00-04:00,True,False
1m,2026-07-10 05:01:00-04:00,2026-07-10 05:02:00-04:00,29771.75,29771.75,29717.25,29736.0,1158,6,0,1,2026-07-10 05:01:00-04:00,2026-07-10 05:01:00-04:00,2026-07-10 05:02:00-04:00,True,False
1m,2026-07-10 05:02:00-04:00,2026-07-10 05:03:00-04:00,29736.75,29759.0,29734.5,29754.75,355,6,0,1,2026-07-10 05:02:00-04:00,2026-07-10 05:02:00-04:00,2026-07-10 05:03:00-04:00,True,False
1m,2026-07-10 05:03:00-04:00,2026-07-10 05:04:00-04:00,29754.25,29768.0,29753.0,29768.0,171,6,0,1,2026-07-10 05:03:00-04:00,2026-07-10 05:03:00-04:00,2026-07-10 05:04:00-04:00,True,False
1m,2026-07-10 05:04:00-04:00,2026-07-10 05:05:00-04:00,29766.75,29768.5,29758.25,29766.25,251,6,0,1,2026-07-10 05:04:00-04:00,2026-07-10 05:04:00-04:00,2026-07-10 05:05:00-04:00,True,False
1m,2026-07-10 05:05:00-04:00,2026-07-10 05:06:00-04:00,29767.25,29776.75,29767.25,29772.0,75,6,0,1,2026-07-10 05:05:00-04:00,2026-07-10 05:05:00-04:00,2026-07-10 05:06:00-04:00,True,False
1m,2026-07-10 05:06:00-04:00,2026-07-10 05:07:00-04:00,29774.0,29779.0,29768.0,29771.0,53,6,0,1,2026-07-10 05:06:00-04:00,2026-07-10 05:06:00-04:00,2026-07-10 05:07:00-04:00,True,False
1m,2026-07-10 05:07:00-04:00,2026-07-10 05:08:00-04:00,29769.0,29771.25,29764.25,29767.0,52,6,0,1,2026-07-10 05:07:00-04:00,2026-07-10 05:07:00-04:00,2026-07-10 05:08:00-04:00,True,False
1m,2026-07-10 05:08:00-04:00,2026-07-10 05:09:00-04:00,29770.0,29770.0,29763.0,29768.5,50,6,0,1,2026-07-10 05:08:00-04:00,2026-07-10 05:08:00-04:00,2026-07-10 05:09:00-04:00,True,False
1m,2026-07-10 05:09:00-04:00,2026-07-10 05:10:00-04:00,29770.0,29778.25,29769.75,29777.5,67,6,0,1,2026-07-10 05:09:00-04:00,2026-07-10 05:09:00-04:00,2026-07-10 05:10:00-04:00,True,False
1m,2026-07-10 05:10:00-04:00,2026-07-10 05:11:00-04:00,29775.5,29780.25,29773.75,29778.75,56,6,0,1,2026-07-10 05:10:00-04:00,2026-07-10 05:10:00-04:00,2026-07-10 05:11:00-04:00,True,False
1m,2026-07-10 05:11:00-04:00,2026-07-10 05:12:00-04:00,29778.5,29790.0,29778.5,29789.75,232,6,0,1,2026-07-10 05:11:00-04:00,2026-07-10 05:11:00-04:00,2026-07-10 05:12:00-04:00,True,False
1m,2026-07-10 05:12:00-04:00,2026-07-10 05:13:00-04:00,29787.5,29792.75,29786.75,29791.0,76,6,0,1,2026-07-10 05:12:00-04:00,2026-07-10 05:12:00-04:00,2026-07-10 05:13:00-04:00,True,False
1m,2026-07-10 05:13:00-04:00,2026-07-10 05:14:00-04:00,29790.75,29797.75,29789.5,29797.25,94,6,0,1,2026-07-10 05:13:00-04:00,2026-07-10 05:13:00-04:00,2026-07-10 05:14:00-04:00,True,False
1m,2026-07-10 05:14:00-04:00,2026-07-10 05:15:00-04:00,29795.5,29800.75,29794.25,29795.5,91,6,0,1,2026-07-10 05:14:00-04:00,2026-07-10 05:14:00-04:00,2026-07-10 05:15:00-04:00,True,False
1m,2026-07-10 05:15:00-04:00,2026-07-10 05:16:00-04:00,29797.0,29812.0,29796.75,29808.75,230,6,0,1,2026-07-10 05:15:00-04:00,2026-07-10 05:15:00-04:00,2026-07-10 05:16:00-04:00,True,False
1m,2026-07-10 05:16:00-04:00,2026-07-10 05:17:00-04:00,29808.75,29808.75,29801.75,29805.75,65,6,0,1,2026-07-10 05:16:00-04:00,2026-07-10 05:16:00-04:00,2026-07-10 05:17:00-04:00,True,False
1m,2026-07-10 05:17:00-04:00,2026-07-10 05:18:00-04:00,29804.75,29811.5,29802.0,29810.25,103,6,0,1,2026-07-10 05:17:00-04:00,2026-07-10 05:17:00-04:00,2026-07-10 05:18:00-04:00,True,False
1m,2026-07-10 05:18:00-04:00,2026-07-10 05:19:00-04:00,29811.5,29813.5,29811.25,29812.5,43,6,0,1,2026-07-10 05:18:00-04:00,2026-07-10 05:18:00-04:00,2026-07-10 05:19:00-04:00,True,False
1m,2026-07-10 05:19:00-04:00,2026-07-10 05:20:00-04:00,29811.75,29817.5,29811.0,29815.5,117,6,0,1,2026-07-10 05:19:00-04:00,2026-07-10 05:19:00-04:00,2026-07-10 05:20:00-04:00,True,False
1m,2026-07-10 05:20:00-04:00,2026-07-10 05:21:00-04:00,29815.0,29816.25,29804.75,29805.75,102,6,0,1,2026-07-10 05:20:00-04:00,2026-07-10 05:20:00-04:00,2026-07-10 05:21:00-04:00,True,False
1m,2026-07-10 05:21:00-04:00,2026-07-10 05:22:00-04:00,29805.25,29805.25,29800.75,29802.25,85,6,0,1,2026-07-10 05:21:00-04:00,2026-07-10 05:21:00-04:00,2026-07-10 05:22:00-04:00,True,False
1m,2026-07-10 05:22:00-04:00,2026-07-10 05:23:00-04:00,29802.0,29807.25,29800.5,29804.0,47,6,0,1,2026-07-10 05:22:00-04:00,2026-07-10 05:22:00-04:00,2026-07-10 05:23:00-04:00,True,False
1m,2026-07-10 05:23:00-04:00,2026-07-10 05:24:00-04:00,29802.75,29803.75,29798.75,29801.25,64,6,0,1,2026-07-10 05:23:00-04:00,2026-07-10 05:23:00-04:00,2026-07-10 05:24:00-04:00,True,False
1m,2026-07-10 05:24:00-04:00,2026-07-10 05:25:00-04:00,29800.75,29806.0,29800.5,29806.0,22,6,0,1,2026-07-10 05:24:00-04:00,2026-07-10 05:24:00-04:00,2026-07-10 05:25:00-04:00,True,False
1m,2026-07-10 05:25:00-04:00,2026-07-10 05:26:00-04:00,29806.25,29809.25,29806.0,29807.0,52,6,0,1,2026-07-10 05:25:00-04:00,2026-07-10 05:25:00-04:00,2026-07-10 05:26:00-04:00,True,False
1m,2026-07-10 05:26:00-04:00,2026-07-10 05:27:00-04:00,29809.0,29811.75,29804.25,29811.75,35,6,0,1,2026-07-10 05:26:00-04:00,2026-07-10 05:26:00-04:00,2026-07-10 05:27:00-04:00,True,False
1m,2026-07-10 05:27:00-04:00,2026-07-10 05:28:00-04:00,29810.25,29817.0,29809.0,29816.25,128,6,0,1,2026-07-10 05:27:00-04:00,2026-07-10 05:27:00-04:00,2026-07-10 05:28:00-04:00,True,False
1m,2026-07-10 05:28:00-04:00,2026-07-10 05:29:00-04:00,29816.0,29816.75,29809.0,29809.0,55,6,0,1,2026-07-10 05:28:00-04:00,2026-07-10 05:28:00-04:00,2026-07-10 05:29:00-04:00,True,False
1m,2026-07-10 05:29:00-04:00,2026-07-10 05:30:00-04:00,29809.0,29813.5,29808.0,29813.5,42,6,0,1,2026-07-10 05:29:00-04:00,2026-07-10 05:29:00-04:00,2026-07-10 05:30:00-04:00,True,False
1m,2026-07-10 05:30:00-04:00,2026-07-10 05:31:00-04:00,29810.0,29810.25,29806.0,29807.0,38,6,0,1,2026-07-10 05:30:00-04:00,2026-07-10 05:30:00-04:00,2026-07-10 05:31:00-04:00,True,False
1m,2026-07-10 05:31:00-04:00,2026-07-10 05:32:00-04:00,29806.75,29815.0,29806.5,29811.75,60,6,0,1,2026-07-10 05:31:00-04:00,2026-07-10 05:31:00-04:00,2026-07-10 05:32:00-04:00,True,False
1m,2026-07-10 05:32:00-04:00,2026-07-10 05:33:00-04:00,29812.25,29822.25,29812.25,29821.0,87,6,0,1,2026-07-10 05:32:00-04:00,2026-07-10 05:32:00-04:00,2026-07-10 05:33:00-04:00,True,False
1m,2026-07-10 05:33:00-04:00,2026-07-10 05:34:00-04:00,29822.25,29824.25,29819.5,29824.25,60,6,0,1,2026-07-10 05:33:00-04:00,2026-07-10 05:33:00-04:00,2026-07-10 05:34:00-04:00,True,False
1m,2026-07-10 05:34:00-04:00,2026-07-10 05:35:00-04:00,29823.75,29825.0,29820.75,29825.0,123,6,0,1,2026-07-10 05:34:00-04:00,2026-07-10 05:34:00-04:00,2026-07-10 05:35:00-04:00,True,False
1m,2026-07-10 05:35:00-04:00,2026-07-10 05:36:00-04:00,29823.5,29825.0,29819.25,29822.5,67,6,0,1,2026-07-10 05:35:00-04:00,2026-07-10 05:35:00-04:00,2026-07-10 05:36:00-04:00,True,False
1m,2026-07-10 05:36:00-04:00,2026-07-10 05:37:00-04:00,29822.5,29822.5,29811.75,29813.75,82,6,0,1,2026-07-10 05:36:00-04:00,2026-07-10 05:36:00-04:00,2026-07-10 05:37:00-04:00,True,False
1m,2026-07-10 05:37:00-04:00,2026-07-10 05:38:00-04:00,29814.0,29820.25,29810.75,29818.5,43,6,0,1,2026-07-10 05:37:00-04:00,2026-07-10 05:37:00-04:00,2026-07-10 05:38:00-04:00,True,False
1m,2026-07-10 05:38:00-04:00,2026-07-10 05:39:00-04:00,29819.25,29826.75,29818.25,29825.0,89,6,0,1,2026-07-10 05:38:00-04:00,2026-07-10 05:38:00-04:00,2026-07-10 05:39:00-04:00,True,False
1m,2026-07-10 05:39:00-04:00,2026-07-10 05:40:00-04:00,29825.75,29827.75,29820.25,29826.0,79,6,0,1,2026-07-10 05:39:00-04:00,2026-07-10 05:39:00-04:00,2026-07-10 05:40:00-04:00,True,False
1m,2026-07-10 05:40:00-04:00,2026-07-10 05:41:00-04:00,29826.0,29827.5,29818.0,29820.5,75,6,0,1,2026-07-10 05:40:00-04:00,2026-07-10 05:40:00-04:00,2026-07-10 05:41:00-04:00,True,False
1m,2026-07-10 05:41:00-04:00,2026-07-10 05:42:00-04:00,29821.25,29823.0,29818.25,29820.0,50,6,0,1,2026-07-10 05:41:00-04:00,2026-07-10 05:41:00-04:00,2026-07-10 05:42:00-04:00,True,False
1m,2026-07-10 05:42:00-04:00,2026-07-10 05:43:00-04:00,29820.0,29826.5,29819.0,29819.75,58,6,0,1,2026-07-10 05:42:00-04:00,2026-07-10 05:42:00-04:00,2026-07-10 05:43:00-04:00,True,False
1m,2026-07-10 05:43:00-04:00,2026-07-10 05:44:00-04:00,29815.25,29816.5,29810.5,29816.0,63,6,0,1,2026-07-10 05:43:00-04:00,2026-07-10 05:43:00-04:00,2026-07-10 05:44:00-04:00,True,False
1m,2026-07-10 05:44:00-04:00,2026-07-10 05:45:00-04:00,29815.0,29815.5,29812.75,29815.5,15,6,0,1,2026-07-10 05:44:00-04:00,2026-07-10 05:44:00-04:00,2026-07-10 05:45:00-04:00,True,False
1m,2026-07-10 05:45:00-04:00,2026-07-10 05:46:00-04:00,29818.0,29826.0,29818.0,29826.0,47,6,0,1,2026-07-10 05:45:00-04:00,2026-07-10 05:45:00-04:00,2026-07-10 05:46:00-04:00,True,False
1m,2026-07-10 05:46:00-04:00,2026-07-10 05:47:00-04:00,29827.25,29827.25,29821.0,29822.75,57,6,0,1,2026-07-10 05:46:00-04:00,2026-07-10 05:46:00-04:00,2026-07-10 05:47:00-04:00,True,False
1m,2026-07-10 05:47:00-04:00,2026-07-10 05:48:00-04:00,29822.5,29826.25,29820.0,29822.25,78,6,0,1,2026-07-10 05:47:00-04:00,2026-07-10 05:47:00-04:00,2026-07-10 05:48:00-04:00,True,False
1m,2026-07-10 05:48:00-04:00,2026-07-10 05:49:00-04:00,29822.25,29822.5,29812.75,29815.0,108,6,0,1,2026-07-10 05:48:00-04:00,2026-07-10 05:48:00-04:00,2026-07-10 05:49:00-04:00,True,False
1m,2026-07-10 05:49:00-04:00,2026-07-10 05:50:00-04:00,29815.25,29817.0,29808.25,29809.75,123,6,0,1,2026-07-10 05:49:00-04:00,2026-07-10 05:49:00-04:00,2026-07-10 05:50:00-04:00,True,False
1m,2026-07-10 05:50:00-04:00,2026-07-10 05:51:00-04:00,29810.0,29813.75,29809.25,29811.25,85,6,0,1,2026-07-10 05:50:00-04:00,2026-07-10 05:50:00-04:00,2026-07-10 05:51:00-04:00,True,False
1m,2026-07-10 05:51:00-04:00,2026-07-10 05:52:00-04:00,29812.0,29815.5,29810.75,29811.75,112,6,0,1,2026-07-10 05:51:00-04:00,2026-07-10 05:51:00-04:00,2026-07-10 05:52:00-04:00,True,False
1m,2026-07-10 05:52:00-04:00,2026-07-10 05:53:00-04:00,29810.5,29811.5,29803.75,29806.0,103,6,0,1,2026-07-10 05:52:00-04:00,2026-07-10 05:52:00-04:00,2026-07-10 05:53:00-04:00,True,False
1m,2026-07-10 05:53:00-04:00,2026-07-10 05:54:00-04:00,29805.0,29812.0,29804.75,29807.0,60,6,0,1,2026-07-10 05:53:00-04:00,2026-07-10 05:53:00-04:00,2026-07-10 05:54:00-04:00,True,False
1m,2026-07-10 05:54:00-04:00,2026-07-10 05:55:00-04:00,29807.25,29808.0,29804.5,29807.0,39,6,0,1,2026-07-10 05:54:00-04:00,2026-07-10 05:54:00-04:00,2026-07-10 05:55:00-04:00,True,False
1m,2026-07-10 05:55:00-04:00,2026-07-10 05:56:00-04:00,29805.5,29810.0,29800.75,29808.5,100,6,0,1,2026-07-10 05:55:00-04:00,2026-07-10 05:55:00-04:00,2026-07-10 05:56:00-04:00,True,False
1m,2026-07-10 05:56:00-04:00,2026-07-10 05:57:00-04:00,29808.75,29814.75,29805.0,29810.0,76,6,0,1,2026-07-10 05:56:00-04:00,2026-07-10 05:56:00-04:00,2026-07-10 05:57:00-04:00,True,False
1m,2026-07-10 05:57:00-04:00,2026-07-10 05:58:00-04:00,29810.0,29820.0,29810.0,29820.0,63,6,0,1,2026-07-10 05:57:00-04:00,2026-07-10 05:57:00-04:00,2026-07-10 05:58:00-04:00,True,False
1m,2026-07-10 05:58:00-04:00,2026-07-10 05:59:00-04:00,29820.0,29820.75,29816.5,29818.75,32,6,0,1,2026-07-10 05:58:00-04:00,2026-07-10 05:58:00-04:00,2026-07-10 05:59:00-04:00,True,False
1m,2026-07-10 05:59:00-04:00,2026-07-10 06:00:00-04:00,29817.5,29820.5,29814.0,29814.75,23,6,0,1,2026-07-10 05:59:00-04:00,2026-07-10 05:59:00-04:00,2026-07-10 06:00:00-04:00,True,False
1m,2026-07-10 06:00:00-04:00,2026-07-10 06:01:00-04:00,29820.75,29830.0,29818.0,29829.0,138,6,0,1,2026-07-10 06:00:00-04:00,2026-07-10 06:00:00-04:00,2026-07-10 06:01:00-04:00,True,False
1m,2026-07-10 06:01:00-04:00,2026-07-10 06:02:00-04:00,29828.0,29830.0,29824.75,29828.25,117,6,0,1,2026-07-10 06:01:00-04:00,2026-07-10 06:01:00-04:00,2026-07-10 06:02:00-04:00,True,False
1m,2026-07-10 06:02:00-04:00,2026-07-10 06:03:00-04:00,29828.5,29835.75,29825.5,29835.25,94,6,0,1,2026-07-10 06:02:00-04:00,2026-07-10 06:02:00-04:00,2026-07-10 06:03:00-04:00,True,False
1m,2026-07-10 06:03:00-04:00,2026-07-10 06:04:00-04:00,29835.0,29839.25,29833.5,29833.5,86,6,0,1,2026-07-10 06:03:00-04:00,2026-07-10 06:03:00-04:00,2026-07-10 06:04:00-04:00,True,False
1m,2026-07-10 06:04:00-04:00,2026-07-10 06:05:00-04:00,29833.75,29834.0,29830.25,29830.75,49,6,0,1,2026-07-10 06:04:00-04:00,2026-07-10 06:04:00-04:00,2026-07-10 06:05:00-04:00,True,False
1m,2026-07-10 06:05:00-04:00,2026-07-10 06:06:00-04:00,29829.75,29840.5,29829.75,29840.25,44,6,0,1,2026-07-10 06:05:00-04:00,2026-07-10 06:05:00-04:00,2026-07-10 06:06:00-04:00,True,False
1m,2026-07-10 06:06:00-04:00,2026-07-10 06:07:00-04:00,29841.0,29841.75,29834.25,29834.25,44,6,0,1,2026-07-10 06:06:00-04:00,2026-07-10 06:06:00-04:00,2026-07-10 06:07:00-04:00,True,False
1m,2026-07-10 06:07:00-04:00,2026-07-10 06:08:00-04:00,29835.75,29836.0,29829.75,29831.25,27,6,0,1,2026-07-10 06:07:00-04:00,2026-07-10 06:07:00-04:00,2026-07-10 06:08:00-04:00,True,False
1m,2026-07-10 06:08:00-04:00,2026-07-10 06:09:00-04:00,29830.5,29833.5,29828.0,29831.75,57,6,0,1,2026-07-10 06:08:00-04:00,2026-07-10 06:08:00-04:00,2026-07-10 06:09:00-04:00,True,False
1m,2026-07-10 06:09:00-04:00,2026-07-10 06:10:00-04:00,29831.5,29839.5,29831.5,29838.5,83,6,0,1,2026-07-10 06:09:00-04:00,2026-07-10 06:09:00-04:00,2026-07-10 06:10:00-04:00,True,False
1m,2026-07-10 06:10:00-04:00,2026-07-10 06:11:00-04:00,29838.25,29838.25,29834.5,29834.5,32,6,0,1,2026-07-10 06:10:00-04:00,2026-07-10 06:10:00-04:00,2026-07-10 06:11:00-04:00,True,False
1m,2026-07-10 06:11:00-04:00,2026-07-10 06:12:00-04:00,29836.75,29838.0,29829.75,29831.0,40,6,0,1,2026-07-10 06:11:00-04:00,2026-07-10 06:11:00-04:00,2026-07-10 06:12:00-04:00,True,False
1m,2026-07-10 06:12:00-04:00,2026-07-10 06:13:00-04:00,29829.75,29836.25,29827.5,29832.75,28,6,0,1,2026-07-10 06:12:00-04:00,2026-07-10 06:12:00-04:00,2026-07-10 06:13:00-04:00,True,False
1m,2026-07-10 06:13:00-04:00,2026-07-10 06:14:00-04:00,29833.25,29833.5,29830.0,29833.5,14,6,0,1,2026-07-10 06:13:00-04:00,2026-07-10 06:13:00-04:00,2026-07-10 06:14:00-04:00,True,False
1m,2026-07-10 06:14:00-04:00,2026-07-10 06:15:00-04:00,29833.0,29835.75,29832.25,29833.0,15,6,0,1,2026-07-10 06:14:00-04:00,2026-07-10 06:14:00-04:00,2026-07-10 06:15:00-04:00,True,False
1m,2026-07-10 06:15:00-04:00,2026-07-10 06:16:00-04:00,29834.0,29836.5,29833.0,29833.5,15,6,0,1,2026-07-10 06:15:00-04:00,2026-07-10 06:15:00-04:00,2026-07-10 06:16:00-04:00,True,False
1m,2026-07-10 06:16:00-04:00,2026-07-10 06:17:00-04:00,29832.0,29837.0,29830.5,29831.0,21,6,0,1,2026-07-10 06:16:00-04:00,2026-07-10 06:16:00-04:00,2026-07-10 06:17:00-04:00,True,False
1m,2026-07-10 06:17:00-04:00,2026-07-10 06:18:00-04:00,29829.5,29830.5,29826.25,29830.25,33,6,0,1,2026-07-10 06:17:00-04:00,2026-07-10 06:17:00-04:00,2026-07-10 06:18:00-04:00,True,False
1m,2026-07-10 06:18:00-04:00,2026-07-10 06:19:00-04:00,29829.5,29829.75,29825.75,29826.0,37,6,0,1,2026-07-10 06:18:00-04:00,2026-07-10 06:18:00-04:00,2026-07-10 06:19:00-04:00,True,False
1m,2026-07-10 06:19:00-04:00,2026-07-10 06:20:00-04:00,29828.0,29828.5,29823.25,29825.75,23,6,0,1,2026-07-10 06:19:00-04:00,2026-07-10 06:19:00-04:00,2026-07-10 06:20:00-04:00,True,False
1m,2026-07-10 06:20:00-04:00,2026-07-10 06:21:00-04:00,29827.0,29829.25,29823.75,29829.25,35,6,0,1,2026-07-10 06:20:00-04:00,2026-07-10 06:20:00-04:00,2026-07-10 06:21:00-04:00,True,False
1m,2026-07-10 06:21:00-04:00,2026-07-10 06:22:00-04:00,29829.75,29833.75,29826.5,29831.0,54,6,0,1,2026-07-10 06:21:00-04:00,2026-07-10 06:21:00-04:00,2026-07-10 06:22:00-04:00,True,False
1m,2026-07-10 06:22:00-04:00,2026-07-10 06:23:00-04:00,29834.0,29839.75,29805.5,29819.5,632,6,0,1,2026-07-10 06:22:00-04:00,2026-07-10 06:22:00-04:00,2026-07-10 06:23:00-04:00,True,False
1m,2026-07-10 06:23:00-04:00,2026-07-10 06:24:00-04:00,29818.75,29824.5,29815.0,29822.75,217,6,0,1,2026-07-10 06:23:00-04:00,2026-07-10 06:23:00-04:00,2026-07-10 06:24:00-04:00,True,False
1m,2026-07-10 06:24:00-04:00,2026-07-10 06:25:00-04:00,29823.0,29828.25,29822.25,29827.0,49,6,0,1,2026-07-10 06:24:00-04:00,2026-07-10 06:24:00-04:00,2026-07-10 06:25:00-04:00,True,False
1m,2026-07-10 06:25:00-04:00,2026-07-10 06:26:00-04:00,29829.5,29829.75,29823.75,29823.75,35,6,0,1,2026-07-10 06:25:00-04:00,2026-07-10 06:25:00-04:00,2026-07-10 06:26:00-04:00,True,False
1m,2026-07-10 06:26:00-04:00,2026-07-10 06:27:00-04:00,29823.0,29825.25,29819.25,29823.75,60,6,0,1,2026-07-10 06:26:00-04:00,2026-07-10 06:26:00-04:00,2026-07-10 06:27:00-04:00,True,False
1m,2026-07-10 06:27:00-04:00,2026-07-10 06:28:00-04:00,29825.75,29832.0,29825.0,29831.5,82,6,0,1,2026-07-10 06:27:00-04:00,2026-07-10 06:27:00-04:00,2026-07-10 06:28:00-04:00,True,False
1m,2026-07-10 06:28:00-04:00,2026-07-10 06:29:00-04:00,29831.5,29834.0,29826.0,29830.25,42,6,0,1,2026-07-10 06:28:00-04:00,2026-07-10 06:28:00-04:00,2026-07-10 06:29:00-04:00,True,False
1m,2026-07-10 06:29:00-04:00,2026-07-10 06:30:00-04:00,29831.0,29839.5,29831.0,29839.5,30,6,0,1,2026-07-10 06:29:00-04:00,2026-07-10 06:29:00-04:00,2026-07-10 06:30:00-04:00,True,False
1m,2026-07-10 06:30:00-04:00,2026-07-10 06:31:00-04:00,29838.0,29847.25,29838.0,29846.0,201,6,0,1,2026-07-10 06:30:00-04:00,2026-07-10 06:30:00-04:00,2026-07-10 06:31:00-04:00,True,False
1m,2026-07-10 06:31:00-04:00,2026-07-10 06:32:00-04:00,29846.0,29851.25,29842.0,29842.25,125,6,0,1,2026-07-10 06:31:00-04:00,2026-07-10 06:31:00-04:00,2026-07-10 06:32:00-04:00,True,False
1m,2026-07-10 06:32:00-04:00,2026-07-10 06:33:00-04:00,29840.75,29847.75,29840.75,29846.75,65,6,0,1,2026-07-10 06:32:00-04:00,2026-07-10 06:32:00-04:00,2026-07-10 06:33:00-04:00,True,False
1m,2026-07-10 06:33:00-04:00,2026-07-10 06:34:00-04:00,29849.0,29856.0,29849.0,29854.25,205,6,0,1,2026-07-10 06:33:00-04:00,2026-07-10 06:33:00-04:00,2026-07-10 06:34:00-04:00,True,False
1m,2026-07-10 06:34:00-04:00,2026-07-10 06:35:00-04:00,29853.0,29856.0,29851.25,29854.0,94,6,0,1,2026-07-10 06:34:00-04:00,2026-07-10 06:34:00-04:00,2026-07-10 06:35:00-04:00,True,False
1m,2026-07-10 06:35:00-04:00,2026-07-10 06:36:00-04:00,29854.25,29854.5,29848.5,29849.75,61,6,0,1,2026-07-10 06:35:00-04:00,2026-07-10 06:35:00-04:00,2026-07-10 06:36:00-04:00,True,False
1m,2026-07-10 06:36:00-04:00,2026-07-10 06:37:00-04:00,29850.75,29854.5,29844.75,29847.75,82,6,0,1,2026-07-10 06:36:00-04:00,2026-07-10 06:36:00-04:00,2026-07-10 06:37:00-04:00,True,False
1m,2026-07-10 06:37:00-04:00,2026-07-10 06:38:00-04:00,29847.5,29852.25,29846.5,29852.0,41,6,0,1,2026-07-10 06:37:00-04:00,2026-07-10 06:37:00-04:00,2026-07-10 06:38:00-04:00,True,False
1m,2026-07-10 06:38:00-04:00,2026-07-10 06:39:00-04:00,29852.0,29854.0,29850.75,29853.25,21,6,0,1,2026-07-10 06:38:00-04:00,2026-07-10 06:38:00-04:00,2026-07-10 06:39:00-04:00,True,False
1m,2026-07-10 06:39:00-04:00,2026-07-10 06:40:00-04:00,29852.5,29854.75,29847.5,29847.75,86,6,0,1,2026-07-10 06:39:00-04:00,2026-07-10 06:39:00-04:00,2026-07-10 06:40:00-04:00,True,False
1m,2026-07-10 06:40:00-04:00,2026-07-10 06:41:00-04:00,29849.25,29854.0,29847.5,29848.75,86,6,0,1,2026-07-10 06:40:00-04:00,2026-07-10 06:40:00-04:00,2026-07-10 06:41:00-04:00,True,False
1m,2026-07-10 06:41:00-04:00,2026-07-10 06:42:00-04:00,29848.75,29851.0,29844.0,29846.5,45,6,0,1,2026-07-10 06:41:00-04:00,2026-07-10 06:41:00-04:00,2026-07-10 06:42:00-04:00,True,False
1m,2026-07-10 06:42:00-04:00,2026-07-10 06:43:00-04:00,29844.75,29855.5,29843.75,29854.25,73,6,0,1,2026-07-10 06:42:00-04:00,2026-07-10 06:42:00-04:00,2026-07-10 06:43:00-04:00,True,False
1m,2026-07-10 06:43:00-04:00,2026-07-10 06:44:00-04:00,29853.75,29858.75,29851.0,29855.0,78,6,0,1,2026-07-10 06:43:00-04:00,2026-07-10 06:43:00-04:00,2026-07-10 06:44:00-04:00,True,False
1m,2026-07-10 06:44:00-04:00,2026-07-10 06:45:00-04:00,29854.5,29862.0,29852.75,29862.0,127,6,0,1,2026-07-10 06:44:00-04:00,2026-07-10 06:44:00-04:00,2026-07-10 06:45:00-04:00,True,False
1m,2026-07-10 06:45:00-04:00,2026-07-10 06:46:00-04:00,29861.5,29862.25,29851.0,29853.5,110,6,0,1,2026-07-10 06:45:00-04:00,2026-07-10 06:45:00-04:00,2026-07-10 06:46:00-04:00,True,False
