episode_id,lane,entry_seq,session,exact_matches,reduced_family_matches,similarity_nearest,similarity_l1
EP-01881,A,5425,NY_PM,,,PB-0002,8.0
EP-01882,A,5427,NY_PM,,,PB-0002,0.0
EP-01883,E,5430,NY_PM,,,PB-0002,28.0
EP-01884,C,5431,NY_PM,,,PB-0002,0.0
EP-01885,B,5435,NY_PM,,,PB-0001,2.0
EP-01886,A,5437,NY_PM,,,PB-0002,0.0
EP-01887,A,5438,NY_PM,,,PB-0002,0.0
EP-01888,A,5443,NY_PM,,,PB-0002,0.0
EP-01889,A,5445,NY_PM,,,PB-0001,8.0
EP-01890,A,5451,NY_PM,,,PB-0002,0.0
EP-01891,C,5452,NY_PM,,,PB-0002,0.0
EP-01892,C,5453,NY_PM,,,PB-0002,0.0
EP-01893,A,5455,NY_PM,,,PB-0002,0.0
EP-01894,A,5458,NY_PM,,,PB-0002,0.0
EP-01895,A,5459,NY_PM,,,PB-0002,0.0
EP-01896,A,5460,NY_PM,,,PB-0002,8.0
EP-01897,A,5464,NY_PM,,,PB-0002,0.0
EP-01898,B,5467,NY_PM,,,PB-0002,0.0
EP-01899,B,5469,NY_PM,,,PB-0002,4.0
EP-01900,A,5472,NY_PM,,,PB-0001,1.0
EP-01901,E,5475,NY_PM,,,PB-0001,6.0
EP-01902,E,5475,NY_PM,,,PB-0002,4.0
EP-01903,C,5475,NY_PM,,,PB-0002,0.0
EP-01904,C,5475,NY_PM,,,PB-0002,0.0
EP-01905,D,5476,NY_PM,,,PB-0002,0.0
EP-01906,D,5478,NY_PM,,,PB-0002,0.0
EP-01907,A,5484,NY_PM,,,PB-0001,5.0
EP-01908,D,5493,NY_PM,,,PB-0001,7.0
EP-01909,A,5495,NY_PM,,,PB-0001,0.0
EP-01910,C,5508,NY_PM,,,PB-0001,5.0
EP-01911,A,5511,NY_PM,,,PB-0001,5.0
EP-01912,A,5517,NY_PM,,,PB-0001,4.0
EP-01913,A,5518,NY_PM,,,PB-0001,3.0
EP-01914,A,5520,GLOBEX_EVENING,,,PB-0001,58.0
EP-01915,A,5520,GLOBEX_EVENING,,,PB-0001,10.0
EP-01916,C,5523,GLOBEX_EVENING,,,PB-0001,0.0
EP-01917,E,5526,GLOBEX_EVENING,,,PB-0001,5.0
EP-01918,A,5528,GLOBEX_EVENING,,,PB-0002,0.0
EP-01919,A,5532,GLOBEX_EVENING,,,PB-0002,0.0
EP-01920,A,5535,GLOBEX_EVENING,,,PB-0002,8.0
EP-01921,A,5545,GLOBEX_EVENING,,,PB-0001,1.0
EP-01922,B,5547,GLOBEX_EVENING,,,PB-0002,0.0
EP-01923,A,5550,GLOBEX_EVENING,,,PB-0002,28.0
EP-01924,A,5553,GLOBEX_EVENING,,,PB-0001,0.0
EP-01925,B,5555,GLOBEX_EVENING,,,PB-0001,10.0
EP-01926,C,5555,GLOBEX_EVENING,,,PB-0001,3.0
EP-01927,C,5556,GLOBEX_EVENING,,,PB-0001,4.0
EP-01928,C,5557,GLOBEX_EVENING,,,PB-0001,2.0
EP-01929,A,5559,GLOBEX_EVENING,,,PB-0001,4.0
EP-01930,C,5559,GLOBEX_EVENING,,,PB-0002,0.0
EP-01931,A,5561,GLOBEX_EVENING,,,PB-0001,1.0
EP-01932,C,5562,GLOBEX_EVENING,,,PB-0002,0.0
EP-01933,D,5564,GLOBEX_EVENING,,,PB-0001,1.0
EP-01934,D,5566,GLOBEX_EVENING,,,PB-0002,0.0
EP-01935,A,5569,GLOBEX_EVENING,,,PB-0002,0.0
EP-01936,A,5570,GLOBEX_EVENING,,,PB-0001,8.0
EP-01937,B,5571,GLOBEX_EVENING,,,PB-0002,0.0
EP-01938,A,5574,GLOBEX_EVENING,,,PB-0001,6.0
EP-01939,A,5576,GLOBEX_EVENING,,,PB-0001,0.0
EP-01940,A,5580,GLOBEX_EVENING,,,PB-0001,1.0
EP-01941,A,5586,GLOBEX_EVENING,,,PB-0002,4.0
EP-01942,A,5595,GLOBEX_EVENING,,,PB-0002,28.0
EP-01943,A,5596,GLOBEX_EVENING,,,PB-0002,0.0
EP-01944,C,5600,GLOBEX_EVENING,,,PB-0002,0.0
EP-01945,D,5601,GLOBEX_EVENING,,,PB-0002,0.0
EP-01946,A,5602,GLOBEX_EVENING,,,PB-0002,0.0
EP-01947,A,5605,GLOBEX_EVENING,,,PB-0002,8.0
EP-01948,C,5606,GLOBEX_EVENING,,,PB-0002,0.0
EP-01949,D,5607,GLOBEX_EVENING,,,PB-0001,2.0
EP-01950,C,5609,GLOBEX_EVENING,,,PB-0002,0.0
EP-01951,D,5610,GLOBEX_EVENING,,,PB-0001,0.0
EP-01952,A,5612,GLOBEX_EVENING,,,PB-0001,0.0
EP-01953,A,5615,GLOBEX_EVENING,,,PB-0002,0.0
EP-01954,A,5616,GLOBEX_EVENING,,,PB-0002,4.0
EP-01955,B,5627,GLOBEX_EVENING,,,PB-0002,0.0
EP-01956,D,5627,GLOBEX_EVENING,,,PB-0001,3.0
EP-01957,D,5627,GLOBEX_EVENING,,,PB-0001,3.0
EP-01958,D,5627,GLOBEX_EVENING,,,PB-0001,0.0
EP-01959,C,5628,GLOBEX_EVENING,,,PB-0001,4.0
EP-01960,C,5628,GLOBEX_EVENING,,,PB-0001,4.0
EP-01961,A,5628,GLOBEX_EVENING,,,PB-0002,0.0
EP-01962,D,5631,GLOBEX_EVENING,,,PB-0002,4.0
EP-01963,A,5633,GLOBEX_EVENING,,,PB-0001,0.0
EP-01964,C,5635,GLOBEX_EVENING,,,PB-0001,2.0
EP-01965,C,5643,ASIA,,,PB-0001,0.0
EP-01966,A,5645,ASIA,,,PB-0002,0.0
EP-01967,A,5650,ASIA,,,PB-0001,10.0
EP-01968,A,5653,ASIA,,,PB-0002,0.0
EP-01969,A,5666,ASIA,,,PB-0001,0.0
EP-01970,A,5670,ASIA,,,PB-0002,8.0
EP-01971,A,5676,ASIA,,,PB-0002,0.0
EP-01972,A,5679,ASIA,,,PB-0001,0.0
EP-01973,A,5682,ASIA,,,PB-0002,4.0
EP-01974,C,5682,ASIA,,,PB-0001,1.0
EP-01975,A,5690,ASIA,,,PB-0002,0.0
EP-01976,A,5695,ASIA,,,PB-0001,8.0
EP-01977,B,5695,ASIA,,PB-0003,PB-0002,0.0
EP-01978,A,5698,ASIA,,,PB-0001,0.0
EP-01979,A,5699,ASIA,,,PB-0001,0.0
EP-01980,B,5702,ASIA,,,PB-0002,0.0
EP-01981,B,5706,ASIA,,,PB-0002,4.0
EP-01982,C,5708,ASIA,,,PB-0002,0.0
EP-01983,A,5709,ASIA,,,PB-0002,4.0
EP-01984,A,5713,ASIA,,,PB-0002,0.0
EP-01985,C,5715,ASIA,,,PB-0002,0.0
EP-01986,B,5716,ASIA,,,PB-0001,0.0
EP-01987,C,5720,ASIA,,,PB-0002,8.0
EP-01988,D,5720,ASIA,,,PB-0001,3.0
EP-01989,C,5724,ASIA,,,PB-0001,5.0
EP-01990,D,5725,ASIA,,,PB-0002,8.0
EP-01991,A,5730,ASIA,,,PB-0001,58.0
EP-01992,A,5730,ASIA,,,PB-0001,28.0
EP-01993,A,5735,ASIA,,,PB-0001,8.0
EP-01994,A,5741,ASIA,,,PB-0001,1.0
EP-01995,A,5745,ASIA,,,PB-0001,28.0
EP-01996,A,5745,ASIA,,,PB-0002,4.0
EP-01997,A,5750,ASIA,,,PB-0002,8.0
EP-01998,A,5750,ASIA,,,PB-0002,0.0
EP-01999,A,5754,ASIA,,,PB-0001,0.0
EP-02000,A,5763,ASIA,,,PB-0001,4.0
EP-02001,A,5765,ASIA,,,PB-0002,0.0
EP-02002,A,5769,ASIA,,,PB-0001,5.0
EP-02003,A,5770,ASIA,,,PB-0001,8.0
EP-02004,A,5779,ASIA,,,PB-0001,3.0
EP-02005,A,5779,ASIA,,,PB-0002,0.0
EP-02006,A,5785,ASIA,,,PB-0002,8.0
EP-02007,A,5787,ASIA,,,PB-0002,0.0
EP-02008,A,5794,ASIA,,,PB-0002,0.0
EP-02009,A,5797,ASIA,,,PB-0002,0.0
EP-02010,A,5799,ASIA,,,PB-0001,4.0
EP-02011,A,5800,ASIA,,,PB-0002,0.0
EP-02012,A,5809,ASIA,,,PB-0002,0.0
EP-02013,A,5826,ASIA,,,PB-0001,4.0
EP-02014,A,5833,ASIA,,,PB-0002,0.0
EP-02015,A,5838,ASIA,,,PB-0002,4.0
EP-02016,C,5840,ASIA,,,PB-0002,0.0
EP-02017,C,5847,ASIA,,,PB-0002,4.0
EP-02018,A,5847,ASIA,,,PB-0001,2.0
EP-02019,A,5850,ASIA,,,PB-0002,28.0
EP-02020,A,5851,ASIA,,,PB-0001,0.0
EP-02021,C,5852,ASIA,,,PB-0002,0.0
EP-02022,A,5852,ASIA,,,PB-0002,0.0
EP-02023,C,5855,ASIA,,,PB-0002,0.0
EP-02024,B,5856,ASIA,,,PB-0002,4.0
EP-02025,B,5856,ASIA,,,PB-0002,4.0
EP-02026,D,5856,ASIA,,,PB-0002,0.0
EP-02027,D,5858,ASIA,,,PB-0001,1.0
EP-02028,C,5858,ASIA,,,PB-0001,1.0
EP-02029,A,5859,ASIA,,,PB-0001,4.0
EP-02030,C,5859,ASIA,,,PB-0001,1.0
EP-02031,A,5859,ASIA,,,PB-0001,1.0
EP-02032,C,5860,ASIA,,,PB-0002,8.0
EP-02033,A,5860,ASIA,,,PB-0002,8.0
EP-02034,C,5862,ASIA,,,PB-0002,0.0
EP-02035,B,5863,ASIA,,,PB-0001,1.0
EP-02036,D,5865,ASIA,,,PB-0002,8.0
EP-02037,C,5865,ASIA,,,PB-0002,4.0
EP-02038,D,5868,ASIA,,,PB-0002,4.0
EP-02039,C,5870,ASIA,,,PB-0002,8.0
EP-02040,B,5870,ASIA,,,PB-0001,0.0
EP-02041,C,5875,ASIA,,,PB-0002,0.0
EP-02042,D,5876,ASIA,,,PB-0002,0.0
EP-02043,A,5879,ASIA,,,PB-0002,0.0
EP-02044,C,5880,ASIA,,,PB-0002,8.0
EP-02045,A,5880,ASIA,,,PB-0001,1.0
EP-02046,B,5884,ASIA,,,PB-0001,2.0
EP-02047,A,5893,ASIA,,,PB-0002,0.0
EP-02048,A,5894,ASIA,,,PB-0002,0.0
EP-02049,A,5905,ASIA,,,PB-0001,8.0
EP-02050,E,5906,ASIA,,,PB-0001,0.0
EP-02051,A,5918,ASIA,,,PB-0001,0.0
EP-02052,A,5921,ASIA,,,PB-0001,2.0
EP-02053,B,5926,ASIA,,PB-0003,PB-0002,0.0
EP-02054,A,5927,ASIA,,,PB-0002,0.0
EP-02055,A,5930,ASIA,,,PB-0002,8.0
EP-02056,C,5933,ASIA,,,PB-0001,2.0
EP-02057,A,5933,ASIA,,,PB-0001,2.0
EP-02058,C,5941,ASIA,,,PB-0002,0.0
EP-02059,D,5942,ASIA,,,PB-0002,0.0
EP-02060,C,5943,ASIA,,,PB-0002,4.0
EP-02061,C,5943,ASIA,,,PB-0002,4.0
EP-02062,B,5945,ASIA,,,PB-0002,8.0
EP-02063,C,5945,ASIA,,,PB-0001,8.0
EP-02064,C,5945,ASIA,,,PB-0002,0.0
EP-02065,A,5945,ASIA,,,PB-0002,0.0
EP-02066,D,5947,ASIA,,,PB-0002,0.0
EP-02067,A,5949,ASIA,,,PB-0002,4.0
EP-02068,D,5952,ASIA,,,PB-0001,5.0
EP-02069,D,5952,ASIA,,,PB-0001,4.0
EP-02070,C,5953,ASIA,,,PB-0002,0.0
EP-02071,A,5953,ASIA,,,PB-0002,0.0
EP-02072,D,5955,ASIA,,,PB-0001,0.0
EP-02073,C,5965,ASIA,,,PB-0001,11.0
EP-02074,A,5965,ASIA,,,PB-0001,2.0
EP-02075,A,5970,ASIA,,,PB-0002,28.0
EP-02076,A,5981,ASIA,,,PB-0002,0.0
EP-02077,A,5989,ASIA,,,PB-0001,2.0
EP-02078,E,5993,ASIA,,,PB-0002,0.0
EP-02079,A,6000,ASIA,,,PB-0002,0.0
EP-02080,C,6003,ASIA,,,PB-0001,6.0
EP-02081,A,6005,ASIA,,,PB-0001,9.0
EP-02082,D,6008,ASIA,,,PB-0001,3.0
EP-02083,C,6013,ASIA,,,PB-0002,0.0
EP-02084,A,6015,ASIA,,,PB-0002,28.0
EP-02085,B,6017,ASIA,,,PB-0002,0.0
EP-02086,A,6021,ASIA,,,PB-0001,1.0
EP-02087,B,6024,ASIA,,PB-0003,PB-0002,0.0
EP-02088,C,6027,ASIA,,,PB-0002,4.0
EP-02089,B,6028,ASIA,,,PB-0002,0.0
EP-02090,A,6032,ASIA,,,PB-0002,0.0
EP-02091,A,6040,ASIA,,,PB-0002,8.0
EP-02092,C,6040,ASIA,,,PB-0001,0.0
EP-02093,A,6040,ASIA,,,PB-0001,0.0
EP-02094,C,6042,ASIA,,,PB-0002,4.0
EP-02095,C,6043,ASIA,,,PB-0002,0.0
EP-02096,D,6044,ASIA,,,PB-0002,0.0
EP-02097,B,6045,ASIA,,,PB-0001,8.0
EP-02098,D,6048,ASIA,,,PB-0001,4.0
EP-02099,C,6048,ASIA,,,PB-0001,4.0
EP-02100,B,6049,ASIA,,,PB-0001,0.0
EP-02101,C,6058,ASIA,,,PB-0001,2.0
EP-02102,A,6060,LONDON,,,PB-0001,59.0
EP-02103,A,6062,LONDON,,,PB-0001,2.0
EP-02104,E,6071,LONDON,,,PB-0002,0.0
EP-02105,C,6075,LONDON,,,PB-0001,29.0
EP-02106,C,6075,LONDON,,,PB-0001,0.0
EP-02107,A,6080,LONDON,,,PB-0001,0.0
EP-02108,A,6081,LONDON,,,PB-0001,0.0
EP-02109,C,6084,LONDON,,,PB-0001,7.0
EP-02110,A,6084,LONDON,,,PB-0002,4.0
EP-02111,C,6088,LONDON,,,PB-0002,0.0
EP-02112,D,6091,LONDON,,,PB-0001,1.0
EP-02113,C,6096,LONDON,,,PB-0002,0.0
EP-02114,A,6098,LONDON,,,PB-0002,0.0
EP-02115,D,6103,LONDON,,,PB-0001,0.0
EP-02116,A,6104,LONDON,,,PB-0002,0.0
EP-02117,C,6107,LONDON,,,PB-0001,1.0
EP-02118,A,6110,LONDON,,,PB-0001,1.0
EP-02119,A,6111,LONDON,,,PB-0002,0.0
EP-02120,A,6114,LONDON,,,PB-0001,5.0
EP-02121,A,6115,LONDON,,,PB-0002,0.0
EP-02122,B,6125,LONDON,,,PB-0002,0.0
EP-02123,A,6128,LONDON,,,PB-0002,0.0
EP-02124,A,6137,LONDON,,,PB-0002,0.0
EP-02125,A,6141,LONDON,,,PB-0002,4.0
EP-02126,A,6143,LONDON,,,PB-0001,1.0
EP-02127,A,6144,LONDON,,,PB-0001,0.0
EP-02128,A,6151,LONDON,,,PB-0002,0.0
EP-02129,C,6153,LONDON,,,PB-0002,0.0
EP-02130,A,6156,LONDON,,,PB-0001,4.0
EP-02131,B,6169,LONDON,,,PB-0002,0.0
EP-02132,D,6170,LONDON,,,PB-0001,1.0
EP-02133,D,6172,LONDON,,,PB-0001,0.0
EP-02134,A,6173,LONDON,,,PB-0002,0.0
EP-02135,A,6177,LONDON,,,PB-0002,4.0
EP-02136,C,6180,LONDON,,PB-0005,PB-0002,0.0
EP-02137,B,6181,LONDON,,,PB-0002,0.0
EP-02138,D,6182,LONDON,,,PB-0001,0.0
EP-02139,A,6184,LONDON,,,PB-0002,0.0
EP-02140,B,6190,LONDON,,,PB-0002,8.0
EP-02141,A,6191,LONDON,,,PB-0002,0.0
EP-02142,A,6192,LONDON,,,PB-0002,4.0
EP-02143,A,6195,LONDON,,,PB-0002,8.0
EP-02144,C,6197,LONDON,,,PB-0001,0.0
EP-02145,A,6201,LONDON,,,PB-0001,0.0
EP-02146,C,6203,LONDON,,,PB-0001,3.0
EP-02147,A,6204,LONDON,,,PB-0002,4.0
EP-02148,C,6210,LONDON,,,PB-0002,28.0
EP-02149,A,6210,LONDON,,,PB-0002,0.0
EP-02150,C,6215,LONDON,,PB-0005,PB-0002,0.0
EP-02151,B,6216,LONDON,,,PB-0002,4.0
EP-02152,D,6218,LONDON,,,PB-0001,1.0
EP-02153,A,6218,LONDON,,,PB-0001,0.0
EP-02154,C,6219,LONDON,,,PB-0001,1.0
EP-02155,A,6220,LONDON,,,PB-0002,0.0
EP-02156,A,6222,LONDON,,,PB-0002,4.0
EP-02157,A,6222,LONDON,,,PB-0002,0.0
EP-02158,A,6228,LONDON,,,PB-0001,0.0
EP-02159,C,6235,LONDON,,,PB-0001,9.0
EP-02160,A,6237,LONDON,,,PB-0002,4.0
EP-02161,E,6242,LONDON,,,PB-0002,0.0
EP-02162,A,6246,LONDON,,,PB-0001,6.0
EP-02163,C,6248,LONDON,,,PB-0001,3.0
EP-02164,B,6251,LONDON,,,PB-0001,1.0
EP-02165,D,6255,LONDON,,,PB-0001,29.0
EP-02166,C,6255,LONDON,,,PB-0001,29.0
EP-02167,A,6255,LONDON,,,PB-0002,0.0
EP-02168,A,6258,LONDON,,,PB-0002,0.0
EP-02169,C,6260,LONDON,,PB-0004,PB-0002,0.0
EP-02170,C,6265,LONDON,,,PB-0001,1.0
EP-02171,C,6267,LONDON,,,PB-0001,4.0
EP-02172,C,6271,LONDON,,,PB-0001,0.0
EP-02173,A,6273,LONDON,,,PB-0002,4.0
EP-02174,B,6274,LONDON,,,PB-0002,0.0
EP-02175,A,6276,LONDON,,,PB-0001,4.0
EP-02176,A,6279,LONDON,,,PB-0002,0.0
EP-02177,B,6280,LONDON,,,PB-0002,0.0
EP-02178,C,6282,LONDON,,,PB-0002,4.0
EP-02179,C,6294,LONDON,,,PB-0001,5.0
EP-02180,D,6297,LONDON,,,PB-0001,6.0
EP-02181,B,6297,LONDON,,,PB-0001,2.0
EP-02182,A,6297,LONDON,,,PB-0002,0.0
EP-02183,A,6298,LONDON,,,PB-0001,0.0
EP-02184,A,6300,LONDON,,,PB-0002,118.0
EP-02185,A,6300,LONDON,,,PB-0002,8.0
EP-02186,A,6304,LONDON,,,PB-0002,0.0
EP-02187,B,6306,LONDON,,,PB-0002,0.0
EP-02188,A,6312,LONDON,,,PB-0002,0.0
EP-02189,B,6316,LONDON,,,PB-0002,0.0
EP-02190,C,6316,LONDON,,,PB-0001,2.0
EP-02191,A,6320,LONDON,,,PB-0002,8.0
EP-02192,A,6324,LONDON,,,PB-0002,0.0
EP-02193,A,6325,LONDON,,,PB-0002,8.0
EP-02194,A,6330,LONDON,,,PB-0001,29.0
EP-02195,A,6331,LONDON,,,PB-0001,1.0
EP-02196,A,6333,LONDON,,,PB-0002,4.0
EP-02197,A,6339,LONDON,,,PB-0002,0.0
EP-02198,A,6342,LONDON,,,PB-0002,0.0
EP-02199,A,6349,LONDON,,,PB-0001,2.0
EP-02200,E,6352,LONDON,,,PB-0001,1.0
EP-02201,C,6353,LONDON,,,PB-0001,2.0
EP-02202,C,6355,LONDON,,,PB-0001,0.0
EP-02203,A,6360,NY_PREMARKET,,,PB-0001,4.0
EP-02204,A,6361,NY_PREMARKET,,,PB-0002,0.0
EP-02205,A,6364,NY_PREMARKET,,,PB-0001,0.0
EP-02206,A,6366,NY_PREMARKET,,,PB-0002,4.0
EP-02207,A,6371,NY_PREMARKET,,,PB-0002,0.0
EP-02208,A,6374,NY_PREMARKET,,,PB-0001,0.0
EP-02209,A,6381,NY_PREMARKET,,,PB-0002,4.0
EP-02210,A,6390,NY_PREMARKET,,,PB-0002,28.0
EP-02211,A,6391,NY_PREMARKET,,,PB-0002,0.0
EP-02212,A,6394,NY_PREMARKET,,,PB-0002,0.0
EP-02213,A,6395,NY_PREMARKET,,,PB-0001,9.0
EP-02214,A,6400,NY_PREMARKET,,,PB-0002,8.0
EP-02215,B,6405,NY_PREMARKET,,,PB-0002,4.0
EP-02216,A,6408,NY_PREMARKET,,,PB-0002,4.0
EP-02217,D,6408,NY_PREMARKET,,,PB-0001,3.0
EP-02218,C,6411,NY_PREMARKET,,,PB-0001,5.0
EP-02219,C,6411,NY_PREMARKET,,,PB-0001,2.0
EP-02220,A,6415,NY_PREMARKET,,,PB-0002,0.0
EP-02221,D,6416,NY_PREMARKET,,,PB-0001,2.0
EP-02222,D,6416,NY_PREMARKET,,,PB-0001,0.0
EP-02223,B,6417,NY_PREMARKET,,,PB-0002,0.0
EP-02224,A,6420,NY_PREMARKET,,,PB-0001,121.0
EP-02225,C,6420,NY_PREMARKET,,,PB-0002,58.0
EP-02226,A,6425,NY_PREMARKET,,,PB-0001,0.0
EP-02227,A,6428,NY_PREMARKET,,,PB-0002,0.0
EP-02228,A,6432,NY_PREMARKET,,,PB-0002,4.0
EP-02229,A,6436,NY_PREMARKET,,,PB-0001,0.0
EP-02230,C,6443,NY_PREMARKET,,,PB-0001,1.0
EP-02231,A,6444,NY_PREMARKET,,,PB-0001,4.0
EP-02232,C,6445,NY_PREMARKET,,,PB-0002,8.0
EP-02233,A,6445,NY_PREMARKET,,,PB-0002,8.0
EP-02234,C,6449,NY_PREMARKET,,,PB-0001,1.0
EP-02235,D,6450,NY_AM,,,PB-0002,58.0
EP-02236,B,6451,NY_AM,,,PB-0002,0.0
EP-02237,B,6453,NY_AM,,,PB-0002,4.0
EP-02238,D,6455,NY_AM,,,PB-0001,8.0
EP-02239,C,6455,NY_AM,,,PB-0002,0.0
EP-02240,C,6459,NY_AM,,,PB-0002,4.0
EP-02241,A,6459,NY_AM,,,PB-0001,0.0
EP-02242,A,6465,NY_AM,,,PB-0001,0.0
EP-02243,A,6471,NY_AM,,,PB-0002,4.0
EP-02244,A,6472,NY_AM,,,PB-0002,0.0
EP-02245,B,6477,NY_AM,,,PB-0002,0.0
EP-02246,C,6478,NY_AM,,,PB-0002,0.0
EP-02247,D,6479,NY_AM,,,PB-0002,0.0
EP-02248,B,6480,NY_AM,,,PB-0001,61.0
EP-02249,C,6480,NY_AM,,,PB-0002,8.0
EP-02250,C,6483,NY_AM,,,PB-0001,0.0
EP-02251,C,6483,NY_AM,,,PB-0001,0.0
EP-02252,A,6483,NY_AM,,,PB-0001,0.0
EP-02253,D,6486,NY_AM,,,PB-0002,0.0
EP-02254,C,6489,NY_AM,,,PB-0001,0.0
EP-02255,A,6490,NY_AM,,,PB-0002,0.0
EP-02256,A,6492,NY_AM,,,PB-0002,4.0
EP-02257,B,6498,NY_AM,,,PB-0002,4.0
EP-02258,A,6500,NY_AM,,,PB-0002,0.0
EP-02259,A,6502,NY_AM,,,PB-0001,1.0
EP-02260,A,6504,NY_AM,,,PB-0001,4.0
EP-02261,A,6515,NY_AM,,,PB-0001,8.0
EP-02262,B,6520,NY_AM,,,PB-0001,0.0
EP-02263,A,6528,NY_AM,,,PB-0002,0.0
EP-02264,C,6529,NY_AM,,,PB-0001,3.0
EP-02265,A,6530,NY_AM,,,PB-0002,0.0
EP-02266,A,6537,NY_AM,,,PB-0001,2.0
EP-02267,A,6540,NY_AM,,,PB-0002,28.0
EP-02268,A,6540,NY_AM,,,PB-0002,4.0
EP-02269,A,6540,NY_AM,,,PB-0002,0.0
EP-02270,A,6542,NY_AM,,,PB-0002,0.0
EP-02271,E,6545,NY_AM,,,PB-0002,8.0
EP-02272,A,6545,NY_AM,,,PB-0002,0.0
EP-02273,A,6546,NY_AM,,,PB-0001,1.0
EP-02274,B,6550,NY_AM,,,PB-0002,8.0
EP-02275,B,6555,NY_AM,,,PB-0001,6.0
EP-02276,A,6556,NY_AM,,,PB-0001,0.0
EP-02277,A,6560,NY_AM,,,PB-0002,8.0
EP-02278,B,6562,NY_AM,,,PB-0002,0.0
EP-02279,C,6570,NY_AM,,,PB-0001,58.0
EP-02280,A,6579,NY_AM,,,PB-0001,4.0
EP-02281,B,6585,NY_AM,,,PB-0001,30.0
EP-02282,A,6594,NY_AM,,,PB-0001,4.0
EP-02283,A,6595,NY_AM,,,PB-0002,8.0
EP-02284,D,6600,NY_LUNCH,,,PB-0002,58.0
EP-02285,C,6600,NY_LUNCH,,,PB-0002,28.0
EP-02286,B,6605,NY_LUNCH,,,PB-0001,0.0
EP-02287,C,6606,NY_LUNCH,,,PB-0001,1.0
EP-02288,B,6609,NY_LUNCH,,,PB-0001,4.0
EP-02289,B,6610,NY_LUNCH,,,PB-0002,8.0
EP-02290,B,6613,NY_LUNCH,,,PB-0002,0.0
EP-02291,B,6620,NY_LUNCH,,,PB-0001,2.0
EP-02292,A,6622,NY_LUNCH,,,PB-0001,0.0
EP-02293,C,6623,NY_LUNCH,,,PB-0002,0.0
EP-02294,C,6625,NY_LUNCH,,,PB-0002,0.0
EP-02295,A,6627,NY_LUNCH,,,PB-0002,0.0
EP-02296,C,6628,NY_LUNCH,,,PB-0002,0.0
EP-02297,D,6629,NY_LUNCH,,,PB-0002,0.0
EP-02298,D,6629,NY_LUNCH,,,PB-0001,2.0
EP-02299,A,6631,NY_LUNCH,,,PB-0002,0.0
EP-02300,D,6632,NY_LUNCH,,,PB-0002,0.0
EP-02301,C,6632,NY_LUNCH,,,PB-0001,2.0
EP-02302,C,6633,NY_LUNCH,,,PB-0001,5.0
EP-02303,A,6633,NY_LUNCH,,,PB-0002,4.0
EP-02304,C,6635,NY_LUNCH,,,PB-0001,8.0
EP-02305,A,6635,NY_LUNCH,,,PB-0001,8.0
EP-02306,A,6639,NY_LUNCH,,,PB-0002,4.0
EP-02307,A,6645,NY_LUNCH,,,PB-0002,28.0
EP-02308,B,6652,NY_LUNCH,,,PB-0002,0.0
EP-02309,C,6660,NY_PM,,,PB-0002,118.0
EP-02310,A,6660,NY_PM,,,PB-0001,58.0
EP-02311,B,6663,NY_PM,,,PB-0001,4.0
EP-02312,C,6664,NY_PM,,,PB-0001,1.0
EP-02313,B,6665,NY_PM,,,PB-0002,8.0
EP-02314,B,6665,NY_PM,,,PB-0002,8.0
EP-02315,A,6665,NY_PM,,,PB-0001,0.0
EP-02316,A,6667,NY_PM,,,PB-0001,1.0
EP-02317,A,6675,NY_PM,,,PB-0002,0.0
EP-02318,D,6677,NY_PM,,,PB-0002,0.0
EP-02319,A,6679,NY_PM,,,PB-0002,0.0
EP-02320,D,6683,NY_PM,,,PB-0001,2.0
EP-02321,A,6683,NY_PM,,,PB-0002,0.0
EP-02322,C,6686,NY_PM,,,PB-0001,1.0
EP-02323,A,6687,NY_PM,,,PB-0002,4.0
EP-02324,A,6690,NY_PM,,,PB-0002,58.0
EP-02325,C,6691,NY_PM,,,PB-0001,2.0
EP-02326,C,6691,NY_PM,,,PB-0001,2.0
EP-02327,A,6696,NY_PM,,,PB-0002,0.0
EP-02328,C,6699,NY_PM,,,PB-0002,4.0
EP-02329,A,6699,NY_PM,,,PB-0002,4.0
EP-02330,A,6700,NY_PM,,,PB-0001,10.0
EP-02331,A,6701,NY_PM,,,PB-0001,0.0
EP-02332,A,6703,NY_PM,,,PB-0001,0.0
EP-02333,A,6704,NY_PM,,,PB-0001,0.0
EP-02334,E,6705,NY_PM,,,PB-0002,4.0
EP-02335,A,6707,NY_PM,,,PB-0002,0.0
EP-02336,C,6713,NY_PM,,,PB-0001,0.0
EP-02337,A,6717,NY_PM,,,PB-0001,5.0
EP-02338,A,6717,NY_PM,,,PB-0001,0.0
EP-02339,C,6727,NY_PM,,,PB-0001,0.0
EP-02340,C,6728,NY_PM,,,PB-0001,2.0
EP-02341,C,6730,NY_PM,,,PB-0001,9.0
EP-02342,A,6731,NY_PM,,,PB-0002,0.0
EP-02343,A,6735,NY_PM,,,PB-0001,5.0
EP-02344,A,6736,NY_PM,,,PB-0001,0.0
EP-02345,C,6737,NY_PM,,,PB-0002,0.0
EP-02346,D,6739,NY_PM,,,PB-0002,0.0
EP-02347,B,6740,NY_PM,,,PB-0001,2.0
EP-02348,A,6740,NY_PM,,,PB-0001,0.0
EP-02349,C,6741,NY_PM,,,PB-0002,4.0
EP-02350,D,6747,NY_PM,,,PB-0002,4.0
