episode_id,role,structure_id
EP-01393,target:NEAREST_VALID_STRUCTURE,FVG2-000319
EP-01393,target:BRANCH_SEMANTIC_TARGET,FVG2-000319
EP-01393,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000319
EP-01394,context/component,FVG2-000459
EP-01394,target:NEAREST_VALID_STRUCTURE,RB2-001495
EP-01394,target:BRANCH_SEMANTIC_TARGET,RB2-001495
EP-01394,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001495
EP-01395,context/component,IFVG2-000237
EP-01396,context/component,IFVG2-000238
EP-01396,target:NEAREST_VALID_STRUCTURE,RB2-001298
EP-01396,target:BRANCH_SEMANTIC_TARGET,FVG2-000281
EP-01396,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000281
EP-01397,context/component,IFVG2-000578
EP-01397,target:NEAREST_VALID_STRUCTURE,RB2-001805
EP-01397,target:BRANCH_SEMANTIC_TARGET,RB2-001805
EP-01397,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004851
EP-01398,context/component,RB2-004458
EP-01398,target:NEAREST_VALID_STRUCTURE,RB2-001805
EP-01398,target:BRANCH_SEMANTIC_TARGET,RB2-001805
EP-01398,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004851
EP-01399,context/component,RB2-004459
EP-01399,target:NEAREST_VALID_STRUCTURE,RB2-003516
EP-01399,target:BRANCH_SEMANTIC_TARGET,RB2-003516
EP-01399,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004851
EP-01400,context/component,RB2-001807
EP-01400,target:NEAREST_VALID_STRUCTURE,RB2-004347
EP-01400,target:BRANCH_SEMANTIC_TARGET,RB2-004347
EP-01400,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004347
EP-01401,context/component,RB2-001808
EP-01401,target:NEAREST_VALID_STRUCTURE,RB2-001045
EP-01401,target:BRANCH_SEMANTIC_TARGET,RB2-001045
EP-01401,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001045
EP-01402,context/component,RB2-001804
EP-01402,target:NEAREST_VALID_STRUCTURE,RB2-003476
EP-01402,target:BRANCH_SEMANTIC_TARGET,RB2-003476
EP-01402,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003476
EP-01403,context/component,RB2-001816
EP-01403,target:NEAREST_VALID_STRUCTURE,RB2-001254
EP-01403,target:BRANCH_SEMANTIC_TARGET,FVG2-000324
EP-01403,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000324
EP-01404,context/component,RB2-001817
EP-01404,target:NEAREST_VALID_STRUCTURE,RB2-003546
EP-01404,target:BRANCH_SEMANTIC_TARGET,RB2-003546
EP-01404,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003546
EP-01405,context/component,RB2-001810
EP-01405,target:NEAREST_VALID_STRUCTURE,FVG2-001073
EP-01405,target:BRANCH_SEMANTIC_TARGET,FVG2-001073
EP-01405,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001073
EP-01406,context/component,RB2-001820
EP-01406,target:NEAREST_VALID_STRUCTURE,RB2-003672
EP-01406,target:BRANCH_SEMANTIC_TARGET,RB2-003672
EP-01406,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003672
EP-01407,context/component,RB2-001822
EP-01407,target:NEAREST_VALID_STRUCTURE,RB2-001227
EP-01407,target:BRANCH_SEMANTIC_TARGET,RB2-001227
EP-01407,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001227
EP-01408,context/component,FVG2-000462
EP-01408,target:NEAREST_VALID_STRUCTURE,RB2-001219
EP-01408,target:BRANCH_SEMANTIC_TARGET,RB2-001219
EP-01408,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001219
EP-01409,context/component,RB2-003672
EP-01409,target:NEAREST_VALID_STRUCTURE,RB2-001828
EP-01409,target:BRANCH_SEMANTIC_TARGET,RB2-001828
EP-01409,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004853
EP-01410,context/component,RB2-001828
EP-01410,target:NEAREST_VALID_STRUCTURE,RB2-001219
EP-01410,target:BRANCH_SEMANTIC_TARGET,RB2-001219
EP-01410,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001219
EP-01411,context/component,RB2-003670
EP-01411,target:NEAREST_VALID_STRUCTURE,RB2-001825
EP-01411,target:BRANCH_SEMANTIC_TARGET,RB2-004805
EP-01411,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004805
EP-01412,context/component,RB2-003673
EP-01412,target:NEAREST_VALID_STRUCTURE,RB2-001825
EP-01412,target:BRANCH_SEMANTIC_TARGET,RB2-004805
EP-01412,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004805
EP-01413,context/component,IFVG2-000239
EP-01413,target:NEAREST_VALID_STRUCTURE,RB2-001176
EP-01413,target:BRANCH_SEMANTIC_TARGET,RB2-001176
EP-01413,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001176
EP-01414,context/component,RB2-001834
EP-01414,target:NEAREST_VALID_STRUCTURE,RB2-001835
EP-01414,target:BRANCH_SEMANTIC_TARGET,RB2-001835
EP-01414,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001835
EP-01415,context/component,IFVG2-000240
EP-01415,target:NEAREST_VALID_STRUCTURE,FVG2-000332
EP-01415,target:BRANCH_SEMANTIC_TARGET,FVG2-000332
EP-01415,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000332
EP-01416,context/component,FVG2-000924
EP-01416,target:NEAREST_VALID_STRUCTURE,RB2-001303
EP-01416,target:BRANCH_SEMANTIC_TARGET,RB2-001303
EP-01416,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000861
EP-01417,context/component,RB2-004462
EP-01417,target:NEAREST_VALID_STRUCTURE,FVG2-000359
EP-01417,target:BRANCH_SEMANTIC_TARGET,IFVG2-000186
EP-01417,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004376
EP-01418,context/component,IFVG2-000240
EP-01418,context/component,RB2-001837
EP-01418,target:NEAREST_VALID_STRUCTURE,FVG2-000359
EP-01418,target:BRANCH_SEMANTIC_TARGET,IFVG2-000186
EP-01418,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000186
EP-01419,context/component,FVG2-000463
EP-01419,context/component,RB2-001840
EP-01419,target:NEAREST_VALID_STRUCTURE,RB2-001822
EP-01419,target:BRANCH_SEMANTIC_TARGET,RB2-001822
EP-01419,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001822
EP-01420,context/component,RB2-003678
EP-01420,target:NEAREST_VALID_STRUCTURE,FVG2-000326
EP-01420,target:BRANCH_SEMANTIC_TARGET,FVG2-000388
EP-01420,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000898
EP-01421,context/component,RB2-003680
EP-01421,target:NEAREST_VALID_STRUCTURE,RB2-001177
EP-01421,target:BRANCH_SEMANTIC_TARGET,RB2-001177
EP-01421,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003499
EP-01422,context/component,RB2-001843
EP-01422,target:NEAREST_VALID_STRUCTURE,RB2-001792
EP-01422,target:BRANCH_SEMANTIC_TARGET,FVG2-000289
EP-01422,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000289
EP-01423,context/component,RB2-001846
EP-01423,target:NEAREST_VALID_STRUCTURE,FVG2-000447
EP-01423,target:BRANCH_SEMANTIC_TARGET,FVG2-000447
EP-01423,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000447
EP-01424,context/component,RB2-003681
EP-01424,target:NEAREST_VALID_STRUCTURE,FVG2-000321
EP-01424,target:BRANCH_SEMANTIC_TARGET,IFVG2-000158
EP-01424,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003665
EP-01425,context/component,RB2-001849
EP-01425,target:NEAREST_VALID_STRUCTURE,RB2-001205
EP-01425,target:BRANCH_SEMANTIC_TARGET,RB2-001205
EP-01425,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001205
EP-01426,context/component,IFVG2-000241
EP-01426,target:NEAREST_VALID_STRUCTURE,FVG2-000461
EP-01426,target:BRANCH_SEMANTIC_TARGET,FVG2-000461
EP-01426,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000461
EP-01427,context/component,FVG2-000474
EP-01427,context/component,IFVG2-000241
EP-01427,target:NEAREST_VALID_STRUCTURE,RB2-001255
EP-01427,target:BRANCH_SEMANTIC_TARGET,RB2-001272
EP-01427,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001272
EP-01428,context/component,RB2-001857
EP-01428,target:NEAREST_VALID_STRUCTURE,FVG2-000325
EP-01428,target:BRANCH_SEMANTIC_TARGET,RB2-001858
EP-01428,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001858
EP-01429,context/component,RB2-001859
EP-01429,target:NEAREST_VALID_STRUCTURE,FVG2-000345
EP-01429,target:BRANCH_SEMANTIC_TARGET,IFVG2-000176
EP-01429,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000176
EP-01430,context/component,IFVG2-000482
EP-01430,target:NEAREST_VALID_STRUCTURE,RB2-001264
EP-01430,target:BRANCH_SEMANTIC_TARGET,FVG2-000361
EP-01430,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004398
EP-01431,context/component,RB2-003683
EP-01431,target:NEAREST_VALID_STRUCTURE,RB2-001264
EP-01431,target:BRANCH_SEMANTIC_TARGET,FVG2-000361
EP-01431,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004398
EP-01432,context/component,FVG2-000473
EP-01432,target:NEAREST_VALID_STRUCTURE,RB2-001793
EP-01432,target:BRANCH_SEMANTIC_TARGET,RB2-001793
EP-01432,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001793
EP-01433,context/component,IFVG2-000242
EP-01433,target:NEAREST_VALID_STRUCTURE,FVG2-000331
EP-01433,target:BRANCH_SEMANTIC_TARGET,IFVG2-000164
EP-01433,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000164
EP-01434,context/component,RB2-004852
EP-01434,target:NEAREST_VALID_STRUCTURE,RB2-001097
EP-01434,target:BRANCH_SEMANTIC_TARGET,RB2-001097
EP-01434,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004991
EP-01435,context/component,IFVG2-000242
EP-01435,target:NEAREST_VALID_STRUCTURE,FVG2-000468
EP-01435,target:BRANCH_SEMANTIC_TARGET,FVG2-000468
EP-01435,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000468
EP-01436,context/component,IFVG2-000243
EP-01436,target:NEAREST_VALID_STRUCTURE,RB2-001349
EP-01436,target:BRANCH_SEMANTIC_TARGET,RB2-001349
EP-01436,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001349
EP-01437,context/component,IFVG2-000482
EP-01437,target:NEAREST_VALID_STRUCTURE,FVG2-000346
EP-01437,target:BRANCH_SEMANTIC_TARGET,IFVG2-000175
EP-01437,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004375
EP-01438,context/component,FVG2-001109
EP-01438,target:NEAREST_VALID_STRUCTURE,FVG2-000450
EP-01438,target:BRANCH_SEMANTIC_TARGET,FVG2-000450
EP-01438,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004364
EP-01439,context/component,IFVG2-000243
EP-01439,context/component,RB2-001863
EP-01439,target:NEAREST_VALID_STRUCTURE,RB2-004315
EP-01439,target:BRANCH_SEMANTIC_TARGET,RB2-004315
EP-01439,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004315
EP-01440,context/component,RB2-001867
EP-01440,target:NEAREST_VALID_STRUCTURE,RB2-001211
EP-01440,target:BRANCH_SEMANTIC_TARGET,RB2-001211
EP-01440,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001211
EP-01441,context/component,RB2-003684
EP-01441,target:NEAREST_VALID_STRUCTURE,RB2-001763
EP-01441,target:BRANCH_SEMANTIC_TARGET,RB2-001763
EP-01441,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000458
EP-01442,context/component,RB2-001869
EP-01442,target:NEAREST_VALID_STRUCTURE,FVG2-000346
EP-01442,target:BRANCH_SEMANTIC_TARGET,IFVG2-000175
EP-01442,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000175
EP-01443,context/component,RB2-004464
EP-01443,target:NEAREST_VALID_STRUCTURE,RB2-001357
EP-01443,target:BRANCH_SEMANTIC_TARGET,RB2-003549
EP-01443,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004366
EP-01444,context/component,IFVG2-000244
EP-01444,target:NEAREST_VALID_STRUCTURE,RB2-001830
EP-01444,target:BRANCH_SEMANTIC_TARGET,RB2-001830
EP-01444,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001830
EP-01445,context/component,IFVG2-000579
EP-01445,target:NEAREST_VALID_STRUCTURE,RB2-001868
EP-01445,target:BRANCH_SEMANTIC_TARGET,RB2-001868
EP-01445,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004857
EP-01446,context/component,RB2-004468
EP-01446,target:NEAREST_VALID_STRUCTURE,RB2-001868
EP-01446,target:BRANCH_SEMANTIC_TARGET,RB2-001868
EP-01446,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004857
EP-01447,context/component,IFVG2-000244
EP-01447,target:NEAREST_VALID_STRUCTURE,RB2-001215
EP-01447,target:BRANCH_SEMANTIC_TARGET,RB2-001876
EP-01447,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001876
EP-01448,context/component,RB2-001881
EP-01448,target:NEAREST_VALID_STRUCTURE,RB2-001298
EP-01448,target:BRANCH_SEMANTIC_TARGET,RB2-001298
EP-01448,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001298
EP-01449,context/component,RB2-001880
EP-01449,target:NEAREST_VALID_STRUCTURE,FVG2-000470
EP-01449,target:BRANCH_SEMANTIC_TARGET,IFVG2-000243
EP-01449,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000243
EP-01450,context/component,IFVG2-000245
EP-01450,target:NEAREST_VALID_STRUCTURE,FVG2-001082
EP-01450,target:BRANCH_SEMANTIC_TARGET,IFVG2-000569
EP-01450,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000569
EP-01451,context/component,RB2-005017
EP-01451,target:NEAREST_VALID_STRUCTURE,RB2-005019
EP-01451,target:BRANCH_SEMANTIC_TARGET,RB2-005019
EP-01451,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-005019
EP-01452,context/component,RB2-001836
EP-01452,target:NEAREST_VALID_STRUCTURE,FVG2-001107
EP-01452,target:BRANCH_SEMANTIC_TARGET,FVG2-001183
EP-01452,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001183
EP-01453,context/component,RB2-001892
EP-01453,target:NEAREST_VALID_STRUCTURE,FVG2-000476
EP-01453,target:BRANCH_SEMANTIC_TARGET,RB2-003656
EP-01453,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003656
EP-01454,context/component,RB2-003676
EP-01454,target:NEAREST_VALID_STRUCTURE,RB2-001220
EP-01454,target:BRANCH_SEMANTIC_TARGET,RB2-001220
EP-01454,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003477
EP-01455,context/component,IFVG2-000246
EP-01455,target:NEAREST_VALID_STRUCTURE,RB2-001220
EP-01455,target:BRANCH_SEMANTIC_TARGET,RB2-001220
EP-01455,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001220
EP-01456,context/component,IFVG2-000247
EP-01456,target:NEAREST_VALID_STRUCTURE,FVG2-000345
EP-01456,target:BRANCH_SEMANTIC_TARGET,FVG2-000345
EP-01456,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000345
EP-01457,context/component,IFVG2-000483
EP-01457,target:NEAREST_VALID_STRUCTURE,RB2-001263
EP-01457,target:BRANCH_SEMANTIC_TARGET,RB2-001827
EP-01457,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-005018
EP-01458,context/component,IFVG2-000484
EP-01458,context/component,IFVG2-000485
EP-01458,target:NEAREST_VALID_STRUCTURE,RB2-001263
EP-01458,target:BRANCH_SEMANTIC_TARGET,RB2-001827
EP-01458,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-005018
EP-01459,context/component,RB2-001895
EP-01459,target:NEAREST_VALID_STRUCTURE,RB2-001344
EP-01459,target:BRANCH_SEMANTIC_TARGET,RB2-001344
EP-01459,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001344
EP-01460,context/component,IFVG2-000248
EP-01460,target:NEAREST_VALID_STRUCTURE,RB2-001764
EP-01460,target:BRANCH_SEMANTIC_TARGET,RB2-001883
EP-01460,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001883
EP-01461,context/component,RB2-001894
EP-01461,target:NEAREST_VALID_STRUCTURE,FVG2-000331
EP-01461,target:BRANCH_SEMANTIC_TARGET,FVG2-000331
EP-01461,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000331
EP-01462,context/component,IFVG2-000248
EP-01462,target:NEAREST_VALID_STRUCTURE,RB2-001044
EP-01462,target:BRANCH_SEMANTIC_TARGET,FVG2-000479
EP-01462,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000479
EP-01463,context/component,RB2-003675
EP-01463,target:NEAREST_VALID_STRUCTURE,RB2-001365
EP-01463,target:BRANCH_SEMANTIC_TARGET,RB2-001365
EP-01463,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000928
EP-01464,context/component,RB2-004472
EP-01464,target:NEAREST_VALID_STRUCTURE,FVG2-001107
EP-01464,target:BRANCH_SEMANTIC_TARGET,FVG2-001107
EP-01464,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001107
EP-01465,context/component,IFVG2-000250
EP-01466,context/component,IFVG2-000486
EP-01466,target:NEAREST_VALID_STRUCTURE,RB2-001395
EP-01466,target:BRANCH_SEMANTIC_TARGET,RB2-001395
EP-01466,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004363
EP-01467,context/component,FVG2-000486
EP-01467,target:NEAREST_VALID_STRUCTURE,RB2-001361
EP-01467,target:BRANCH_SEMANTIC_TARGET,RB2-001361
EP-01467,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001361
EP-01468,context/component,RB2-001905
EP-01468,target:NEAREST_VALID_STRUCTURE,RB2-001906
EP-01468,target:BRANCH_SEMANTIC_TARGET,RB2-001906
EP-01468,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001906
EP-01469,context/component,FVG2-000487
EP-01469,target:NEAREST_VALID_STRUCTURE,RB2-001377
EP-01469,target:BRANCH_SEMANTIC_TARGET,RB2-001332
EP-01469,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001332
EP-01470,context/component,IFVG2-000484
EP-01470,context/component,IFVG2-000485
EP-01471,context/component,RB2-003696
EP-01471,target:NEAREST_VALID_STRUCTURE,RB2-001908
EP-01471,target:BRANCH_SEMANTIC_TARGET,RB2-001908
EP-01471,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000875
EP-01472,context/component,RB2-001913
EP-01472,target:NEAREST_VALID_STRUCTURE,RB2-003504
EP-01472,target:BRANCH_SEMANTIC_TARGET,RB2-001371
EP-01472,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001371
EP-01473,context/component,RB2-001912
EP-01473,target:NEAREST_VALID_STRUCTURE,FVG2-000344
EP-01473,target:BRANCH_SEMANTIC_TARGET,FVG2-000344
EP-01473,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000344
EP-01474,context/component,RB2-004473
EP-01474,target:NEAREST_VALID_STRUCTURE,RB2-001135
EP-01474,target:BRANCH_SEMANTIC_TARGET,RB2-001135
EP-01474,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004474
EP-01475,context/component,RB2-001916
EP-01475,target:NEAREST_VALID_STRUCTURE,RB2-001163
EP-01475,target:BRANCH_SEMANTIC_TARGET,RB2-001163
EP-01475,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001163
EP-01476,context/component,RB2-001921
EP-01476,target:NEAREST_VALID_STRUCTURE,FVG2-000278
EP-01476,target:BRANCH_SEMANTIC_TARGET,FVG2-000278
EP-01476,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000278
EP-01477,context/component,RB2-003698
EP-01477,target:NEAREST_VALID_STRUCTURE,RB2-004325
EP-01477,target:BRANCH_SEMANTIC_TARGET,RB2-004325
EP-01477,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004325
EP-01478,context/component,RB2-001927
EP-01478,target:NEAREST_VALID_STRUCTURE,FVG2-000278
EP-01478,target:BRANCH_SEMANTIC_TARGET,FVG2-000278
EP-01478,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000278
EP-01479,context/component,FVG2-000490
EP-01479,target:NEAREST_VALID_STRUCTURE,RB2-001020
EP-01479,target:BRANCH_SEMANTIC_TARGET,RB2-004327
EP-01479,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004327
EP-01480,context/component,IFVG2-000252
EP-01480,target:NEAREST_VALID_STRUCTURE,FVG2-000294
EP-01480,target:BRANCH_SEMANTIC_TARGET,IFVG2-000144
EP-01480,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000144
EP-01481,context/component,RB2-001931
EP-01481,target:NEAREST_VALID_STRUCTURE,FVG2-000294
EP-01481,target:BRANCH_SEMANTIC_TARGET,IFVG2-000144
EP-01481,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000144
EP-01482,context/component,IFVG2-000253
EP-01482,target:NEAREST_VALID_STRUCTURE,RB2-003506
EP-01482,target:BRANCH_SEMANTIC_TARGET,RB2-003506
EP-01482,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003506
EP-01483,context/component,RB2-004477
EP-01483,target:NEAREST_VALID_STRUCTURE,FVG2-000294
EP-01483,target:BRANCH_SEMANTIC_TARGET,FVG2-000294
EP-01483,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004476
EP-01484,context/component,RB2-001936
EP-01484,target:NEAREST_VALID_STRUCTURE,RB2-004318
EP-01484,target:BRANCH_SEMANTIC_TARGET,RB2-004318
EP-01484,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004318
EP-01485,context/component,FVG2-001111
EP-01485,target:NEAREST_VALID_STRUCTURE,RB2-001930
EP-01485,target:BRANCH_SEMANTIC_TARGET,RB2-001930
EP-01485,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004478
EP-01486,context/component,RB2-001939
EP-01486,target:NEAREST_VALID_STRUCTURE,FVG2-000296
EP-01486,target:BRANCH_SEMANTIC_TARGET,FVG2-000296
EP-01486,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000296
EP-01487,context/component,IFVG2-000254
EP-01487,target:NEAREST_VALID_STRUCTURE,RB2-004480
EP-01487,target:BRANCH_SEMANTIC_TARGET,RB2-004480
EP-01487,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004480
EP-01488,context/component,RB2-001943
EP-01488,target:NEAREST_VALID_STRUCTURE,RB2-001388
EP-01488,target:BRANCH_SEMANTIC_TARGET,IFVG2-000453
EP-01488,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000453
EP-01489,context/component,IFVG2-000255
EP-01489,target:NEAREST_VALID_STRUCTURE,RB2-001381
EP-01489,target:BRANCH_SEMANTIC_TARGET,RB2-001381
EP-01489,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001381
EP-01490,context/component,RB2-001942
EP-01490,target:NEAREST_VALID_STRUCTURE,RB2-001170
EP-01490,target:BRANCH_SEMANTIC_TARGET,RB2-001170
EP-01490,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001170
EP-01491,context/component,IFVG2-000580
EP-01491,target:NEAREST_VALID_STRUCTURE,RB2-001340
EP-01491,target:BRANCH_SEMANTIC_TARGET,FVG2-000337
EP-01491,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001189
EP-01492,context/component,FVG2-000488
EP-01493,context/component,RB2-001948
EP-01493,target:NEAREST_VALID_STRUCTURE,RB2-001309
EP-01493,target:BRANCH_SEMANTIC_TARGET,RB2-001309
EP-01493,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001309
EP-01494,context/component,IFVG2-000256
EP-01494,target:NEAREST_VALID_STRUCTURE,RB2-001119
EP-01494,target:BRANCH_SEMANTIC_TARGET,RB2-004370
EP-01494,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004370
EP-01495,context/component,IFVG2-000254
EP-01495,target:NEAREST_VALID_STRUCTURE,RB2-001383
EP-01495,target:BRANCH_SEMANTIC_TARGET,RB2-001383
EP-01495,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001383
EP-01496,context/component,RB2-001951
EP-01496,target:NEAREST_VALID_STRUCTURE,RB2-001327
EP-01496,target:BRANCH_SEMANTIC_TARGET,RB2-001327
EP-01496,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001327
EP-01497,context/component,FVG2-001198
EP-01497,target:NEAREST_VALID_STRUCTURE,RB2-001941
EP-01497,target:BRANCH_SEMANTIC_TARGET,IFVG2-000566
EP-01497,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004865
EP-01498,context/component,FVG2-000499
EP-01498,context/component,IFVG2-000256
EP-01498,target:NEAREST_VALID_STRUCTURE,FVG2-000350
EP-01498,target:BRANCH_SEMANTIC_TARGET,IFVG2-000177
EP-01498,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000177
EP-01499,context/component,FVG2-000500
EP-01499,target:NEAREST_VALID_STRUCTURE,FVG2-000350
EP-01499,target:BRANCH_SEMANTIC_TARGET,IFVG2-000177
EP-01499,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000177
EP-01500,context/component,FVG2-000930
EP-01500,target:NEAREST_VALID_STRUCTURE,RB2-003505
EP-01500,target:BRANCH_SEMANTIC_TARGET,RB2-003505
EP-01500,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003505
EP-01501,context/component,FVG2-000502
EP-01501,target:NEAREST_VALID_STRUCTURE,RB2-001128
EP-01501,target:BRANCH_SEMANTIC_TARGET,RB2-001128
EP-01501,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001128
EP-01502,context/component,IFVG2-000257
