atomic_event_id,atomic_event_type,week,entry_seq,timeframe,direction,structure_id,note
TRIG-00986,ATOMIC_RB_TAP_EVENT,observation,1233,3,1,RB2-003253,diagnostic only -- an atomic event is NOT a setup
TRIG-00987,ATOMIC_RB_TAP_EVENT,observation,1233,1,-1,RB2-000535,diagnostic only -- an atomic event is NOT a setup
TRIG-00988,ATOMIC_RB_TAP_EVENT,observation,1234,1,1,RB2-000536,diagnostic only -- an atomic event is NOT a setup
TRIG-00989,ATOMIC_RB_TAP_EVENT,observation,1236,3,1,RB2-003250,diagnostic only -- an atomic event is NOT a setup
TRIG-00990,ATOMIC_RB_TAP_EVENT,observation,1236,1,-1,RB2-000537,diagnostic only -- an atomic event is NOT a setup
TRIG-00991,ATOMIC_RB_TAP_EVENT,observation,1239,3,-1,RB2-003254,diagnostic only -- an atomic event is NOT a setup
TRIG-00992,ATOMIC_RB_TAP_EVENT,observation,1239,1,1,RB2-000539,diagnostic only -- an atomic event is NOT a setup
TRIG-00993,ATOMIC_RB_TAP_EVENT,observation,1240,5,-1,RB2-004198,diagnostic only -- an atomic event is NOT a setup
TRIG-00994,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1240,1,-1,IFVG2-000072,diagnostic only -- an atomic event is NOT a setup
TRIG-00995,ATOMIC_RB_TAP_EVENT,observation,1240,1,1,RB2-000538,diagnostic only -- an atomic event is NOT a setup
TRIG-00996,ATOMIC_RB_TAP_EVENT,observation,1245,15,-1,RB2-004756,diagnostic only -- an atomic event is NOT a setup
TRIG-00997,ATOMIC_RB_TAP_EVENT,observation,1245,1,1,RB2-000540,diagnostic only -- an atomic event is NOT a setup
TRIG-00998,ATOMIC_RB_TAP_EVENT,observation,1245,1,1,RB2-000541,diagnostic only -- an atomic event is NOT a setup
TRIG-00999,ATOMIC_RB_TAP_EVENT,observation,1248,3,1,RB2-003256,diagnostic only -- an atomic event is NOT a setup
TRIG-01000,ATOMIC_RB_TAP_EVENT,observation,1249,1,-1,RB2-000544,diagnostic only -- an atomic event is NOT a setup
TRIG-01001,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1250,1,-1,IFVG2-000073,diagnostic only -- an atomic event is NOT a setup
TRIG-01002,ATOMIC_RB_TAP_EVENT,observation,1250,1,1,RB2-000543,diagnostic only -- an atomic event is NOT a setup
TRIG-01003,ATOMIC_RB_TAP_EVENT,observation,1251,3,-1,RB2-003257,diagnostic only -- an atomic event is NOT a setup
TRIG-01004,ATOMIC_RB_TAP_EVENT,observation,1253,1,-1,RB2-000545,diagnostic only -- an atomic event is NOT a setup
TRIG-01005,ATOMIC_RB_TAP_EVENT,observation,1254,3,1,RB2-003258,diagnostic only -- an atomic event is NOT a setup
TRIG-01006,ATOMIC_RB_TAP_EVENT,observation,1254,1,1,RB2-000542,diagnostic only -- an atomic event is NOT a setup
TRIG-01007,ATOMIC_RB_TAP_EVENT,observation,1256,1,1,RB2-000546,diagnostic only -- an atomic event is NOT a setup
TRIG-01008,ATOMIC_RB_TAP_EVENT,observation,1259,1,-1,RB2-000547,diagnostic only -- an atomic event is NOT a setup
TRIG-01009,ATOMIC_RB_TAP_EVENT,observation,1260,60,-1,RB2-005076,diagnostic only -- an atomic event is NOT a setup
TRIG-01010,ATOMIC_RB_TAP_EVENT,observation,1260,30,-1,RB2-004967,diagnostic only -- an atomic event is NOT a setup
TRIG-01011,ATOMIC_RB_TAP_EVENT,observation,1260,5,1,RB2-004199,diagnostic only -- an atomic event is NOT a setup
TRIG-01012,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1261,1,1,IFVG2-000074,diagnostic only -- an atomic event is NOT a setup
TRIG-01013,ATOMIC_RB_TAP_EVENT,observation,1262,1,1,RB2-000548,diagnostic only -- an atomic event is NOT a setup
TRIG-01014,ATOMIC_RB_TAP_EVENT,observation,1262,1,-1,RB2-000549,diagnostic only -- an atomic event is NOT a setup
TRIG-01015,ATOMIC_RB_TAP_EVENT,observation,1265,5,-1,RB2-004200,diagnostic only -- an atomic event is NOT a setup
TRIG-01016,ATOMIC_RB_TAP_EVENT,observation,1265,1,-1,RB2-000550,diagnostic only -- an atomic event is NOT a setup
TRIG-01017,ATOMIC_RB_TAP_EVENT,observation,1266,3,-1,RB2-003259,diagnostic only -- an atomic event is NOT a setup
TRIG-01018,ATOMIC_RB_TAP_EVENT,observation,1266,1,-1,RB2-000551,diagnostic only -- an atomic event is NOT a setup
TRIG-01019,ATOMIC_RB_TAP_EVENT,observation,1268,1,1,RB2-000552,diagnostic only -- an atomic event is NOT a setup
TRIG-01020,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1272,3,1,IFVG2-000420,diagnostic only -- an atomic event is NOT a setup
TRIG-01021,ATOMIC_RB_TAP_EVENT,observation,1272,1,-1,RB2-000553,diagnostic only -- an atomic event is NOT a setup
TRIG-01022,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1273,1,1,IFVG2-000075,diagnostic only -- an atomic event is NOT a setup
TRIG-01023,ATOMIC_RB_TAP_EVENT,observation,1274,1,1,RB2-000555,diagnostic only -- an atomic event is NOT a setup
TRIG-01024,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1275,5,1,IFVG2-000545,diagnostic only -- an atomic event is NOT a setup
TRIG-01025,ATOMIC_RB_TAP_EVENT,observation,1275,5,-1,RB2-004193,diagnostic only -- an atomic event is NOT a setup
TRIG-01026,ATOMIC_RB_TAP_EVENT,observation,1276,1,1,RB2-000554,diagnostic only -- an atomic event is NOT a setup
TRIG-01027,ATOMIC_RB_TAP_EVENT,observation,1277,1,-1,RB2-000556,diagnostic only -- an atomic event is NOT a setup
TRIG-01028,ATOMIC_RB_TAP_EVENT,observation,1278,3,-1,RB2-003261,diagnostic only -- an atomic event is NOT a setup
TRIG-01029,ATOMIC_RB_TAP_EVENT,observation,1281,1,1,RB2-000557,diagnostic only -- an atomic event is NOT a setup
TRIG-01030,ATOMIC_RB_TAP_EVENT,observation,1284,1,1,RB2-000558,diagnostic only -- an atomic event is NOT a setup
TRIG-01031,ATOMIC_RB_TAP_EVENT,observation,1286,1,-1,RB2-000559,diagnostic only -- an atomic event is NOT a setup
TRIG-01032,ATOMIC_RB_TAP_EVENT,observation,1287,3,1,RB2-003264,diagnostic only -- an atomic event is NOT a setup
TRIG-01033,ATOMIC_RB_TAP_EVENT,observation,1287,1,1,RB2-000560,diagnostic only -- an atomic event is NOT a setup
TRIG-01034,ATOMIC_RB_TAP_EVENT,observation,1290,5,1,RB2-004202,diagnostic only -- an atomic event is NOT a setup
TRIG-01035,ATOMIC_RB_TAP_EVENT,observation,1290,3,-1,RB2-003265,diagnostic only -- an atomic event is NOT a setup
TRIG-01036,ATOMIC_RB_TAP_EVENT,observation,1290,1,1,RB2-000562,diagnostic only -- an atomic event is NOT a setup
TRIG-01037,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1293,3,-1,IFVG2-000421,diagnostic only -- an atomic event is NOT a setup
TRIG-01038,ATOMIC_RB_TAP_EVENT,observation,1293,3,1,RB2-003262,diagnostic only -- an atomic event is NOT a setup
TRIG-01039,ATOMIC_RB_TAP_EVENT,observation,1293,3,1,RB2-003263,diagnostic only -- an atomic event is NOT a setup
TRIG-01040,ATOMIC_RB_TAP_EVENT,observation,1294,1,1,RB2-000563,diagnostic only -- an atomic event is NOT a setup
TRIG-01041,ATOMIC_RB_TAP_EVENT,observation,1295,5,1,RB2-004201,diagnostic only -- an atomic event is NOT a setup
TRIG-01042,ATOMIC_RB_TAP_EVENT,observation,1298,1,1,RB2-000565,diagnostic only -- an atomic event is NOT a setup
TRIG-01043,ATOMIC_RB_TAP_EVENT,observation,1299,1,-1,RB2-000566,diagnostic only -- an atomic event is NOT a setup
TRIG-01044,ATOMIC_RB_TAP_EVENT,observation,1302,3,1,RB2-003260,diagnostic only -- an atomic event is NOT a setup
TRIG-01045,ATOMIC_RB_TAP_EVENT,observation,1302,3,1,RB2-003267,diagnostic only -- an atomic event is NOT a setup
TRIG-01046,ATOMIC_RB_TAP_EVENT,observation,1304,1,-1,RB2-000564,diagnostic only -- an atomic event is NOT a setup
TRIG-01047,ATOMIC_RB_TAP_EVENT,observation,1304,1,-1,RB2-000567,diagnostic only -- an atomic event is NOT a setup
TRIG-01048,ATOMIC_RB_TAP_EVENT,observation,1305,5,-1,RB2-004204,diagnostic only -- an atomic event is NOT a setup
TRIG-01049,ATOMIC_RB_TAP_EVENT,observation,1305,3,-1,RB2-003266,diagnostic only -- an atomic event is NOT a setup
TRIG-01050,ATOMIC_RB_TAP_EVENT,observation,1307,1,-1,RB2-000568,diagnostic only -- an atomic event is NOT a setup
TRIG-01051,ATOMIC_RB_TAP_EVENT,observation,1308,1,1,RB2-000569,diagnostic only -- an atomic event is NOT a setup
TRIG-01052,ATOMIC_RB_TAP_EVENT,observation,1313,1,-1,RB2-000571,diagnostic only -- an atomic event is NOT a setup
TRIG-01053,ATOMIC_RB_TAP_EVENT,observation,1315,5,1,RB2-004205,diagnostic only -- an atomic event is NOT a setup
TRIG-01054,ATOMIC_RB_TAP_EVENT,observation,1317,3,1,RB2-003255,diagnostic only -- an atomic event is NOT a setup
TRIG-01055,ATOMIC_RB_TAP_EVENT,observation,1320,30,1,RB2-004968,diagnostic only -- an atomic event is NOT a setup
TRIG-01056,ATOMIC_RB_TAP_EVENT,observation,1320,15,1,RB2-004757,diagnostic only -- an atomic event is NOT a setup
TRIG-01057,ATOMIC_RB_TAP_EVENT,observation,1320,15,1,RB2-004758,diagnostic only -- an atomic event is NOT a setup
TRIG-01058,ATOMIC_RB_TAP_EVENT,observation,1320,1,1,RB2-000573,diagnostic only -- an atomic event is NOT a setup
TRIG-01059,ATOMIC_RB_TAP_EVENT,observation,1323,3,-1,RB2-003268,diagnostic only -- an atomic event is NOT a setup
TRIG-01060,ATOMIC_RB_TAP_EVENT,observation,1323,1,-1,RB2-000574,diagnostic only -- an atomic event is NOT a setup
TRIG-01061,ATOMIC_RB_TAP_EVENT,observation,1323,1,1,RB2-000575,diagnostic only -- an atomic event is NOT a setup
TRIG-01062,ATOMIC_RB_TAP_EVENT,observation,1325,5,1,RB2-004206,diagnostic only -- an atomic event is NOT a setup
TRIG-01063,ATOMIC_RB_TAP_EVENT,observation,1326,3,1,RB2-003269,diagnostic only -- an atomic event is NOT a setup
TRIG-01064,ATOMIC_RB_TAP_EVENT,observation,1326,1,-1,RB2-000577,diagnostic only -- an atomic event is NOT a setup
TRIG-01065,ATOMIC_RB_TAP_EVENT,observation,1328,1,-1,RB2-000576,diagnostic only -- an atomic event is NOT a setup
TRIG-01066,ATOMIC_RB_TAP_EVENT,observation,1328,1,1,RB2-000579,diagnostic only -- an atomic event is NOT a setup
TRIG-01067,ATOMIC_RB_TAP_EVENT,observation,1329,1,-1,RB2-000572,diagnostic only -- an atomic event is NOT a setup
TRIG-01068,ATOMIC_RB_TAP_EVENT,observation,1333,1,-1,RB2-000580,diagnostic only -- an atomic event is NOT a setup
TRIG-01069,ATOMIC_RB_TAP_EVENT,observation,1335,5,-1,RB2-004207,diagnostic only -- an atomic event is NOT a setup
TRIG-01070,ATOMIC_RB_TAP_EVENT,observation,1335,3,1,RB2-003270,diagnostic only -- an atomic event is NOT a setup
TRIG-01071,ATOMIC_RB_TAP_EVENT,observation,1336,1,-1,RB2-000581,diagnostic only -- an atomic event is NOT a setup
TRIG-01072,ATOMIC_RB_TAP_EVENT,observation,1337,1,1,RB2-000582,diagnostic only -- an atomic event is NOT a setup
TRIG-01073,ATOMIC_RB_TAP_EVENT,observation,1338,1,-1,RB2-000583,diagnostic only -- an atomic event is NOT a setup
TRIG-01074,ATOMIC_RB_TAP_EVENT,observation,1339,1,1,RB2-000584,diagnostic only -- an atomic event is NOT a setup
TRIG-01075,ATOMIC_RB_TAP_EVENT,observation,1341,3,1,RB2-003271,diagnostic only -- an atomic event is NOT a setup
TRIG-01076,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1342,1,-1,IFVG2-000076,diagnostic only -- an atomic event is NOT a setup
TRIG-01077,ATOMIC_RB_TAP_EVENT,observation,1345,1,1,RB2-000586,diagnostic only -- an atomic event is NOT a setup
TRIG-01078,ATOMIC_RB_TAP_EVENT,observation,1345,1,-1,RB2-000587,diagnostic only -- an atomic event is NOT a setup
TRIG-01079,ATOMIC_RB_TAP_EVENT,observation,1348,1,-1,RB2-000588,diagnostic only -- an atomic event is NOT a setup
TRIG-01080,ATOMIC_RB_TAP_EVENT,observation,1350,15,1,RB2-004759,diagnostic only -- an atomic event is NOT a setup
TRIG-01081,ATOMIC_RB_TAP_EVENT,observation,1350,5,1,RB2-004208,diagnostic only -- an atomic event is NOT a setup
TRIG-01082,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1354,1,-1,IFVG2-000077,diagnostic only -- an atomic event is NOT a setup
TRIG-01083,ATOMIC_RB_TAP_EVENT,observation,1354,1,1,RB2-000590,diagnostic only -- an atomic event is NOT a setup
TRIG-01084,ATOMIC_RB_TAP_EVENT,observation,1358,1,1,RB2-000589,diagnostic only -- an atomic event is NOT a setup
TRIG-01085,ATOMIC_RB_TAP_EVENT,observation,1358,1,-1,RB2-000591,diagnostic only -- an atomic event is NOT a setup
TRIG-01086,ATOMIC_RB_TAP_EVENT,observation,1361,1,-1,RB2-000592,diagnostic only -- an atomic event is NOT a setup
TRIG-01087,ATOMIC_RB_TAP_EVENT,observation,1362,3,1,RB2-003272,diagnostic only -- an atomic event is NOT a setup
TRIG-01088,ATOMIC_RB_TAP_EVENT,observation,1362,1,1,RB2-000593,diagnostic only -- an atomic event is NOT a setup
TRIG-01089,ATOMIC_RB_TAP_EVENT,observation,1365,5,1,RB2-004209,diagnostic only -- an atomic event is NOT a setup
TRIG-01090,ATOMIC_RB_TAP_EVENT,observation,1369,1,1,RB2-000578,diagnostic only -- an atomic event is NOT a setup
TRIG-01091,ATOMIC_RB_TAP_EVENT,observation,1370,5,-1,RB2-004210,diagnostic only -- an atomic event is NOT a setup
TRIG-01092,ATOMIC_RB_TAP_EVENT,observation,1372,1,-1,RB2-000594,diagnostic only -- an atomic event is NOT a setup
TRIG-01093,ATOMIC_RB_TAP_EVENT,observation,1376,1,1,RB2-000595,diagnostic only -- an atomic event is NOT a setup
TRIG-01094,ATOMIC_RB_TAP_EVENT,observation,1379,1,-1,RB2-000597,diagnostic only -- an atomic event is NOT a setup
TRIG-01095,ATOMIC_RB_TAP_EVENT,observation,1380,30,1,RB2-004969,diagnostic only -- an atomic event is NOT a setup
TRIG-01096,ATOMIC_RB_TAP_EVENT,observation,1380,1,-1,RB2-000598,diagnostic only -- an atomic event is NOT a setup
TRIG-01097,ATOMIC_RB_TAP_EVENT,observation,1381,1,-1,RB2-000585,diagnostic only -- an atomic event is NOT a setup
TRIG-01098,ATOMIC_RB_TAP_EVENT,observation,1382,1,1,RB2-000599,diagnostic only -- an atomic event is NOT a setup
TRIG-01099,ATOMIC_RB_TAP_EVENT,observation,1385,1,-1,RB2-000600,diagnostic only -- an atomic event is NOT a setup
TRIG-01100,ATOMIC_RB_TAP_EVENT,observation,1388,1,1,RB2-000596,diagnostic only -- an atomic event is NOT a setup
TRIG-01101,ATOMIC_RB_TAP_EVENT,observation,1391,1,-1,RB2-000601,diagnostic only -- an atomic event is NOT a setup
TRIG-01102,ATOMIC_RB_TAP_EVENT,observation,1393,1,1,RB2-000603,diagnostic only -- an atomic event is NOT a setup
TRIG-01103,ATOMIC_RB_TAP_EVENT,observation,1395,15,-1,RB2-004760,diagnostic only -- an atomic event is NOT a setup
TRIG-01104,ATOMIC_RB_TAP_EVENT,observation,1398,1,-1,RB2-000604,diagnostic only -- an atomic event is NOT a setup
TRIG-01105,ATOMIC_RB_TAP_EVENT,observation,1404,1,1,RB2-000605,diagnostic only -- an atomic event is NOT a setup
TRIG-01106,ATOMIC_RB_TAP_EVENT,observation,1405,5,1,RB2-004211,diagnostic only -- an atomic event is NOT a setup
TRIG-01107,ATOMIC_RB_TAP_EVENT,observation,1407,3,1,RB2-003273,diagnostic only -- an atomic event is NOT a setup
TRIG-01108,ATOMIC_RB_TAP_EVENT,observation,1409,1,1,RB2-000608,diagnostic only -- an atomic event is NOT a setup
TRIG-01109,ATOMIC_RB_TAP_EVENT,observation,1410,1,-1,RB2-000609,diagnostic only -- an atomic event is NOT a setup
TRIG-01110,ATOMIC_RB_TAP_EVENT,observation,1411,1,1,RB2-000602,diagnostic only -- an atomic event is NOT a setup
TRIG-01111,ATOMIC_RB_TAP_EVENT,observation,1413,1,-1,RB2-000607,diagnostic only -- an atomic event is NOT a setup
TRIG-01112,ATOMIC_RB_TAP_EVENT,observation,1413,1,1,RB2-000610,diagnostic only -- an atomic event is NOT a setup
TRIG-01113,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1416,1,-1,IFVG2-000078,diagnostic only -- an atomic event is NOT a setup
TRIG-01114,ATOMIC_RB_TAP_EVENT,observation,1416,1,-1,RB2-000611,diagnostic only -- an atomic event is NOT a setup
TRIG-01115,ATOMIC_RB_TAP_EVENT,observation,1420,1,1,RB2-000612,diagnostic only -- an atomic event is NOT a setup
TRIG-01116,ATOMIC_RB_TAP_EVENT,observation,1421,1,-1,RB2-000606,diagnostic only -- an atomic event is NOT a setup
TRIG-01117,ATOMIC_RB_TAP_EVENT,observation,1421,1,-1,RB2-000613,diagnostic only -- an atomic event is NOT a setup
TRIG-01118,ATOMIC_RB_TAP_EVENT,observation,1422,3,-1,RB2-003274,diagnostic only -- an atomic event is NOT a setup
TRIG-01119,ATOMIC_RB_TAP_EVENT,observation,1425,15,-1,RB2-004761,diagnostic only -- an atomic event is NOT a setup
TRIG-01120,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1427,1,-1,IFVG2-000079,diagnostic only -- an atomic event is NOT a setup
TRIG-01121,ATOMIC_RB_TAP_EVENT,observation,1429,1,-1,RB2-000615,diagnostic only -- an atomic event is NOT a setup
TRIG-01122,ATOMIC_RB_TAP_EVENT,observation,1430,1,-1,RB2-000616,diagnostic only -- an atomic event is NOT a setup
TRIG-01123,ATOMIC_RB_TAP_EVENT,observation,1431,1,1,RB2-000617,diagnostic only -- an atomic event is NOT a setup
TRIG-01124,ATOMIC_RB_TAP_EVENT,observation,1433,1,1,RB2-000618,diagnostic only -- an atomic event is NOT a setup
TRIG-01125,ATOMIC_RB_TAP_EVENT,observation,1434,3,-1,RB2-003275,diagnostic only -- an atomic event is NOT a setup
TRIG-01126,ATOMIC_RB_TAP_EVENT,observation,1435,5,1,RB2-004212,diagnostic only -- an atomic event is NOT a setup
TRIG-01127,ATOMIC_RB_TAP_EVENT,observation,1436,1,-1,RB2-000619,diagnostic only -- an atomic event is NOT a setup
TRIG-01128,ATOMIC_RB_TAP_EVENT,observation,1438,1,-1,RB2-000620,diagnostic only -- an atomic event is NOT a setup
TRIG-01129,ATOMIC_RB_TAP_EVENT,observation,1440,60,-1,RB2-005077,diagnostic only -- an atomic event is NOT a setup
TRIG-01130,ATOMIC_RB_TAP_EVENT,observation,1440,30,-1,RB2-004970,diagnostic only -- an atomic event is NOT a setup
TRIG-01131,ATOMIC_RB_TAP_EVENT,observation,1441,1,-1,RB2-000621,diagnostic only -- an atomic event is NOT a setup
TRIG-01132,ATOMIC_RB_TAP_EVENT,observation,1443,3,-1,RB2-003276,diagnostic only -- an atomic event is NOT a setup
TRIG-01133,ATOMIC_RB_TAP_EVENT,observation,1443,3,-1,RB2-003277,diagnostic only -- an atomic event is NOT a setup
TRIG-01134,ATOMIC_RB_TAP_EVENT,observation,1443,1,-1,RB2-000622,diagnostic only -- an atomic event is NOT a setup
TRIG-01135,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1445,5,1,IFVG2-000546,diagnostic only -- an atomic event is NOT a setup
TRIG-01136,ATOMIC_RB_TAP_EVENT,observation,1445,5,-1,RB2-004213,diagnostic only -- an atomic event is NOT a setup
TRIG-01137,ATOMIC_RB_TAP_EVENT,observation,1445,5,1,RB2-004214,diagnostic only -- an atomic event is NOT a setup
TRIG-01138,ATOMIC_RB_TAP_EVENT,observation,1448,1,-1,RB2-000626,diagnostic only -- an atomic event is NOT a setup
TRIG-01139,ATOMIC_RB_TAP_EVENT,observation,1449,3,1,RB2-003278,diagnostic only -- an atomic event is NOT a setup
TRIG-01140,ATOMIC_RB_TAP_EVENT,observation,1449,1,1,RB2-000624,diagnostic only -- an atomic event is NOT a setup
TRIG-01141,ATOMIC_RB_TAP_EVENT,observation,1449,1,1,RB2-000625,diagnostic only -- an atomic event is NOT a setup
TRIG-01142,ATOMIC_RB_TAP_EVENT,observation,1449,1,1,RB2-000627,diagnostic only -- an atomic event is NOT a setup
TRIG-01143,ATOMIC_RB_TAP_EVENT,observation,1450,1,1,RB2-000623,diagnostic only -- an atomic event is NOT a setup
TRIG-01144,ATOMIC_RB_TAP_EVENT,observation,1452,1,-1,RB2-000628,diagnostic only -- an atomic event is NOT a setup
TRIG-01145,ATOMIC_RB_TAP_EVENT,observation,1453,1,1,RB2-000629,diagnostic only -- an atomic event is NOT a setup
TRIG-01146,ATOMIC_RB_TAP_EVENT,observation,1454,1,-1,RB2-000630,diagnostic only -- an atomic event is NOT a setup
TRIG-01147,ATOMIC_RB_TAP_EVENT,observation,1455,3,1,RB2-003280,diagnostic only -- an atomic event is NOT a setup
TRIG-01148,ATOMIC_RB_TAP_EVENT,observation,1456,1,1,RB2-000631,diagnostic only -- an atomic event is NOT a setup
TRIG-01149,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1458,3,-1,IFVG2-000422,diagnostic only -- an atomic event is NOT a setup
TRIG-01150,ATOMIC_RB_TAP_EVENT,observation,1459,1,-1,RB2-000632,diagnostic only -- an atomic event is NOT a setup
TRIG-01151,ATOMIC_RB_TAP_EVENT,observation,1461,3,1,RB2-003282,diagnostic only -- an atomic event is NOT a setup
TRIG-01152,ATOMIC_RB_TAP_EVENT,observation,1461,1,-1,RB2-000633,diagnostic only -- an atomic event is NOT a setup
TRIG-01153,ATOMIC_RB_TAP_EVENT,observation,1464,3,1,RB2-003283,diagnostic only -- an atomic event is NOT a setup
TRIG-01154,ATOMIC_RB_TAP_EVENT,observation,1464,1,-1,RB2-000634,diagnostic only -- an atomic event is NOT a setup
TRIG-01155,ATOMIC_RB_TAP_EVENT,observation,1465,1,-1,RB2-000635,diagnostic only -- an atomic event is NOT a setup
TRIG-01156,ATOMIC_RB_TAP_EVENT,observation,1467,3,-1,RB2-003284,diagnostic only -- an atomic event is NOT a setup
TRIG-01157,ATOMIC_RB_TAP_EVENT,observation,1467,1,-1,RB2-000636,diagnostic only -- an atomic event is NOT a setup
TRIG-01158,ATOMIC_RB_TAP_EVENT,observation,1469,1,-1,RB2-000638,diagnostic only -- an atomic event is NOT a setup
TRIG-01159,ATOMIC_RB_TAP_EVENT,observation,1470,3,-1,RB2-003285,diagnostic only -- an atomic event is NOT a setup
TRIG-01160,ATOMIC_RB_TAP_EVENT,observation,1470,1,1,RB2-000639,diagnostic only -- an atomic event is NOT a setup
TRIG-01161,ATOMIC_RB_TAP_EVENT,observation,1472,1,-1,RB2-000640,diagnostic only -- an atomic event is NOT a setup
TRIG-01162,ATOMIC_RB_TAP_EVENT,observation,1473,1,1,RB2-000637,diagnostic only -- an atomic event is NOT a setup
TRIG-01163,ATOMIC_RB_TAP_EVENT,observation,1473,1,1,RB2-000641,diagnostic only -- an atomic event is NOT a setup
TRIG-01164,ATOMIC_RB_TAP_EVENT,observation,1475,5,-1,RB2-004217,diagnostic only -- an atomic event is NOT a setup
TRIG-01165,ATOMIC_RB_TAP_EVENT,observation,1475,1,1,RB2-000642,diagnostic only -- an atomic event is NOT a setup
TRIG-01166,ATOMIC_RB_TAP_EVENT,observation,1476,1,-1,RB2-000643,diagnostic only -- an atomic event is NOT a setup
TRIG-01167,ATOMIC_RB_TAP_EVENT,observation,1477,1,-1,RB2-000644,diagnostic only -- an atomic event is NOT a setup
TRIG-01168,ATOMIC_RB_TAP_EVENT,observation,1479,3,1,RB2-003287,diagnostic only -- an atomic event is NOT a setup
TRIG-01169,ATOMIC_RB_TAP_EVENT,observation,1479,1,1,RB2-000645,diagnostic only -- an atomic event is NOT a setup
TRIG-01170,ATOMIC_RB_TAP_EVENT,observation,1483,1,1,RB2-000648,diagnostic only -- an atomic event is NOT a setup
TRIG-01171,ATOMIC_IFVG_ACTIVATION_EVENT,observation,1484,1,1,IFVG2-000080,diagnostic only -- an atomic event is NOT a setup
TRIG-01172,ATOMIC_RB_TAP_EVENT,observation,1484,1,-1,RB2-000647,diagnostic only -- an atomic event is NOT a setup
TRIG-01173,ATOMIC_RB_TAP_EVENT,observation,1485,15,1,RB2-004763,diagnostic only -- an atomic event is NOT a setup
TRIG-01174,ATOMIC_RB_TAP_EVENT,observation,1485,5,1,RB2-004216,diagnostic only -- an atomic event is NOT a setup
TRIG-01175,ATOMIC_RB_TAP_EVENT,observation,1486,1,1,RB2-000649,diagnostic only -- an atomic event is NOT a setup
TRIG-01176,ATOMIC_RB_TAP_EVENT,observation,1487,1,1,RB2-000650,diagnostic only -- an atomic event is NOT a setup
TRIG-01177,ATOMIC_RB_TAP_EVENT,observation,1488,3,1,RB2-003288,diagnostic only -- an atomic event is NOT a setup
TRIG-01178,ATOMIC_RB_TAP_EVENT,observation,1488,1,1,RB2-000651,diagnostic only -- an atomic event is NOT a setup
TRIG-01179,ATOMIC_RB_TAP_EVENT,observation,1491,3,1,RB2-003289,diagnostic only -- an atomic event is NOT a setup
TRIG-01180,ATOMIC_RB_TAP_EVENT,observation,1491,1,-1,RB2-000652,diagnostic only -- an atomic event is NOT a setup
TRIG-01181,ATOMIC_RB_TAP_EVENT,observation,1492,1,1,RB2-000653,diagnostic only -- an atomic event is NOT a setup
TRIG-01182,ATOMIC_RB_TAP_EVENT,observation,1494,3,1,RB2-003290,diagnostic only -- an atomic event is NOT a setup
TRIG-01183,ATOMIC_RB_TAP_EVENT,observation,1495,5,1,RB2-004219,diagnostic only -- an atomic event is NOT a setup
TRIG-01184,ATOMIC_RB_TAP_EVENT,observation,1495,1,1,RB2-000654,diagnostic only -- an atomic event is NOT a setup
TRIG-01185,ATOMIC_RB_TAP_EVENT,observation,1497,1,-1,RB2-000655,diagnostic only -- an atomic event is NOT a setup
TRIG-01186,ATOMIC_RB_TAP_EVENT,observation,1500,30,-1,RB2-004971,diagnostic only -- an atomic event is NOT a setup
TRIG-01187,ATOMIC_RB_TAP_EVENT,observation,1504,1,-1,RB2-000656,diagnostic only -- an atomic event is NOT a setup
TRIG-01188,ATOMIC_RB_TAP_EVENT,observation,1505,5,1,RB2-004220,diagnostic only -- an atomic event is NOT a setup
TRIG-01189,ATOMIC_RB_TAP_EVENT,observation,1505,1,-1,RB2-000657,diagnostic only -- an atomic event is NOT a setup
TRIG-01190,ATOMIC_RB_TAP_EVENT,observation,1506,1,1,RB2-000658,diagnostic only -- an atomic event is NOT a setup
TRIG-01191,ATOMIC_RB_TAP_EVENT,observation,1507,1,-1,RB2-000659,diagnostic only -- an atomic event is NOT a setup
TRIG-01192,ATOMIC_RB_TAP_EVENT,observation,1509,3,-1,RB2-003291,diagnostic only -- an atomic event is NOT a setup
TRIG-01193,ATOMIC_RB_TAP_EVENT,observation,1511,1,1,RB2-000660,diagnostic only -- an atomic event is NOT a setup
TRIG-01194,ATOMIC_RB_TAP_EVENT,observation,1513,1,1,RB2-000662,diagnostic only -- an atomic event is NOT a setup
TRIG-01195,ATOMIC_RB_TAP_EVENT,observation,1515,15,1,RB2-004764,diagnostic only -- an atomic event is NOT a setup
TRIG-01196,ATOMIC_RB_TAP_EVENT,observation,1515,1,-1,RB2-000663,diagnostic only -- an atomic event is NOT a setup
