trigger_id,role,structure_id,family,timeframe,direction,zone_lo,zone_hi,source_ts_et,availability_seq,availability_le_trigger
TRIG-00737,target,RB2-000244,rb,1,-1,29831.5,29835.25,2026-07-06 03:26:00-04:00,567,True
TRIG-00738,component,RB2-000403,rb,1,-1,29833.0,29851.0,2026-07-06 09:28:00-04:00,929,True
TRIG-00738,target,RB2-000244,rb,1,-1,29831.5,29835.25,2026-07-06 03:26:00-04:00,567,True
TRIG-00739,component,RB2-000270,rb,1,1,29780.0,29787.75,2026-07-06 04:16:00-04:00,617,True
TRIG-00739,target,RB2-000263,rb,1,1,29855.5,29861.5,2026-07-06 04:03:00-04:00,604,True
TRIG-00740,component,RB2-000404,rb,1,1,29820.25,29829.5,2026-07-06 09:29:00-04:00,930,True
TRIG-00740,target,RB2-000263,rb,1,1,29855.5,29861.5,2026-07-06 04:03:00-04:00,604,True
TRIG-00741,component,RB2-000398,rb,1,-1,29890.0,29891.75,2026-07-06 09:12:00-04:00,913,True
TRIG-00741,target,FVG2-000068,fvg,1,-1,29847.5,29851.25,2026-07-06 03:22:00-04:00,563,True
TRIG-00742,component,IFVG2-000413,ifvg,3,1,29865.0,29886.0,2026-07-06 09:33:00-04:00,933,True
TRIG-00742,component,FVG2-000787,fvg,3,-1,29865.0,29886.0,2026-07-06 09:18:00-04:00,918,True
TRIG-00742,target,RB2-003093,rb,3,1,29908.0,29923.5,2026-07-05 20:42:00-04:00,162,True
TRIG-00743,component,RB2-003210,rb,3,-1,29859.25,29865.0,2026-07-06 09:18:00-04:00,918,True
TRIG-00743,target,RB2-003207,rb,3,1,29901.0,29907.0,2026-07-06 08:51:00-04:00,891,True
TRIG-00744,component,RB2-000396,rb,1,-1,29896.25,29898.5,2026-07-06 09:09:00-04:00,910,True
TRIG-00744,target,RB2-003207,rb,3,1,29901.0,29907.0,2026-07-06 08:51:00-04:00,891,True
TRIG-00745,component,IFVG2-000542,ifvg,5,1,29865.0,29889.0,2026-07-06 09:35:00-04:00,935,True
TRIG-00745,component,FVG2-001028,fvg,5,-1,29865.0,29889.0,2026-07-06 09:20:00-04:00,920,True
TRIG-00745,target,RB2-000406,rb,1,-1,29926.5,29939.25,2026-07-06 09:34:00-04:00,935,True
TRIG-00746,component,RB2-004168,rb,5,-1,29901.0,29903.75,2026-07-06 09:10:00-04:00,910,True
TRIG-00746,target,RB2-000391,rb,1,1,29922.75,29925.5,2026-07-06 08:55:00-04:00,896,True
TRIG-00747,component,IFVG2-000056,ifvg,1,1,29918.25,29922.0,2026-07-06 09:34:00-04:00,935,True
TRIG-00747,component,FVG2-000105,fvg,1,-1,29918.25,29922.0,2026-07-06 09:02:00-04:00,903,True
TRIG-00747,target,RB2-000406,rb,1,-1,29926.5,29939.25,2026-07-06 09:34:00-04:00,935,True
TRIG-00748,component,IFVG2-000057,ifvg,1,1,29897.0,29917.0,2026-07-06 09:34:00-04:00,935,True
TRIG-00748,component,FVG2-000106,fvg,1,-1,29897.0,29917.0,2026-07-06 09:03:00-04:00,904,True
TRIG-00748,target,RB2-000406,rb,1,-1,29926.5,29939.25,2026-07-06 09:34:00-04:00,935,True
TRIG-00749,component,RB2-000405,rb,1,1,29885.25,29907.75,2026-07-06 09:33:00-04:00,934,True
TRIG-00749,target,RB2-000406,rb,1,-1,29926.5,29939.25,2026-07-06 09:34:00-04:00,935,True
TRIG-00750,component,RB2-000406,rb,1,-1,29926.5,29939.25,2026-07-06 09:34:00-04:00,935,True
TRIG-00750,target,RB2-000361,rb,1,-1,29895.0,29898.75,2026-07-06 07:47:00-04:00,828,True
TRIG-00751,component,RB2-000407,rb,1,1,29786.0,29827.5,2026-07-06 09:36:00-04:00,937,True
TRIG-00751,target,RB2-000269,rb,1,1,29803.5,29815.0,2026-07-06 04:13:00-04:00,614,True
TRIG-00752,component,RB2-000408,rb,1,-1,29828.75,29870.5,2026-07-06 09:37:00-04:00,938,True
TRIG-00752,target,FVG2-001012,fvg,5,-1,29816.25,29819.25,2026-07-05 21:50:00-04:00,230,True
TRIG-00753,component,IFVG2-000058,ifvg,1,1,29870.5,29882.75,2026-07-06 09:39:00-04:00,940,True
TRIG-00753,component,FVG2-000109,fvg,1,-1,29870.5,29882.75,2026-07-06 09:37:00-04:00,938,True
TRIG-00753,target,FVG2-000106,fvg,1,-1,29897.0,29917.0,2026-07-06 09:03:00-04:00,904,True
TRIG-00754,component,RB2-003213,rb,3,-1,29907.75,29939.25,2026-07-06 09:36:00-04:00,936,True
TRIG-00754,target,RB2-000386,rb,1,-1,29903.75,29909.5,2026-07-06 08:45:00-04:00,886,True
TRIG-00755,component,RB2-003214,rb,3,1,29786.0,29817.5,2026-07-06 09:39:00-04:00,939,True
TRIG-00755,target,RB2-000384,rb,1,-1,29910.75,29915.75,2026-07-06 08:41:00-04:00,882,True
TRIG-00756,component,RB2-000409,rb,1,1,29866.5,29896.75,2026-07-06 09:40:00-04:00,941,True
TRIG-00756,target,RB2-000384,rb,1,-1,29910.75,29915.75,2026-07-06 08:41:00-04:00,882,True
TRIG-00757,component,RB2-000410,rb,1,-1,29911.25,29925.0,2026-07-06 09:41:00-04:00,942,True
TRIG-00757,target,RB2-000268,rb,1,-1,29868.25,29873.0,2026-07-06 04:10:00-04:00,611,True
TRIG-00758,component,RB2-000411,rb,1,-1,29873.25,29894.25,2026-07-06 09:43:00-04:00,944,True
TRIG-00758,target,FVG2-000103,fvg,1,1,29913.5,29916.5,2026-07-06 08:52:00-04:00,893,True
TRIG-00759,component,RB2-000412,rb,1,1,29902.75,29917.0,2026-07-06 09:45:00-04:00,946,True
TRIG-00759,target,RB2-000410,rb,1,-1,29911.25,29925.0,2026-07-06 09:41:00-04:00,942,True
TRIG-00760,component,RB2-003215,rb,3,1,29845.75,29910.5,2026-07-06 09:45:00-04:00,945,True
TRIG-00760,target,FVG2-000746,fvg,3,1,29921.0,29922.5,2026-07-05 18:24:00-04:00,24,True
TRIG-00761,component,RB2-004170,rb,5,1,29845.75,29896.75,2026-07-06 09:45:00-04:00,945,True
TRIG-00761,target,RB2-000413,rb,1,-1,29953.25,29967.25,2026-07-06 09:46:00-04:00,947,True
TRIG-00762,component,RB2-000413,rb,1,-1,29953.25,29967.25,2026-07-06 09:46:00-04:00,947,True
TRIG-00762,target,FVG2-000002,fvg,1,1,29949.25,29952.5,2026-07-05 19:02:00-04:00,63,True
TRIG-00763,component,RB2-000414,rb,1,-1,29932.0,29945.75,2026-07-06 09:48:00-04:00,949,True
TRIG-00763,target,FVG2-000002,fvg,1,1,29949.25,29952.5,2026-07-05 19:02:00-04:00,63,True
TRIG-00764,component,IFVG2-000059,ifvg,1,-1,29956.0,29973.75,2026-07-06 09:52:00-04:00,953,True
TRIG-00764,component,FVG2-000111,fvg,1,1,29956.0,29973.75,2026-07-06 09:51:00-04:00,952,True
TRIG-00764,target,RB2-000024,rb,1,1,29941.5,29946.0,2026-07-05 18:58:00-04:00,59,True
TRIG-00765,component,RB2-000416,rb,1,1,29943.25,29953.0,2026-07-06 09:50:00-04:00,951,True
TRIG-00765,target,FVG2-000007,fvg,1,-1,29948.5,29983.25,2026-07-05 20:01:00-04:00,122,True
TRIG-00766,component,RB2-000417,rb,1,-1,29998.5,30009.0,2026-07-06 09:51:00-04:00,952,True
TRIG-00766,target,RB2-000024,rb,1,1,29941.5,29946.0,2026-07-05 18:58:00-04:00,59,True
TRIG-00767,component,RB2-000415,rb,1,1,29921.25,29931.5,2026-07-06 09:49:00-04:00,950,True
TRIG-00767,target,RB2-003089,rb,3,1,29972.0,29980.75,2026-07-05 20:21:00-04:00,141,True
TRIG-00768,component,RB2-000418,rb,1,-1,29971.25,29986.25,2026-07-06 09:54:00-04:00,955,True
TRIG-00768,target,RB2-000053,rb,1,1,29978.25,29982.5,2026-07-05 20:15:00-04:00,136,True
TRIG-00769,component,RB2-003216,rb,3,1,29921.0,29972.0,2026-07-06 09:54:00-04:00,954,True
TRIG-00769,target,RB2-000035,rb,1,-1,29981.0,29983.75,2026-07-05 19:25:00-04:00,86,True
TRIG-00770,component,RB2-000419,rb,1,1,29957.5,29971.25,2026-07-06 09:55:00-04:00,956,True
TRIG-00770,target,RB2-000035,rb,1,-1,29981.0,29983.75,2026-07-05 19:25:00-04:00,86,True
TRIG-00771,component,RB2-005072,rb,60,1,29865.5,29879.0,2026-07-06 09:00:00-04:00,900,True
TRIG-00771,target,RB2-000420,rb,1,-1,29936.0,29949.25,2026-07-06 09:59:00-04:00,960,True
TRIG-00772,component,RB2-004171,rb,5,-1,29970.5,30009.0,2026-07-06 09:55:00-04:00,955,True
TRIG-00772,target,RB2-000061,rb,1,1,29932.75,29935.0,2026-07-05 20:43:00-04:00,164,True
TRIG-00773,component,RB2-000420,rb,1,-1,29936.0,29949.25,2026-07-06 09:59:00-04:00,960,True
TRIG-00773,target,RB2-000415,rb,1,1,29921.25,29931.5,2026-07-06 09:49:00-04:00,950,True
TRIG-00774,component,IFVG2-000060,ifvg,1,1,29952.5,29968.0,2026-07-06 10:01:00-04:00,962,True
TRIG-00774,component,FVG2-000112,fvg,1,-1,29952.5,29968.0,2026-07-06 09:58:00-04:00,959,True
TRIG-00774,target,RB2-004091,rb,5,1,29974.0,29983.5,2026-07-05 19:35:00-04:00,95,True
TRIG-00775,component,RB2-000421,rb,1,1,29903.25,29930.75,2026-07-06 10:00:00-04:00,961,True
TRIG-00775,target,RB2-004091,rb,5,1,29974.0,29983.5,2026-07-05 19:35:00-04:00,95,True
TRIG-00776,component,RB2-000422,rb,1,1,29939.0,29949.25,2026-07-06 10:02:00-04:00,963,True
TRIG-00776,target,RB2-000050,rb,1,1,29946.0,29955.0,2026-07-05 20:10:00-04:00,131,True
TRIG-00777,component,RB2-004172,rb,5,1,29915.0,29932.5,2026-07-06 10:00:00-04:00,960,True
TRIG-00777,target,RB2-000004,rb,1,-1,29929.5,29939.0,2026-07-05 18:20:00-04:00,21,True
TRIG-00778,component,RB2-000423,rb,1,-1,29948.0,29967.75,2026-07-06 10:03:00-04:00,964,True
TRIG-00778,target,FVG2-000013,fvg,1,-1,29927.5,29928.5,2026-07-05 20:28:00-04:00,149,True
TRIG-00779,component,RB2-000424,rb,1,-1,29929.25,29941.0,2026-07-06 10:05:00-04:00,966,True
TRIG-00779,target,RB2-000010,rb,1,-1,29962.5,29966.5,2026-07-05 18:37:00-04:00,38,True
TRIG-00780,component,RB2-003217,rb,3,-1,29948.0,29967.75,2026-07-06 10:06:00-04:00,966,True
TRIG-00780,target,RB2-000032,rb,1,1,29968.0,29981.0,2026-07-05 19:14:00-04:00,75,True
TRIG-00781,component,RB2-000426,rb,1,1,29972.0,29987.25,2026-07-06 10:10:00-04:00,971,True
TRIG-00782,component,RB2-004746,rb,15,-1,29932.5,30009.0,2026-07-06 10:00:00-04:00,960,True
TRIG-00782,target,RB2-003218,rb,3,-1,29998.5,30017.0,2026-07-06 10:12:00-04:00,972,True
TRIG-00783,component,RB2-003218,rb,3,-1,29998.5,30017.0,2026-07-06 10:12:00-04:00,972,True
TRIG-00783,target,RB2-000427,rb,1,1,30002.0,30014.0,2026-07-06 10:13:00-04:00,974,True
TRIG-00784,component,RB2-000427,rb,1,1,30002.0,30014.0,2026-07-06 10:13:00-04:00,974,True
TRIG-00785,component,RB2-000428,rb,1,1,30015.75,30029.75,2026-07-06 10:16:00-04:00,977,True
TRIG-00786,component,RB2-003219,rb,3,1,29985.5,30000.25,2026-07-06 10:15:00-04:00,975,True
TRIG-00786,target,RB2-000429,rb,1,-1,30010.0,30021.0,2026-07-06 10:20:00-04:00,981,True
TRIG-00787,component,RB2-003220,rb,3,1,30012.0,30021.75,2026-07-06 10:18:00-04:00,978,True
TRIG-00787,target,RB2-000429,rb,1,-1,30010.0,30021.0,2026-07-06 10:20:00-04:00,981,True
TRIG-00788,component,RB2-000429,rb,1,-1,30010.0,30021.0,2026-07-06 10:20:00-04:00,981,True
TRIG-00788,target,RB2-003219,rb,3,1,29985.5,30000.25,2026-07-06 10:15:00-04:00,975,True
TRIG-00789,component,RB2-004174,rb,5,1,29972.0,29992.75,2026-07-06 10:15:00-04:00,975,True
TRIG-00789,target,RB2-004175,rb,5,-1,30021.75,30042.5,2026-07-06 10:20:00-04:00,980,True
TRIG-00790,component,RB2-004175,rb,5,-1,30021.75,30042.5,2026-07-06 10:20:00-04:00,980,True
TRIG-00790,target,RB2-000427,rb,1,1,30002.0,30014.0,2026-07-06 10:13:00-04:00,974,True
TRIG-00791,component,RB2-000431,rb,1,-1,30024.5,30033.25,2026-07-06 10:26:00-04:00,987,True
TRIG-00791,target,RB2-000427,rb,1,1,30002.0,30014.0,2026-07-06 10:13:00-04:00,974,True
TRIG-00792,component,RB2-000432,rb,1,1,30003.0,30017.25,2026-07-06 10:27:00-04:00,988,True
TRIG-00792,target,RB2-000036,rb,1,1,30002.0,30004.25,2026-07-05 19:32:00-04:00,93,True
TRIG-00793,component,RB2-004959,rb,30,-1,29932.5,30009.0,2026-07-06 10:00:00-04:00,960,True
TRIG-00793,target,RB2-004748,rb,15,1,29986.75,30012.75,2026-07-06 10:30:00-04:00,990,True
TRIG-00794,component,RB2-003221,rb,3,1,30009.75,30022.75,2026-07-06 10:27:00-04:00,987,True
TRIG-00794,target,RB2-000428,rb,1,1,30015.75,30029.75,2026-07-06 10:16:00-04:00,977,True
TRIG-00795,component,RB2-000433,rb,1,1,29992.25,29999.0,2026-07-06 10:28:00-04:00,989,True
TRIG-00795,target,RB2-000428,rb,1,1,30015.75,30029.75,2026-07-06 10:16:00-04:00,977,True
TRIG-00796,component,RB2-000434,rb,1,-1,30012.75,30020.0,2026-07-06 10:29:00-04:00,990,True
TRIG-00796,target,RB2-003220,rb,3,1,30012.0,30021.75,2026-07-06 10:18:00-04:00,978,True
TRIG-00797,component,RB2-000430,rb,1,-1,30035.75,30041.75,2026-07-06 10:24:00-04:00,985,True
TRIG-00797,target,RB2-000428,rb,1,1,30015.75,30029.75,2026-07-06 10:16:00-04:00,977,True
TRIG-00798,component,RB2-000436,rb,1,1,30024.5,30033.25,2026-07-06 10:32:00-04:00,993,True
TRIG-00798,target,RB2-000437,rb,1,-1,30048.0,30057.25,2026-07-06 10:33:00-04:00,994,True
TRIG-00799,component,RB2-000437,rb,1,-1,30048.0,30057.25,2026-07-06 10:33:00-04:00,994,True
TRIG-00799,target,RB2-004175,rb,5,-1,30021.75,30042.5,2026-07-06 10:20:00-04:00,980,True
TRIG-00800,component,RB2-003223,rb,3,1,30024.5,30039.25,2026-07-06 10:36:00-04:00,996,True
TRIG-00800,target,RB2-000430,rb,1,-1,30035.75,30041.75,2026-07-06 10:24:00-04:00,985,True
TRIG-00801,component,RB2-004176,rb,5,-1,30044.5,30057.25,2026-07-06 10:35:00-04:00,995,True
TRIG-00801,target,RB2-004177,rb,5,1,30016.5,30027.25,2026-07-06 10:40:00-04:00,1000,True
TRIG-00802,component,RB2-000435,rb,1,1,30001.25,30013.25,2026-07-06 10:30:00-04:00,991,True
TRIG-00802,target,RB2-004175,rb,5,-1,30021.75,30042.5,2026-07-06 10:20:00-04:00,980,True
TRIG-00803,component,RB2-003222,rb,3,1,30001.25,30013.25,2026-07-06 10:33:00-04:00,993,True
TRIG-00803,target,RB2-003221,rb,3,1,30009.75,30022.75,2026-07-06 10:27:00-04:00,987,True
TRIG-00804,component,RB2-004748,rb,15,1,29986.75,30012.75,2026-07-06 10:30:00-04:00,990,True
TRIG-00804,target,RB2-003224,rb,3,-1,30039.5,30052.5,2026-07-06 10:39:00-04:00,999,True
TRIG-00805,component,RB2-004177,rb,5,1,30016.5,30027.25,2026-07-06 10:40:00-04:00,1000,True
TRIG-00805,target,RB2-003224,rb,3,-1,30039.5,30052.5,2026-07-06 10:39:00-04:00,999,True
TRIG-00806,component,RB2-003224,rb,3,-1,30039.5,30052.5,2026-07-06 10:39:00-04:00,999,True
TRIG-00806,target,FVG2-000114,fvg,1,1,30011.75,30034.0,2026-07-06 10:44:00-04:00,1005,True
TRIG-00807,component,RB2-000438,rb,1,-1,30041.75,30046.0,2026-07-06 10:38:00-04:00,999,True
TRIG-00807,target,FVG2-000114,fvg,1,1,30011.75,30034.0,2026-07-06 10:44:00-04:00,1005,True
TRIG-00808,component,RB2-000439,rb,1,1,30028.5,30037.5,2026-07-06 10:45:00-04:00,1006,True
TRIG-00808,target,RB2-003224,rb,3,-1,30039.5,30052.5,2026-07-06 10:39:00-04:00,999,True
TRIG-00809,component,RB2-000440,rb,1,-1,30038.25,30046.25,2026-07-06 10:47:00-04:00,1008,True
TRIG-00809,target,FVG2-000114,fvg,1,1,30011.75,30034.0,2026-07-06 10:44:00-04:00,1005,True
TRIG-00810,component,RB2-000441,rb,1,-1,30059.75,30067.5,2026-07-06 10:50:00-04:00,1011,True
TRIG-00810,target,RB2-003223,rb,3,1,30024.5,30039.25,2026-07-06 10:36:00-04:00,996,True
TRIG-00811,component,RB2-003225,rb,3,1,30022.25,30037.25,2026-07-06 10:51:00-04:00,1011,True
TRIG-00811,target,RB2-000437,rb,1,-1,30048.0,30057.25,2026-07-06 10:33:00-04:00,994,True
TRIG-00812,component,RB2-000442,rb,1,1,30017.25,30022.5,2026-07-06 10:52:00-04:00,1013,True
TRIG-00812,target,RB2-000437,rb,1,-1,30048.0,30057.25,2026-07-06 10:33:00-04:00,994,True
TRIG-00813,component,RB2-004178,rb,5,1,30022.25,30037.5,2026-07-06 10:50:00-04:00,1010,True
TRIG-00813,target,RB2-004175,rb,5,-1,30021.75,30042.5,2026-07-06 10:20:00-04:00,980,True
TRIG-00814,component,IFVG2-000061,ifvg,1,-1,30011.75,30034.0,2026-07-06 10:56:00-04:00,1017,True
TRIG-00814,component,FVG2-000114,fvg,1,1,30011.75,30034.0,2026-07-06 10:44:00-04:00,1005,True
TRIG-00814,target,RB2-000037,rb,1,1,29998.75,30001.75,2026-07-05 19:34:00-04:00,95,True
TRIG-00815,component,RB2-000444,rb,1,1,29994.5,30001.75,2026-07-06 10:56:00-04:00,1017,True
TRIG-00815,target,RB2-003221,rb,3,1,30009.75,30022.75,2026-07-06 10:27:00-04:00,987,True
TRIG-00816,component,RB2-000443,rb,1,-1,30021.5,30029.0,2026-07-06 10:55:00-04:00,1016,True
TRIG-00816,target,RB2-000434,rb,1,-1,30012.75,30020.0,2026-07-06 10:29:00-04:00,990,True
TRIG-00817,component,IFVG2-000062,ifvg,1,-1,30014.25,30018.0,2026-07-06 11:00:00-04:00,1021,True
TRIG-00817,component,FVG2-000115,fvg,1,1,30014.25,30018.0,2026-07-06 10:59:00-04:00,1020,True
TRIG-00817,target,FVG2-000004,fvg,1,1,29998.0,30002.0,2026-07-05 19:32:00-04:00,93,True
TRIG-00818,component,RB2-000445,rb,1,-1,30030.5,30039.5,2026-07-06 11:01:00-04:00,1022,True
TRIG-00818,target,FVG2-000114,fvg,1,1,30011.75,30034.0,2026-07-06 10:44:00-04:00,1005,True
TRIG-00819,component,RB2-000446,rb,1,-1,30036.0,30041.5,2026-07-06 11:03:00-04:00,1024,True
TRIG-00819,target,RB2-004179,rb,5,1,29997.5,30025.75,2026-07-06 11:05:00-04:00,1025,True
TRIG-00820,component,RB2-000447,rb,1,1,30011.75,30027.25,2026-07-06 11:05:00-04:00,1026,True
TRIG-00820,target,RB2-000430,rb,1,-1,30035.75,30041.75,2026-07-06 10:24:00-04:00,985,True
TRIG-00821,component,RB2-003226,rb,3,1,30011.75,30028.5,2026-07-06 11:06:00-04:00,1026,True
TRIG-00821,target,RB2-000435,rb,1,1,30001.25,30013.25,2026-07-06 10:30:00-04:00,991,True
TRIG-00822,component,RB2-004179,rb,5,1,29997.5,30025.75,2026-07-06 11:05:00-04:00,1025,True
TRIG-00822,target,RB2-003221,rb,3,1,30009.75,30022.75,2026-07-06 10:27:00-04:00,987,True
TRIG-00823,component,RB2-000448,rb,1,1,29992.25,30000.0,2026-07-06 11:09:00-04:00,1030,True
TRIG-00823,target,RB2-004179,rb,5,1,29997.5,30025.75,2026-07-06 11:05:00-04:00,1025,True
TRIG-00824,component,RB2-000449,rb,1,1,30004.0,30008.75,2026-07-06 11:10:00-04:00,1031,True
TRIG-00824,target,RB2-004179,rb,5,1,29997.5,30025.75,2026-07-06 11:05:00-04:00,1025,True
TRIG-00825,component,RB2-000425,rb,1,1,29958.25,29967.25,2026-07-06 10:07:00-04:00,968,True
TRIG-00825,target,FVG2-000001,fvg,1,-1,29968.25,29970.25,2026-07-05 18:50:00-04:00,51,True
TRIG-00826,component,RB2-003227,rb,3,-1,30000.0,30019.5,2026-07-06 11:12:00-04:00,1032,True
TRIG-00826,target,RB2-000035,rb,1,-1,29981.0,29983.75,2026-07-05 19:25:00-04:00,86,True
TRIG-00827,component,RB2-000450,rb,1,-1,29984.0,29988.0,2026-07-06 11:14:00-04:00,1035,True
TRIG-00827,target,RB2-000017,rb,1,1,29970.25,29972.5,2026-07-05 18:48:00-04:00,49,True
TRIG-00828,component,RB2-000451,rb,1,1,29967.75,29973.75,2026-07-06 11:15:00-04:00,1036,True
TRIG-00828,target,RB2-000009,rb,1,-1,29952.25,29957.0,2026-07-05 18:34:00-04:00,35,True
TRIG-00829,component,RB2-003228,rb,3,1,29959.0,29984.0,2026-07-06 11:15:00-04:00,1035,True
TRIG-00829,target,RB2-000011,rb,1,1,29959.25,29961.75,2026-07-05 18:38:00-04:00,39,True
TRIG-00830,component,RB2-000452,rb,1,1,29944.75,29951.25,2026-07-06 11:17:00-04:00,1038,True
TRIG-00830,target,RB2-000014,rb,1,1,29965.5,29968.75,2026-07-05 18:44:00-04:00,45,True
TRIG-00831,component,RB2-000453,rb,1,1,29955.5,29965.25,2026-07-06 11:19:00-04:00,1040,True
TRIG-00831,target,RB2-000015,rb,1,-1,29972.75,29976.25,2026-07-05 18:45:00-04:00,46,True
TRIG-00832,component,IFVG2-000414,ifvg,3,1,29985.0,29992.25,2026-07-06 11:24:00-04:00,1044,True
TRIG-00832,component,FVG2-000789,fvg,3,-1,29985.0,29992.25,2026-07-06 11:18:00-04:00,1038,True
TRIG-00832,target,RB2-000039,rb,1,1,29993.75,29998.5,2026-07-05 19:51:00-04:00,112,True
TRIG-00833,component,RB2-000455,rb,1,1,29974.0,29984.75,2026-07-06 11:22:00-04:00,1043,True
TRIG-00833,target,RB2-000039,rb,1,1,29993.75,29998.5,2026-07-05 19:51:00-04:00,112,True
TRIG-00834,component,IFVG2-000543,ifvg,5,1,29985.0,29987.0,2026-07-06 11:25:00-04:00,1045,True
TRIG-00834,component,FVG2-001030,fvg,5,-1,29985.0,29987.0,2026-07-06 11:20:00-04:00,1040,True
TRIG-00834,target,RB2-003221,rb,3,1,30009.75,30022.75,2026-07-06 10:27:00-04:00,987,True
TRIG-00835,component,RB2-004180,rb,5,1,29941.25,29977.75,2026-07-06 11:20:00-04:00,1040,True
TRIG-00835,target,RB2-003221,rb,3,1,30009.75,30022.75,2026-07-06 10:27:00-04:00,987,True
TRIG-00836,component,RB2-000457,rb,1,-1,30010.5,30016.25,2026-07-06 11:25:00-04:00,1046,True
TRIG-00836,target,FVG2-000114,fvg,1,1,30011.75,30034.0,2026-07-06 10:44:00-04:00,1005,True
TRIG-00837,component,RB2-000458,rb,1,1,30029.25,30034.5,2026-07-06 11:27:00-04:00,1048,True
TRIG-00837,target,RB2-000440,rb,1,-1,30038.25,30046.25,2026-07-06 10:47:00-04:00,1008,True
TRIG-00838,component,RB2-004961,rb,30,-1,30025.25,30067.5,2026-07-06 11:00:00-04:00,1020,True
TRIG-00838,target,RB2-000437,rb,1,-1,30048.0,30057.25,2026-07-06 10:33:00-04:00,994,True
TRIG-00839,component,RB2-004749,rb,15,1,29959.0,29984.0,2026-07-06 11:15:00-04:00,1035,True
TRIG-00840,component,RB2-000459,rb,1,1,30044.75,30054.25,2026-07-06 11:30:00-04:00,1051,True
TRIG-00841,component,RB2-000460,rb,1,1,30056.5,30065.0,2026-07-06 11:33:00-04:00,1054,True
TRIG-00841,target,RB2-000441,rb,1,-1,30059.75,30067.5,2026-07-06 10:50:00-04:00,1011,True
TRIG-00842,component,IFVG2-000415,ifvg,3,-1,30039.75,30044.75,2026-07-06 11:36:00-04:00,1056,True
TRIG-00842,component,FVG2-000792,fvg,3,1,30039.75,30044.75,2026-07-06 11:33:00-04:00,1053,True
TRIG-00842,target,RB2-000458,rb,1,1,30029.25,30034.5,2026-07-06 11:27:00-04:00,1048,True
TRIG-00843,component,RB2-003230,rb,3,1,30025.75,30036.25,2026-07-06 11:30:00-04:00,1050,True
TRIG-00843,target,RB2-000430,rb,1,-1,30035.75,30041.75,2026-07-06 10:24:00-04:00,985,True
TRIG-00844,component,RB2-003231,rb,3,1,30044.75,30061.0,2026-07-06 11:33:00-04:00,1053,True
TRIG-00844,target,RB2-000430,rb,1,-1,30035.75,30041.75,2026-07-06 10:24:00-04:00,985,True
TRIG-00845,component,RB2-000461,rb,1,-1,30049.25,30053.0,2026-07-06 11:36:00-04:00,1057,True
TRIG-00845,target,RB2-000462,rb,1,1,30035.0,30049.0,2026-07-06 11:37:00-04:00,1058,True
TRIG-00846,component,RB2-000462,rb,1,1,30035.0,30049.0,2026-07-06 11:37:00-04:00,1058,True
TRIG-00847,component,RB2-004181,rb,5,-1,30061.0,30073.0,2026-07-06 11:35:00-04:00,1055,True
TRIG-00847,target,RB2-000463,rb,1,1,30050.0,30054.75,2026-07-06 11:39:00-04:00,1060,True
TRIG-00848,component,RB2-000463,rb,1,1,30050.0,30054.75,2026-07-06 11:39:00-04:00,1060,True
TRIG-00848,target,RB2-000460,rb,1,1,30056.5,30065.0,2026-07-06 11:33:00-04:00,1054,True
TRIG-00849,component,RB2-000464,rb,1,-1,30065.0,30069.0,2026-07-06 11:41:00-04:00,1062,True
TRIG-00849,target,RB2-004181,rb,5,-1,30061.0,30073.0,2026-07-06 11:35:00-04:00,1055,True
TRIG-00850,component,RB2-000465,rb,1,-1,30073.75,30076.5,2026-07-06 11:42:00-04:00,1063,True
TRIG-00850,target,RB2-004181,rb,5,-1,30061.0,30073.0,2026-07-06 11:35:00-04:00,1055,True
TRIG-00851,component,RB2-004182,rb,5,1,30031.5,30049.75,2026-07-06 11:40:00-04:00,1060,True
TRIG-00851,target,RB2-000465,rb,1,-1,30073.75,30076.5,2026-07-06 11:42:00-04:00,1063,True
TRIG-00852,component,RB2-003232,rb,3,1,30045.0,30063.25,2026-07-06 11:42:00-04:00,1062,True
TRIG-00852,target,RB2-000465,rb,1,-1,30073.75,30076.5,2026-07-06 11:42:00-04:00,1063,True
TRIG-00853,component,RB2-000466,rb,1,-1,30074.75,30079.0,2026-07-06 11:44:00-04:00,1065,True
TRIG-00853,target,RB2-000464,rb,1,-1,30065.0,30069.0,2026-07-06 11:41:00-04:00,1062,True
TRIG-00854,component,RB2-003233,rb,3,-1,30070.0,30079.0,2026-07-06 11:45:00-04:00,1065,True
TRIG-00854,target,FVG2-000117,fvg,1,1,30069.0,30070.75,2026-07-06 11:43:00-04:00,1064,True
TRIG-00855,component,RB2-000467,rb,1,1,30070.0,30073.5,2026-07-06 11:47:00-04:00,1068,True
TRIG-00855,target,FVG2-000117,fvg,1,1,30069.0,30070.75,2026-07-06 11:43:00-04:00,1064,True
TRIG-00856,component,RB2-000468,rb,1,1,30061.25,30068.0,2026-07-06 11:49:00-04:00,1070,True
TRIG-00856,target,RB2-000464,rb,1,-1,30065.0,30069.0,2026-07-06 11:41:00-04:00,1062,True
TRIG-00857,component,RB2-004183,rb,5,1,30061.25,30070.25,2026-07-06 11:50:00-04:00,1070,True
TRIG-00857,target,RB2-000460,rb,1,1,30056.5,30065.0,2026-07-06 11:33:00-04:00,1054,True
TRIG-00858,component,RB2-000470,rb,1,-1,30062.25,30067.25,2026-07-06 11:53:00-04:00,1074,True
