ts_open_et,ts_close_et,vwap,vwap_+1.0,vwap_-1.0,vwap_+1.618,vwap_-1.618,vwap_+2.0,vwap_-2.0,vwap_+2.618,vwap_-2.618,vwap_+3.0,vwap_-3.0,vwap_+3.618,vwap_-3.618,segment_id
2026-07-06 00:10:00-04:00,2026-07-06 00:11:00-04:00,29872.949664123807,29957.317746596,29788.581581651615,30009.457221563815,29736.4421066838,30041.68582906819,29704.213499179426,30093.825304036003,29652.07402421161,30126.05391154038,29619.845416707234,30178.193386508196,29567.70594173942,6
2026-07-06 00:11:00-04:00,2026-07-06 00:12:00-04:00,29872.75380487509,29957.186883526614,29788.320726223566,30009.366526133257,29736.141083616923,30041.61996217814,29703.88764757204,30093.79960478478,29651.7080049654,30126.053040829665,29619.454568920515,30178.23268343631,29567.274926313872,6
2026-07-06 00:12:00-04:00,2026-07-06 00:13:00-04:00,29872.587682387843,29957.064658154755,29788.11070662093,30009.27142917871,29735.903935596976,30041.54163392167,29703.633730854013,30093.748404945625,29651.42695983006,30126.018609688585,29619.1567550871,30178.225380712538,29566.949984063147,6
2026-07-06 00:13:00-04:00,2026-07-06 00:14:00-04:00,29872.466090369242,29956.966741997152,29787.965438741332,30009.188144703203,29735.74403603528,30041.467393625066,29703.46478711342,30093.688796331116,29651.243384407368,30125.968045252976,29618.96413548551,30178.189447959026,29566.742732779458,6
2026-07-06 00:14:00-04:00,2026-07-06 00:15:00-04:00,29872.363434176244,29956.88013587527,29787.846732477217,30009.11145752527,29735.61541082722,30041.3968375743,29703.33003077819,30093.628159224296,29651.098709128193,30125.913539273322,29618.813329079167,30178.144860923323,29566.582007429166,6
2026-07-06 00:15:00-04:00,2026-07-06 00:16:00-04:00,29872.272476442235,29956.80251255313,29787.742440331338,30009.042074869667,29735.502878014802,30041.332548664028,29703.21240422044,30093.572110980564,29650.972841903906,30125.862584774924,29618.682368109545,30178.10214709146,29566.44280579301,6
2026-07-06 00:16:00-04:00,2026-07-06 00:17:00-04:00,29872.064202072997,29956.60940651589,29787.518997630104,30008.8583428616,29735.270061284395,30041.154610958787,29702.973793187208,30093.403547304493,29650.7248568415,30125.69981540168,29618.428588744315,30177.948751747386,29566.17965239861,6
2026-07-06 00:17:00-04:00,2026-07-06 00:18:00-04:00,29872.002042916287,29956.55263953932,29787.451446293253,30008.804908252354,29735.19917758022,30041.10323616235,29702.900849670223,30093.355504875388,29650.648580957186,30125.653832785385,29618.35025304719,30177.90610149842,29566.097984334152,6
2026-07-06 00:18:00-04:00,2026-07-06 00:19:00-04:00,29871.887419924762,29956.43977878207,29787.335061067453,30008.69313655589,29735.081703293636,30040.99213763938,29702.782702210145,30093.245495413197,29650.529344436327,30125.544496496692,29618.230343352832,30177.797854270506,29565.97698557902,6
2026-07-06 00:19:00-04:00,2026-07-06 00:20:00-04:00,29871.75664454817,29956.301885379096,29787.211403717247,30008.55084421261,29734.962444883735,30040.84712621002,29702.666162886322,30093.096085043533,29650.41720405281,30125.392367040946,29618.120922055397,30177.641325874458,29565.871963221885,6
2026-07-06 00:20:00-04:00,2026-07-06 00:21:00-04:00,29871.643226576885,29956.178642032002,29787.10781112177,30008.421528783267,29734.864924370504,30040.71405748712,29702.57239566665,30092.956944238384,29650.329508915387,30125.24947294224,29618.03698021153,30177.4923596935,29565.79409346027,6
2026-07-06 00:21:00-04:00,2026-07-06 00:22:00-04:00,29871.585256049522,29956.119920904588,29787.050591194457,30008.362343785022,29734.808168314023,30040.654585759657,29702.515926339387,30092.897008640088,29650.273503458957,30125.189250614723,29617.98126148432,30177.431673495157,29565.738838603887,6
2026-07-06 00:22:00-04:00,2026-07-06 00:23:00-04:00,29871.458398593957,29955.998668502412,29786.918128685502,30008.24455530584,29734.672241882075,30040.538938410868,29702.377858777047,30092.784825214294,29650.13197197362,30125.079208319326,29617.837588868588,30177.325095122753,29565.59170206516,6
2026-07-06 00:23:00-04:00,2026-07-06 00:24:00-04:00,29871.325367266705,29955.864349348856,29786.786385184554,30008.109440275628,29734.541294257782,30040.40333143101,29702.2474031024,30092.648422357783,29650.002312175628,30124.942313513162,29617.70842102025,30177.187404439934,29565.463330093477,6
2026-07-06 00:24:00-04:00,2026-07-06 00:25:00-04:00,29871.262702227734,29955.798845057994,29786.726559397473,30008.042181327095,29734.483223128373,30040.334987888255,29702.190416567213,30092.578324157355,29649.947080298112,30124.871130718515,29617.654273736953,30177.114466987616,29565.410937467852,6
2026-07-06 00:25:00-04:00,2026-07-06 00:26:00-04:00,29871.16798817297,29955.70311309524,29786.6328632507,30007.945820297202,29734.390156048736,30040.23823801751,29702.097738328426,30092.480945219475,29649.855031126463,30124.77336293978,29617.562613406157,30177.016070141744,29565.319906204193,6
2026-07-06 00:26:00-04:00,2026-07-06 00:27:00-04:00,29871.087984565333,29955.624602308566,29786.5513668221,30007.868232073884,29734.30773705678,30040.161220051803,29702.014749078862,30092.40484981712,29649.771119313544,30124.697837795036,29617.47813133563,30176.941467560355,29565.23450157031,6
2026-07-06 00:27:00-04:00,2026-07-06 00:28:00-04:00,29870.96575216296,29955.490458261884,29786.441046064036,30007.72672663102,29734.2047776949,30040.01516436081,29701.916339965108,30092.251432729947,29649.680071595973,30124.539870459736,29617.391633866184,30176.77613882887,29565.15536549705,6
2026-07-06 00:28:00-04:00,2026-07-06 00:29:00-04:00,29870.915062351545,29955.43449855793,29786.39562614516,30007.667510133477,29734.162614569614,30039.95393476432,29701.876189938772,30092.186946339865,29649.643178363225,30124.473370970703,29617.356753732387,30176.70638254625,29565.12374215684,6
2026-07-06 00:29:00-04:00,2026-07-06 00:30:00-04:00,29870.876866129332,29955.39163209097,29786.362100167695,30007.62175745526,29734.131974803404,30039.906398052604,29701.84733420606,30092.1365234169,29649.617208841766,30124.421164014242,29617.332568244423,30176.651289378533,29565.102442880132,6
2026-07-06 00:30:00-04:00,2026-07-06 00:31:00-04:00,29870.79319999684,29955.28858618781,29786.297813805868,30007.506734853832,29734.079665139845,30039.78397237878,29701.802427614897,30092.002121044803,29649.584278948874,30124.279358569755,29617.307041423923,30176.497507235774,29565.088892757904,6
2026-07-06 00:31:00-04:00,2026-07-06 00:32:00-04:00,29870.723240087165,29955.202354285815,29786.244125888516,30007.41044686058,29734.03603331375,30039.68146848446,29701.76501168987,30091.889561059226,29649.556919115104,30124.16058268311,29617.28589749122,30176.368675257876,29565.077804916455,6
2026-07-06 00:32:00-04:00,2026-07-06 00:33:00-04:00,29870.619009603557,29955.086976724695,29786.15104248242,30007.28818040556,29733.949838801553,30039.554943845833,29701.68307536128,30091.7561475267,29649.481871680415,30124.022910966974,29617.21510824014,30176.224114647837,29565.013904559277,6
2026-07-06 00:33:00-04:00,2026-07-06 00:34:00-04:00,29870.562695721022,29955.01758185417,29786.107809587877,30007.21070148445,29733.914689957594,30039.47246798731,29701.652923454734,30091.665587617594,29649.45980382445,30123.927354120457,29617.19803732159,30176.12047375074,29565.004917691305,6
2026-07-06 00:34:00-04:00,2026-07-06 00:35:00-04:00,29870.502961747217,29954.950230930965,29786.05569256347,30007.138643286522,29733.867280207913,30039.397500114716,29701.60842337972,30091.585912470273,29649.42001102416,30123.844769298463,29617.161154195972,30176.03318165402,29564.972741840415,6
2026-07-06 00:35:00-04:00,2026-07-06 00:36:00-04:00,29870.45029850394,29954.886580910006,29786.014016097874,30007.068203436957,29733.832393570923,30039.322863316076,29701.577733691804,30091.504485843026,29649.396111164853,30123.759145722142,29617.141451285737,30175.940768249093,29564.959828758787,6
2026-07-06 00:36:00-04:00,2026-07-06 00:37:00-04:00,29870.39885289194,29954.822410709487,29785.975295074393,30006.99616944073,29733.80153634315,30039.245968527033,29701.551737256847,30091.419727258275,29649.377978525605,30123.669526344576,29617.128179439303,30175.84328507582,29564.954420708058,6
2026-07-06 00:37:00-04:00,2026-07-06 00:38:00-04:00,29870.321490525756,29954.717705815812,29785.9252752357,30006.87456686507,29733.76841418644,30039.113921105873,29701.52905994564,30091.270782155127,29649.372198896384,30123.51013639593,29617.13284465558,30175.666997445187,29564.975983606324,6
2026-07-06 00:38:00-04:00,2026-07-06 00:39:00-04:00,29870.26305657818,29954.634399728016,29785.891713428344,30006.775889794615,29733.750223361745,30039.005742877853,29701.520370278507,30091.147232944455,29649.378880211905,30123.377086027693,29617.149027128668,30175.51857609429,29565.00753706207,6
2026-07-06 00:39:00-04:00,2026-07-06 00:40:00-04:00,29870.2017866933,29954.543165468032,29785.860407918564,30006.666137550816,29733.73743583578,30038.884544242766,29701.51902914383,30091.00751632555,29649.396057061047,30123.2259230175,29617.177650369096,30175.348895100284,29565.054678286313,6
2026-07-06 00:40:00-04:00,2026-07-06 00:41:00-04:00,29870.134855116685,29954.450801420215,29785.818908813155,30006.558056235797,29733.711653997572,30038.766747723745,29701.502962509625,30090.874002539327,29649.395707694042,30123.082694027275,29617.187016206095,30175.189948842857,29565.079761390512,6
2026-07-06 00:41:00-04:00,2026-07-06 00:42:00-04:00,29870.06219046838,29954.337062812087,29785.787318124672,30006.418933920497,29733.705447016262,30038.611935155794,29701.512445780965,30090.693806264204,29649.430574672555,30122.8868074995,29617.237573437258,30174.96867860791,29565.155702328848,6
2026-07-06 00:42:00-04:00,2026-07-06 00:43:00-04:00,29870.004078906313,29954.23648536649,29785.771672446135,30006.292112558884,29733.716045253743,30038.468891826673,29701.539265985954,30090.52451901906,29649.483638793565,30122.70129828685,29617.306859525776,30174.75692547924,29565.251232333387,6
2026-07-06 00:43:00-04:00,2026-07-06 00:44:00-04:00,29869.950021616696,29954.134527132286,29785.765516101106,30006.16055154092,29733.73949169247,30038.319032647876,29701.581010585516,30090.34505705651,29649.55498617688,30122.503538163466,29617.396505069926,30174.5295625721,29565.37048066129,6
2026-07-06 00:44:00-04:00,2026-07-06 00:45:00-04:00,29869.89709846434,29954.03808649168,29785.756110436996,30006.03721709258,29733.756979836096,30038.179074519026,29701.61512240965,30090.178205119926,29649.61599180875,30122.32006254637,29617.474134382308,30174.31919314727,29565.47500378141,6
2026-07-06 00:45:00-04:00,2026-07-06 00:46:00-04:00,29869.850234295773,29953.957634904917,29785.74283368663,30005.936008481367,29733.76446011018,30038.065035514057,29701.63543307749,30090.043409090507,29649.657059501038,30122.1724361232,29617.528032468344,30174.15080969965,29565.549658891894,6
2026-07-06 00:46:00-04:00,2026-07-06 00:47:00-04:00,29869.83030887356,29953.923791048353,29785.736826698765,30005.89356303238,29733.76705471474,30038.01727322315,29701.643344523967,30089.987045207174,29649.673572539945,30122.110755397945,29617.549862349173,30174.08052738197,29565.580090365147,6
2026-07-06 00:47:00-04:00,2026-07-06 00:48:00-04:00,29869.814847708345,29953.899624531463,29785.730070885227,30005.864016608153,29733.765678808537,30037.984401354584,29701.645294062106,30089.94879343127,29649.68090198542,30122.069178177702,29617.560517238988,30174.03357025439,29565.5961251623,6
2026-07-06 00:48:00-04:00,2026-07-06 00:49:00-04:00,29869.772809528797,29953.8335690041,29785.712050053495,30005.783118359835,29733.762500697758,30037.8943284794,29701.651290578193,30089.843877835137,29649.701741222456,30121.955087954702,29617.59053110289,30173.90463731044,29565.640981747154,6
2026-07-06 00:49:00-04:00,2026-07-06 00:50:00-04:00,29869.747286064325,29953.79215185011,29785.70242027854,30005.731878905724,29733.762693222925,30037.837017635895,29701.657554492755,30089.77674469151,29649.71782743714,30121.88188342168,29617.61268870697,30173.821610477295,29565.672961651355,6
2026-07-06 00:50:00-04:00,2026-07-06 00:51:00-04:00,29869.697343651955,29953.717723239948,29785.67696406396,30005.642317825328,29733.75236947858,30037.73810282794,29701.656584475968,30089.66269741332,29649.731989890588,30121.758482415935,29617.636204887975,30173.683077001315,29565.711610302595,6
2026-07-06 00:51:00-04:00,2026-07-06 00:52:00-04:00,29869.657191098213,29953.65721018376,29785.657172012667,30005.56922197863,29733.745160217797,30037.657229269305,29701.65715292712,30089.569241064175,29649.74514113225,30121.657248354855,29617.65713384157,30173.56926014972,29565.745122046705,6
2026-07-06 00:52:00-04:00,2026-07-06 00:53:00-04:00,29869.644658742225,29953.63761152215,29785.6517059623,30005.54525634014,29733.74406114431,30037.630564302075,29701.658753182375,30089.538209120066,29649.751108364384,30121.623517082,29617.66580040245,30173.53116189999,29565.75815558446,6
2026-07-06 00:53:00-04:00,2026-07-06 00:54:00-04:00,29869.605459810104,29953.571137870626,29785.63978174958,30005.461926912027,29733.74899270818,30037.536815931147,29701.67410368906,30089.42760497255,29649.78331464766,30121.502493991666,29617.70842562854,30173.39328303307,29565.817636587137,6
2026-07-06 00:54:00-04:00,2026-07-06 00:55:00-04:00,29869.54854370806,29953.473368246065,29785.623719170057,30005.33890981055,29733.75817760557,30037.39819278407,29701.698894632053,30089.263734348555,29649.833353067566,30121.323017322073,29617.77407009405,30173.188558886555,29565.908528529566,6
2026-07-06 00:55:00-04:00,2026-07-06 00:56:00-04:00,29869.52393491832,29953.427119467502,29785.62075036914,30005.279287518897,29733.768582317745,30037.330304016683,29701.71756581996,30089.182472068074,29649.865397768568,30121.233488565864,29617.81438127078,30173.085656617255,29565.962213219387,6
2026-07-06 00:56:00-04:00,2026-07-06 00:57:00-04:00,29869.485563378927,29953.34837736426,29785.622749393595,30005.175596407193,29733.79553035066,30037.211191349586,29701.759935408267,30089.03841039252,29649.932716365332,30121.07400533492,29617.897121422935,30172.901224377852,29566.06990238,6
2026-07-06 00:57:00-04:00,2026-07-06 00:58:00-04:00,29869.450443946465,29953.283039594142,29785.61784829879,30005.09158370441,29733.809304188522,30037.115635241822,29701.78525265111,30088.92417935209,29649.976708540842,30120.9482308895,29617.952657003432,30172.756774999765,29566.144112893166,6
2026-07-06 00:58:00-04:00,2026-07-06 00:59:00-04:00,29869.4220438796,29953.233148341635,29785.610939417566,30005.02841089917,29733.81567686003,30037.044252803666,29701.799834955535,30088.839515361204,29650.004572397997,30120.8553572657,29617.9887304935,30172.65061982324,29566.193467935962,6
2026-07-06 00:59:00-04:00,2026-07-06 01:00:00-04:00,29869.400881281756,29953.19718884664,29785.60457371687,30004.98330692174,29733.818455641773,30036.993496411524,29701.808266151987,30088.779614486622,29650.02214807689,30120.789803976408,29618.011958587103,30172.575922051503,29566.22584051201,6
2026-07-06 01:00:00-04:00,2026-07-06 01:01:00-04:00,29869.37417697727,29953.15370256198,29785.594651392563,30004.929449373332,29733.81890458121,30036.93322814669,29701.815125807854,30088.70897495804,29650.039378996502,30120.712753731397,29618.035600223146,30172.48850054275,29566.259853411793,6
2026-07-06 01:01:00-04:00,2026-07-06 01:02:00-04:00,29869.340217679393,29953.10336796241,29785.577067396378,30004.868994837314,29733.811440521473,30036.866518245424,29701.813917113363,30088.632145120326,29650.04829023846,30120.62966852844,29618.050766830347,30172.39529540334,29566.285139955446,6
2026-07-06 01:02:00-04:00,2026-07-06 01:03:00-04:00,29869.278134317192,29953.02007479783,29785.536193836553,30004.772594014867,29733.783674619517,30036.76201527847,29701.794253355914,30088.5145344955,29650.041734138882,30120.503955759108,29618.052312875276,30172.25647497614,29566.299793658243,6
2026-07-06 01:03:00-04:00,2026-07-06 01:04:00-04:00,29869.206810211006,29952.930012393255,29785.483608028757,30004.670951341883,29733.74266908013,30036.653214575505,29701.760405846508,30088.394153524132,29650.01946689788,30120.37641675775,29618.037203664262,30172.11735570638,29566.29626471563,6
2026-07-06 01:04:00-04:00,2026-07-06 01:05:00-04:00,29869.116939234897,29952.82705824888,29785.406820220913,30004.559911799523,29733.67396667027,30036.537177262864,29701.69670120693,30088.270030813506,29649.963847656287,30120.247296276848,29617.986582192945,30171.98014982749,29566.253728642303,6
2026-07-06 01:05:00-04:00,2026-07-06 01:06:00-04:00,29869.081315044383,29952.78289666716,29785.379733421607,30004.510474110033,29733.652155978732,30036.484478289934,29701.67815179883,30088.212055732813,29649.950574355953,30120.18605991271,29617.976570176055,30171.91363735559,29566.248992733177,6
2026-07-06 01:06:00-04:00,2026-07-06 01:07:00-04:00,29869.00727088588,29952.689399465195,29785.325142306563,30004.404954927213,29733.609586844545,30036.37152804451,29701.643013727247,30088.08708350653,29649.92745826523,30120.053656623826,29617.96088514793,30171.769212085845,29566.245329685913,6
2026-07-06 01:07:00-04:00,2026-07-06 01:08:00-04:00,29868.965048250786,29952.62892493432,29785.30117156725,30004.333200724745,29733.596895776827,30036.292801617856,29701.637294883716,30087.99707740828,29649.933019093292,30119.95667830139,29617.97341820018,30171.660954091818,29566.269142409754,6
2026-07-06 01:08:00-04:00,2026-07-06 01:09:00-04:00,29868.897207981445,29952.537940413597,29785.256475549293,30004.227913056668,29733.566502906222,30036.178672845752,29701.615743117138,30087.868645488823,29649.925770474067,30119.819405277904,29617.975010684986,30171.509377920975,29566.285038041915,6
2026-07-06 01:09:00-04:00,2026-07-06 01:10:00-04:00,29868.85518235153,29952.486384311105,29785.223980391955,30004.17046712212,29733.53989758094,30036.11758627068,29701.59277843238,30087.801669081695,29649.908695621365,30119.748788230252,29617.961576472808,30171.43287104127,29566.27749366179,6
2026-07-06 01:10:00-04:00,2026-07-06 01:11:00-04:00,29868.80770417433,29952.422290964114,29785.193117384548,30004.0961056002,29733.51930274846,30036.036877753897,29701.578530594765,30087.710692389985,29649.904715958677,30119.651464543684,29617.963943804978,30171.325279179768,29566.290129168894,6
2026-07-06 01:11:00-04:00,2026-07-06 01:12:00-04:00,29868.77459556165,29952.370735346198,29785.1784557771,30004.033149733048,29733.51604139025,30035.966875130747,29701.58231599255,30087.629289517597,29649.9199016057,30119.563014915293,29617.986176208004,30171.225429302147,29566.32376182115,6
2026-07-06 01:12:00-04:00,2026-07-06 01:13:00-04:00,29868.757969260747,29952.34658779067,29785.169350730823,30004.004354042165,29733.51158447933,30035.935206320595,29701.5807322009,30087.59297257209,29649.922965949405,30119.523824850523,29617.99211367097,30171.181591102017,29566.334347419477,6
2026-07-06 01:13:00-04:00,2026-07-06 01:14:00-04:00,29868.72713658147,29952.306832731323,29785.147440431618,30003.95908495193,29733.49518821101,30035.886528881172,29701.56774428177,30087.53878110178,29649.91549206116,30119.466225031025,29617.988048131916,30171.11847725163,29566.33579591131,6
2026-07-06 01:14:00-04:00,2026-07-06 01:15:00-04:00,29868.715036068614,29952.291143267663,29785.138928869565,30003.941177516674,29733.488894620554,30035.86725046671,29701.56282167052,30087.51728471572,29649.91278742151,30119.443357665758,29617.98671447147,30171.09339191477,29566.33668022246,6
2026-07-06 01:15:00-04:00,2026-07-06 01:16:00-04:00,29868.675797668177,29952.238913523386,29785.112681812967,30003.880919121908,29733.470676214445,30035.8020293786,29701.549565957754,30087.444034977118,29649.907560359236,30119.36514523381,29617.986450102544,30171.00715083233,29566.344444504022,6
2026-07-06 01:16:00-04:00,2026-07-06 01:17:00-04:00,29868.645131395537,29952.194991442342,29785.09527134873,30003.82880495127,29733.461457839803,30035.74485148915,29701.545411301922,30087.37866499808,29649.911597792994,30119.294711535957,29617.995551255117,30170.928525044885,29566.36173774619,6
2026-07-06 01:17:00-04:00,2026-07-06 01:18:00-04:00,29868.63276260129,29952.17780951515,29785.08771568743,30003.808648507915,29733.456876694665,30035.722856429013,29701.542668773567,30087.353695421778,29649.9118297808,30119.267903342872,29617.997621859708,30170.898742335638,29566.366782866942,6
2026-07-06 01:18:00-04:00,2026-07-06 01:19:00-04:00,29868.618238728686,29952.157856312562,29785.07862114481,30003.7853399794,29733.451137477972,30035.69747389644,29701.53900356093,30087.324957563276,29649.911519894096,30119.237091480318,29617.999385977055,30170.864575147152,29566.37190231022,6
2026-07-06 01:19:00-04:00,2026-07-06 01:20:00-04:00,29868.602858238075,29952.13624140796,29785.06947506819,30003.759872206945,29733.445844269205,30035.66962457784,29701.53609189831,30087.29325537683,29649.91246109932,30119.203007747725,29618.002708728425,30170.82663854671,29566.37907792944,6
2026-07-06 01:20:00-04:00,2026-07-06 01:21:00-04:00,29868.55501071354,29952.074518443405,29785.035502983672,30003.68957422046,29733.420447206616,30035.594026173272,29701.515995253805,30087.20908195033,29649.90093947675,30119.11353390314,29617.99648752394,30170.728589680195,29566.381431746882,6
2026-07-06 01:21:00-04:00,2026-07-06 01:22:00-04:00,29868.46249180899,29951.972454684932,29784.95252893305,30003.581611742262,29733.34337187572,30035.48241756087,29701.44256605711,30087.0915746182,29649.83340899978,30118.99238043681,29617.93260318117,30170.60153749414,29566.32344612384,6
2026-07-06 01:22:00-04:00,2026-07-06 01:23:00-04:00,29868.372524593262,29951.880481228665,29784.86456795786,30003.48839842935,29733.256650757176,30035.388437864072,29701.35661132245,30086.99635506475,29649.748694121772,30118.896394499476,29617.848654687048,30170.504311700155,29566.24073748637,6
2026-07-06 01:23:00-04:00,2026-07-06 01:24:00-04:00,29868.270315410806,29951.77355172754,29784.767079094072,30003.378551771282,29733.16207905033,30035.276788044277,29701.263842777335,30086.88178808802,29649.658842733592,30118.78002436101,29617.7606064606,30170.385024404753,29566.155606416858,6
2026-07-06 01:24:00-04:00,2026-07-06 01:25:00-04:00,29868.1690924496,29951.670453540195,29784.667731359004,30003.27429469418,29733.06389020502,30035.171814630787,29701.166370268413,30086.775655784775,29649.562529114424,30118.673175721382,29617.665009177817,30170.27701687537,29566.06116802383,6
2026-07-06 01:25:00-04:00,2026-07-06 01:26:00-04:00,29868.054483628057,29951.555194208766,29784.553773047348,30003.158633347644,29732.95033390847,30035.055904789475,29701.05306246664,30086.659343928353,29649.44962332776,30118.556615370184,29617.55235188593,30170.160054509062,29565.94891274705,6
2026-07-06 01:26:00-04:00,2026-07-06 01:27:00-04:00,29867.99933903533,29951.49589437188,29784.50278369878,30003.09676556987,29732.90191250079,30034.992449708436,29701.006228362225,30086.593320906424,29649.405357164236,30118.489005044987,29617.509673025674,30170.089876242975,29565.908801827685,6
2026-07-06 01:27:00-04:00,2026-07-06 01:28:00-04:00,29867.937755912324,29951.434597132622,29784.440914692026,30003.035645006767,29732.83986681788,30034.93143835292,29700.94407347173,30086.532486227065,29649.343025597584,30118.428279573218,29617.44723225143,30170.029327447362,29565.846184377286,6
2026-07-06 01:28:00-04:00,2026-07-06 01:29:00-04:00,29867.895852846585,29951.394093894276,29784.397611798893,30002.99600686175,29732.795698831418,30034.89233494197,29700.899370751198,30086.494247909442,29649.297457783727,30118.390575989662,29617.401129703507,30169.992488957138,29565.79921673603,6
2026-07-06 01:29:00-04:00,2026-07-06 01:30:00-04:00,29867.803927426598,29951.313830029067,29784.29402482413,30002.922949837393,29732.6849050158,30034.82373263154,29700.784122221656,30086.432852439862,29649.175002413333,30118.33363523401,29617.274219619187,30169.942755042335,29565.66509981086,6
2026-07-06 01:30:00-04:00,2026-07-06 01:31:00-04:00,29867.63239051403,29951.180703713864,29784.084077314197,30002.81356127136,29732.451219756702,30034.729016913698,29700.535764114364,30086.361874471193,29648.90290655687,30118.27733011353,29616.98745091453,30169.910187671027,29565.354593357035,6
2026-07-06 01:31:00-04:00,2026-07-06 01:32:00-04:00,29867.563382974895,29951.129332697485,29783.997433252305,30002.773089626044,29732.353676323746,30034.69528242007,29700.43148352972,30086.339039348633,29648.787726601156,30118.26123214266,29616.86553380713,30169.90498907122,29565.22177687857,6
2026-07-06 01:32:00-04:00,2026-07-06 01:33:00-04:00,29867.505639618976,29951.083575604756,29783.927703633195,30002.73474004397,29732.276539193983,30034.661511590537,29700.349767647414,30086.31267602975,29648.698603208202,30118.239447576318,29616.771831661634,30169.89061201553,29565.12066722242,6
2026-07-06 01:33:00-04:00,2026-07-06 01:34:00-04:00,29867.441377928575,29951.034655928688,29783.848099928462,30002.69530173276,29732.18745412439,30034.627933928805,29700.254821928345,30086.288579732874,29648.594176124276,30118.221211928918,29616.661543928232,30169.881857732988,29565.000898124163,6
2026-07-06 01:34:00-04:00,2026-07-06 01:35:00-04:00,29867.361784099758,29950.97772681375,29783.745841385764,30002.652379411,29732.071188788515,30034.593669527745,29700.12989867177,30086.268322124994,29648.45524607452,30118.20961224174,29616.513955957776,30169.884264838987,29564.839303360528,6
2026-07-06 01:35:00-04:00,2026-07-06 01:36:00-04:00,29867.257509991516,29950.899219669027,29783.615800314004,30002.589796249733,29731.9252237333,30034.54092934654,29699.97409063649,30086.231505927244,29648.283514055787,30118.182639024053,29616.33238095898,30169.87321560476,29564.641804378272,6
2026-07-06 01:36:00-04:00,2026-07-06 01:37:00-04:00,29867.17104265421,29950.827284773302,29783.514800535115,30002.526842402902,29731.815242905515,30034.483526892396,29699.85855841602,30086.183084522,29648.159000786418,30118.139769011494,29616.202316296924,30169.839326641093,29564.502758667324,6
2026-07-06 01:37:00-04:00,2026-07-06 01:38:00-04:00,29867.083298814803,29950.7459995975,29783.420598032106,30002.449548681212,29731.717048948394,30034.4087003802,29699.757897249405,30086.11224946391,29648.054348165697,30118.0714011629,29616.095196466707,30169.774950246607,29564.391647383,6
