episode_id,origin_family,origin_subtype,start_timestamp,segment_id,n_branches
GEP-001553,liquidity,SWING_HIGH_BREAK,2025-07-14 00:19:00-04:00,0,5
GEP-001554,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 00:19:00-04:00,0,3
GEP-001555,liquidity,SWING_LOW_BREAK,2025-07-14 00:21:00-04:00,0,5
GEP-001556,liquidity,SWING_HIGH_BREAK,2025-07-14 00:22:00-04:00,0,5
GEP-001557,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:24:00-04:00,0,3
GEP-001558,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:24:00-04:00,0,3
GEP-001559,fvg,BEARISH_FVG_FORMED,2025-07-14 00:25:00-04:00,0,7
GEP-001560,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:25:00-04:00,0,3
GEP-001561,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:25:00-04:00,0,3
GEP-001562,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:27:00-04:00,0,3
GEP-001563,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:27:00-04:00,0,3
GEP-001564,liquidity,SWING_LOW_BREAK,2025-07-14 00:31:00-04:00,0,5
GEP-001565,fvg,BULLISH_FVG_FORMED,2025-07-14 00:32:00-04:00,0,5
GEP-001566,liquidity,SWING_HIGH_BREAK,2025-07-14 00:35:00-04:00,0,5
GEP-001567,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 00:35:00-04:00,0,5
GEP-001568,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:35:00-04:00,0,3
GEP-001569,liquidity,SWING_LOW_BREAK,2025-07-14 00:36:00-04:00,0,5
GEP-001570,liquidity,SWING_LOW_SWEEP_BELOW,2025-07-14 00:40:00-04:00,0,5
GEP-001571,liquidity,SWING_HIGH_BREAK,2025-07-14 00:41:00-04:00,0,5
GEP-001572,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 00:41:00-04:00,0,5
GEP-001573,liquidity,SWING_LOW_BREAK,2025-07-14 00:43:00-04:00,0,5
GEP-001574,liquidity,EQUAL_LOWS_BREAK,2025-07-14 00:43:00-04:00,0,5
GEP-001575,liquidity,SWING_LOW_BREAK,2025-07-14 00:44:00-04:00,0,5
GEP-001576,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:46:00-04:00,0,3
GEP-001577,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:46:00-04:00,0,3
GEP-001578,fvg,BEARISH_FVG_FORMED,2025-07-14 00:47:00-04:00,0,7
GEP-001579,liquidity,SWING_HIGH_BREAK,2025-07-14 00:47:00-04:00,0,5
GEP-001580,liquidity,SWING_LOW_SWEEP_BELOW,2025-07-14 00:49:00-04:00,0,5
GEP-001581,liquidity,EQUAL_LOWS_BREAK,2025-07-14 00:50:00-04:00,0,5
GEP-001582,fvg,BULLISH_FVG_FORMED,2025-07-14 00:51:00-04:00,0,5
GEP-001583,liquidity,SWING_LOW_BREAK,2025-07-14 00:52:00-04:00,0,5
GEP-001584,fvg,BEARISH_FVG_FORMED,2025-07-14 00:53:00-04:00,0,5
GEP-001585,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 00:53:00-04:00,0,3
GEP-001586,liquidity,SWING_HIGH_BREAK,2025-07-14 00:54:00-04:00,0,5
GEP-001587,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 00:55:00-04:00,0,3
GEP-001588,liquidity,SWING_LOW_SWEEP_BELOW,2025-07-14 00:57:00-04:00,0,5
GEP-001589,liquidity,EQUAL_LOWS_BREAK,2025-07-14 00:57:00-04:00,0,5
GEP-001590,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 01:00:00-04:00,0,3
GEP-001591,fvg,BULLISH_FVG_FORMED,2025-07-14 01:01:00-04:00,0,5
GEP-001592,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 01:01:00-04:00,0,3
GEP-001593,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 01:03:00-04:00,0,3
GEP-001594,liquidity,SWING_LOW_BREAK,2025-07-14 01:03:00-04:00,0,5
GEP-001595,fvg,BULLISH_FVG_FORMED,2025-07-14 01:04:00-04:00,0,7
GEP-001596,liquidity,SWING_HIGH_BREAK,2025-07-14 01:04:00-04:00,0,5
GEP-001597,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 01:04:00-04:00,0,3
GEP-001598,fvg,BULLISH_FVG_FORMED,2025-07-14 01:05:00-04:00,0,7
GEP-001599,liquidity,SWING_LOW_BREAK,2025-07-14 01:05:00-04:00,0,5
GEP-001600,liquidity,EQUAL_LOWS_BREAK,2025-07-14 01:05:00-04:00,0,5
GEP-001601,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 01:08:00-04:00,0,3
GEP-001602,fvg,BEARISH_FVG_FORMED,2025-07-14 01:10:00-04:00,0,5
GEP-001603,liquidity,SWING_LOW_BREAK,2025-07-14 01:10:00-04:00,0,5
GEP-001604,liquidity,EQUAL_LOWS_BREAK,2025-07-14 01:10:00-04:00,0,5
GEP-001605,fvg,BEARISH_FVG_FORMED,2025-07-14 01:11:00-04:00,0,5
GEP-001606,liquidity,SWING_HIGH_BREAK,2025-07-14 01:11:00-04:00,0,5
GEP-001607,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 01:11:00-04:00,0,5
GEP-001608,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:11:00-04:00,0,3
GEP-001609,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 01:13:00-04:00,0,3
GEP-001610,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 01:13:00-04:00,0,3
GEP-001611,liquidity,SWING_LOW_BREAK,2025-07-14 01:15:00-04:00,0,5
GEP-001612,liquidity,SWING_HIGH_BREAK,2025-07-14 01:16:00-04:00,0,5
GEP-001613,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 01:16:00-04:00,0,5
GEP-001614,fvg,BEARISH_FVG_FORMED,2025-07-14 01:17:00-04:00,0,7
GEP-001615,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:17:00-04:00,0,3
GEP-001616,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:17:00-04:00,0,3
GEP-001617,fvg,BEARISH_FVG_FORMED,2025-07-14 01:18:00-04:00,0,7
GEP-001618,liquidity,SWING_LOW_BREAK,2025-07-14 01:22:00-04:00,0,5
GEP-001619,fvg,BEARISH_FVG_FORMED,2025-07-14 01:23:00-04:00,0,5
GEP-001620,liquidity,SWING_HIGH_BREAK,2025-07-14 01:23:00-04:00,0,5
GEP-001621,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 01:23:00-04:00,0,5
GEP-001622,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 01:24:00-04:00,0,3
GEP-001623,fvg,BULLISH_FVG_FORMED,2025-07-14 01:25:00-04:00,0,5
GEP-001624,liquidity,SWING_LOW_BREAK,2025-07-14 01:26:00-04:00,0,5
GEP-001625,liquidity,EQUAL_LOWS_BREAK,2025-07-14 01:26:00-04:00,0,5
GEP-001626,liquidity,SWING_HIGH_SWEEP_ABOVE,2025-07-14 01:27:00-04:00,0,5
GEP-001627,liquidity,SWING_HIGH_BREAK,2025-07-14 01:30:00-04:00,0,5
GEP-001628,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 01:30:00-04:00,0,3
GEP-001629,rejection_block,BEARISH_RB_CONFIRMED,2025-07-14 01:31:00-04:00,0,3
GEP-001630,liquidity,SWING_LOW_BREAK,2025-07-14 01:31:00-04:00,0,5
GEP-001631,liquidity,EQUAL_HIGHS_SWEEP_ABOVE,2025-07-14 01:31:00-04:00,0,5
GEP-001632,fvg,BULLISH_FVG_FORMED,2025-07-14 01:33:00-04:00,0,5
GEP-001633,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 01:33:00-04:00,0,3
GEP-001634,fvg,BULLISH_FVG_FORMED,2025-07-14 01:34:00-04:00,0,5
GEP-001635,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:35:00-04:00,0,3
GEP-001636,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:35:00-04:00,0,3
GEP-001637,fvg,BEARISH_FVG_FORMED,2025-07-14 01:36:00-04:00,0,5
GEP-001638,liquidity,SWING_HIGH_BREAK,2025-07-14 01:36:00-04:00,0,5
GEP-001639,fvg,BEARISH_FVG_FORMED,2025-07-14 01:37:00-04:00,0,5
GEP-001640,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:39:00-04:00,0,3
GEP-001641,fvg,BEARISH_FVG_FORMED,2025-07-14 01:40:00-04:00,0,7
GEP-001642,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:41:00-04:00,0,3
GEP-001643,fvg,BEARISH_FVG_FORMED,2025-07-14 01:45:00-04:00,0,5
GEP-001644,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:45:00-04:00,0,3
GEP-001645,fvg,BEARISH_FVG_FORMED,2025-07-14 01:46:00-04:00,0,5
GEP-001646,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:46:00-04:00,0,3
GEP-001647,fvg,BEARISH_FVG_FORMED,2025-07-14 01:47:00-04:00,0,7
GEP-001648,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:47:00-04:00,0,3
GEP-001649,fvg,BEARISH_FVG_FORMED,2025-07-14 01:48:00-04:00,0,7
GEP-001650,fvg,BEARISH_FVG_FORMED,2025-07-14 01:49:00-04:00,0,7
GEP-001651,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 01:49:00-04:00,0,3
GEP-001652,fvg,BEARISH_FVG_FORMED,2025-07-14 01:50:00-04:00,0,7
GEP-001653,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 01:53:00-04:00,0,3
GEP-001654,liquidity,SWING_LOW_BREAK,2025-07-14 01:55:00-04:00,0,5
GEP-001655,liquidity,SWING_HIGH_SWEEP_ABOVE,2025-07-14 01:56:00-04:00,0,5
GEP-001656,liquidity,EQUAL_HIGHS_SWEEP_ABOVE,2025-07-14 01:56:00-04:00,0,5
GEP-001657,rejection_block,BEARISH_RB_CONFIRMED,2025-07-14 01:57:00-04:00,0,3
GEP-001658,liquidity,SWING_HIGH_BREAK,2025-07-14 01:59:00-04:00,0,5
GEP-001659,liquidity,SWING_LOW_SWEEP_BELOW,2025-07-14 02:00:00-04:00,0,5
GEP-001660,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 02:02:00-04:00,0,3
GEP-001661,fvg,BEARISH_FVG_FORMED,2025-07-14 02:03:00-04:00,0,7
GEP-001662,liquidity,SWING_HIGH_BREAK,2025-07-14 02:03:00-04:00,0,5
GEP-001663,fvg,BEARISH_FVG_FORMED,2025-07-14 02:04:00-04:00,0,7
GEP-001664,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 02:05:00-04:00,0,3
GEP-001665,fvg,BULLISH_FVG_FORMED,2025-07-14 02:06:00-04:00,0,7
GEP-001666,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 02:07:00-04:00,0,3
GEP-001667,fvg,BEARISH_FVG_FORMED,2025-07-14 02:08:00-04:00,0,7
GEP-001668,liquidity,SWING_LOW_BREAK,2025-07-14 02:08:00-04:00,0,5
GEP-001669,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 02:09:00-04:00,0,3
GEP-001670,liquidity,SWING_HIGH_BREAK,2025-07-14 02:09:00-04:00,0,5
GEP-001671,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 02:10:00-04:00,0,3
GEP-001672,liquidity,SWING_LOW_BREAK,2025-07-14 02:11:00-04:00,0,5
GEP-001673,liquidity,EQUAL_LOWS_BREAK,2025-07-14 02:11:00-04:00,0,5
GEP-001674,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 02:14:00-04:00,0,3
GEP-001675,liquidity,SWING_LOW_BREAK,2025-07-14 02:16:00-04:00,0,5
GEP-001676,fvg,BULLISH_FVG_FORMED,2025-07-14 02:18:00-04:00,0,7
GEP-001677,liquidity,SWING_HIGH_BREAK,2025-07-14 02:18:00-04:00,0,5
GEP-001678,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 02:18:00-04:00,0,3
GEP-001679,fvg,BULLISH_FVG_FORMED,2025-07-14 02:19:00-04:00,0,7
GEP-001680,liquidity,SWING_LOW_BREAK,2025-07-14 02:20:00-04:00,0,5
GEP-001681,liquidity,EQUAL_LOWS_BREAK,2025-07-14 02:20:00-04:00,0,5
GEP-001682,rejection_block,BEARISH_RB_CONFIRMED,2025-07-14 02:21:00-04:00,0,3
GEP-001683,rejection_block,BEARISH_RB_CONFIRMED,2025-07-14 02:23:00-04:00,0,3
GEP-001684,liquidity,SWING_HIGH_BREAK,2025-07-14 02:23:00-04:00,0,5
GEP-001685,liquidity,SWING_HIGH_BREAK,2025-07-14 02:24:00-04:00,0,5
GEP-001686,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 02:24:00-04:00,0,5
GEP-001687,liquidity,SWING_LOW_BREAK,2025-07-14 02:25:00-04:00,0,5
GEP-001688,liquidity,EQUAL_LOWS_BREAK,2025-07-14 02:25:00-04:00,0,5
GEP-001689,fvg,BULLISH_FVG_FORMED,2025-07-14 02:26:00-04:00,0,5
GEP-001690,liquidity,SWING_HIGH_BREAK,2025-07-14 02:30:00-04:00,0,5
GEP-001691,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 02:30:00-04:00,0,5
GEP-001692,fvg,BEARISH_FVG_FORMED,2025-07-14 02:31:00-04:00,0,5
GEP-001693,liquidity,SWING_HIGH_BREAK,2025-07-14 02:33:00-04:00,0,5
GEP-001694,liquidity,SWING_LOW_BREAK,2025-07-14 02:35:00-04:00,0,5
GEP-001695,liquidity,EQUAL_LOWS_BREAK,2025-07-14 02:35:00-04:00,0,5
GEP-001696,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 02:35:00-04:00,0,3
GEP-001697,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 02:36:00-04:00,0,3
GEP-001698,fvg,BULLISH_FVG_FORMED,2025-07-14 02:37:00-04:00,0,5
GEP-001699,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 02:37:00-04:00,0,3
GEP-001700,fvg,BULLISH_FVG_FORMED,2025-07-14 02:38:00-04:00,0,5
GEP-001701,fvg,BULLISH_FVG_FORMED,2025-07-14 02:39:00-04:00,0,5
GEP-001702,rejection_block,BEARISH_RB_CONFIRMED,2025-07-14 02:40:00-04:00,0,3
GEP-001703,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 02:41:00-04:00,0,3
GEP-001704,fvg,BEARISH_FVG_FORMED,2025-07-14 02:42:00-04:00,0,5
GEP-001705,liquidity,SWING_HIGH_BREAK,2025-07-14 02:42:00-04:00,0,5
GEP-001706,liquidity,SWING_LOW_SWEEP_BELOW,2025-07-14 02:46:00-04:00,0,5
GEP-001707,liquidity,EQUAL_LOWS_SWEEP_BELOW,2025-07-14 02:46:00-04:00,0,5
GEP-001708,fvg,BEARISH_FVG_FORMED,2025-07-14 02:47:00-04:00,0,5
GEP-001709,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 02:48:00-04:00,0,3
GEP-001710,liquidity,SWING_HIGH_SWEEP_ABOVE,2025-07-14 02:48:00-04:00,0,5
GEP-001711,liquidity,EQUAL_HIGHS_SWEEP_ABOVE,2025-07-14 02:48:00-04:00,0,5
GEP-001712,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 02:48:00-04:00,0,3
GEP-001713,fvg,BULLISH_FVG_FORMED,2025-07-14 02:49:00-04:00,0,5
GEP-001714,liquidity,SWING_LOW_BREAK,2025-07-14 02:49:00-04:00,0,5
GEP-001715,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 02:52:00-04:00,0,3
GEP-001716,liquidity,SWING_HIGH_BREAK,2025-07-14 02:53:00-04:00,0,5
GEP-001717,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 02:55:00-04:00,0,3
GEP-001718,liquidity,SWING_LOW_BREAK,2025-07-14 02:55:00-04:00,0,5
GEP-001719,liquidity,SWING_LOW_BREAK,2025-07-14 02:58:00-04:00,0,5
GEP-001720,liquidity,EQUAL_LOWS_BREAK,2025-07-14 02:58:00-04:00,0,5
GEP-001721,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 02:58:00-04:00,0,3
GEP-001722,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 02:58:00-04:00,0,3
GEP-001723,liquidity,SWING_HIGH_BREAK,2025-07-14 02:59:00-04:00,0,5
GEP-001724,time_anchor,ANCHOR_LONDON_OPEN_SWEEP,2025-07-14 03:01:00-04:00,0,6
GEP-001725,liquidity,SWING_LOW_BREAK,2025-07-14 03:01:00-04:00,0,5
GEP-001726,liquidity,EQUAL_LOWS_BREAK,2025-07-14 03:01:00-04:00,0,5
GEP-001727,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:01:00-04:00,0,3
GEP-001728,rejection_block,BEARISH_RB_CONFIRMED,2025-07-14 03:02:00-04:00,0,3
GEP-001729,liquidity,SWING_HIGH_BREAK,2025-07-14 03:04:00-04:00,0,5
GEP-001730,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 03:07:00-04:00,0,3
GEP-001731,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 03:10:00-04:00,0,3
GEP-001732,fvg,BULLISH_FVG_FORMED,2025-07-14 03:11:00-04:00,0,7
GEP-001733,rejection_block,BEARISH_RB_CONFIRMED,2025-07-14 03:12:00-04:00,0,3
GEP-001734,liquidity,SWING_LOW_BREAK,2025-07-14 03:12:00-04:00,0,5
GEP-001735,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 03:12:00-04:00,0,3
GEP-001736,liquidity,SWING_HIGH_BREAK,2025-07-14 03:14:00-04:00,0,5
GEP-001737,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 03:14:00-04:00,0,5
GEP-001738,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 03:16:00-04:00,0,3
GEP-001739,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 03:16:00-04:00,0,3
GEP-001740,fvg,BEARISH_FVG_FORMED,2025-07-14 03:17:00-04:00,0,7
GEP-001741,liquidity,SWING_LOW_BREAK,2025-07-14 03:24:00-04:00,0,5
GEP-001742,liquidity,SWING_LOW_BREAK,2025-07-14 03:27:00-04:00,0,2
GEP-001743,liquidity,SWING_HIGH_SWEEP_ABOVE,2025-07-14 03:29:00-04:00,0,5
GEP-001744,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:30:00-04:00,0,3
GEP-001745,fvg,BULLISH_FVG_FORMED,2025-07-14 03:31:00-04:00,0,7
GEP-001746,fvg,BULLISH_FVG_FORMED,2025-07-14 03:33:00-04:00,0,7
GEP-001747,liquidity,SWING_HIGH_BREAK,2025-07-14 03:39:00-04:00,0,5
GEP-001748,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 03:39:00-04:00,0,5
GEP-001749,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:42:00-04:00,0,3
GEP-001750,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:42:00-04:00,0,3
GEP-001751,fvg,BULLISH_FVG_FORMED,2025-07-14 03:43:00-04:00,0,5
GEP-001752,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:43:00-04:00,0,3
GEP-001753,fvg,BULLISH_FVG_FORMED,2025-07-14 03:44:00-04:00,0,5
GEP-001754,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:44:00-04:00,0,3
GEP-001755,fvg,BULLISH_FVG_FORMED,2025-07-14 03:45:00-04:00,0,5
GEP-001756,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:49:00-04:00,0,3
GEP-001757,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:49:00-04:00,0,3
GEP-001758,fvg,BULLISH_FVG_FORMED,2025-07-14 03:50:00-04:00,0,5
GEP-001759,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:50:00-04:00,0,3
GEP-001760,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:50:00-04:00,0,3
GEP-001761,fvg,BULLISH_FVG_FORMED,2025-07-14 03:52:00-04:00,0,7
GEP-001762,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 03:52:00-04:00,0,3
GEP-001763,fvg,BULLISH_FVG_FORMED,2025-07-14 03:53:00-04:00,0,7
GEP-001764,liquidity,SWING_HIGH_BREAK,2025-07-14 03:56:00-04:00,0,5
GEP-001765,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 03:56:00-04:00,0,5
GEP-001766,fvg,BULLISH_FVG_FORMED,2025-07-14 03:57:00-04:00,0,7
GEP-001767,liquidity,SWING_HIGH_BREAK,2025-07-14 03:59:00-04:00,0,5
GEP-001768,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 04:00:00-04:00,0,3
GEP-001769,fvg,BEARISH_FVG_FORMED,2025-07-14 04:01:00-04:00,0,5
GEP-001770,liquidity,SWING_HIGH_BREAK,2025-07-14 04:03:00-04:00,0,5
GEP-001771,liquidity,SWING_LOW_SWEEP_BELOW,2025-07-14 04:03:00-04:00,0,5
GEP-001772,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 04:03:00-04:00,0,5
GEP-001773,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 04:05:00-04:00,0,3
GEP-001774,liquidity,SWING_LOW_BREAK,2025-07-14 04:10:00-04:00,0,5
GEP-001775,liquidity,EQUAL_LOWS_BREAK,2025-07-14 04:10:00-04:00,0,5
GEP-001776,liquidity,SWING_HIGH_SWEEP_ABOVE,2025-07-14 04:11:00-04:00,0,5
GEP-001777,liquidity,EQUAL_HIGHS_SWEEP_ABOVE,2025-07-14 04:11:00-04:00,0,5
GEP-001778,fvg,BULLISH_FVG_FORMED,2025-07-14 04:14:00-04:00,0,5
GEP-001779,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 04:14:00-04:00,0,3
GEP-001780,liquidity,SWING_LOW_BREAK,2025-07-14 04:15:00-04:00,0,5
GEP-001781,liquidity,EQUAL_LOWS_BREAK,2025-07-14 04:15:00-04:00,0,5
GEP-001782,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 04:16:00-04:00,0,3
GEP-001783,liquidity,SWING_HIGH_BREAK,2025-07-14 04:17:00-04:00,0,5
GEP-001784,liquidity,SWING_LOW_SWEEP_BELOW,2025-07-14 04:20:00-04:00,0,5
GEP-001785,liquidity,EQUAL_LOWS_SWEEP_BELOW,2025-07-14 04:20:00-04:00,0,5
GEP-001786,liquidity,SWING_LOW_BREAK,2025-07-14 04:23:00-04:00,0,5
GEP-001787,liquidity,EQUAL_LOWS_SWEEP_ABOVE,2025-07-14 04:24:00-04:00,0,5
GEP-001788,fvg,BEARISH_FVG_FORMED,2025-07-14 04:25:00-04:00,0,5
GEP-001789,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 04:25:00-04:00,0,3
GEP-001790,rejection_block,BULLISH_RB_CONFIRMED,2025-07-14 04:26:00-04:00,0,3
GEP-001791,fvg,BULLISH_FVG_FORMED,2025-07-14 04:27:00-04:00,0,5
GEP-001792,liquidity,SWING_LOW_BREAK,2025-07-14 04:28:00-04:00,0,5
GEP-001793,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 04:28:00-04:00,0,3
GEP-001794,fvg,BEARISH_FVG_FORMED,2025-07-14 04:29:00-04:00,0,5
GEP-001795,liquidity,SWING_HIGH_BREAK,2025-07-14 04:29:00-04:00,0,5
GEP-001796,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 04:31:00-04:00,0,3
GEP-001797,ifvg,BULLISH_IFVG_ACTIVATION,2025-07-14 04:31:00-04:00,0,3
GEP-001798,fvg,BULLISH_FVG_FORMED,2025-07-14 04:32:00-04:00,0,5
GEP-001799,liquidity,SWING_LOW_BREAK,2025-07-14 04:33:00-04:00,0,5
GEP-001800,fvg,BEARISH_FVG_FORMED,2025-07-14 04:34:00-04:00,0,5
GEP-001801,liquidity,SWING_HIGH_BREAK,2025-07-14 04:34:00-04:00,0,5
GEP-001802,liquidity,EQUAL_HIGHS_BREAK,2025-07-14 04:34:00-04:00,0,5
GEP-001803,ifvg,BEARISH_IFVG_ACTIVATION,2025-07-14 04:34:00-04:00,0,3
GEP-001804,liquidity,SWING_HIGH_BREAK,2025-07-14 04:36:00-04:00,0,5
GEP-001805,liquidity,SWING_LOW_BREAK,2025-07-14 04:37:00-04:00,0,5
