session,day,event_type,event_subtype
2025-07-13,2025-07-14,hist_level,PREV_RTH_HIGH_SWEEP_BELOW x6
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_ACCEPTANCE_ABOVE x5
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_ACCEPTANCE_BELOW x2
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_BREAK x1
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_CONTINUATION x7
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_EXACT_TOUCH x3
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_EXPIRY x1
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_FORMED x1
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_RECLAIM x14
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_REJECTION x11
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_REVISIT x27
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_SWEEP_ABOVE x5
2025-07-13,2025-07-14,hist_level,PREV_RTH_LOW_SWEEP_BELOW x6
2025-07-13,2025-07-14,ifvg,BEARISH_IFVG_ACTIVATION x114
2025-07-13,2025-07-14,ifvg,BEARISH_IFVG_EXPIRY x10
2025-07-13,2025-07-14,ifvg,BEARISH_IFVG_FIRST_TOUCH x114
2025-07-13,2025-07-14,ifvg,BEARISH_IFVG_REINVERSION x114
2025-07-13,2025-07-14,ifvg,BEARISH_IFVG_REJECTION x170
2025-07-13,2025-07-14,ifvg,BEARISH_IFVG_REVISIT x386
2025-07-13,2025-07-14,ifvg,BULLISH_IFVG_ACTIVATION x93
2025-07-13,2025-07-14,ifvg,BULLISH_IFVG_EXPIRY x5
2025-07-13,2025-07-14,ifvg,BULLISH_IFVG_FIRST_TOUCH x92
2025-07-13,2025-07-14,ifvg,BULLISH_IFVG_REINVERSION x89
2025-07-13,2025-07-14,ifvg,BULLISH_IFVG_REJECTION x178
2025-07-13,2025-07-14,ifvg,BULLISH_IFVG_REVISIT x323
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_ACCEPTANCE_ABOVE x522
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_ACCEPTANCE_BELOW x468
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_BREAK x64
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_CONFIRMED x64
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_CONTINUATION x839
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_EXACT_TOUCH x125
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_EXPIRY x61
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_FIRST_TOUCH x68
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_RECLAIM x1231
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_REJECTION x1167
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_REVISIT x2515
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_SWEEP_ABOVE x550
2025-07-13,2025-07-14,liquidity,EQUAL_HIGHS_SWEEP_BELOW x617
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_ACCEPTANCE_ABOVE x488
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_ACCEPTANCE_BELOW x351
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_BREAK x67
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_CONFIRMED x67
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_CONTINUATION x727
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_EXACT_TOUCH x123
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_EXPIRY x63
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_FIRST_TOUCH x63
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_RECLAIM x1036
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_REJECTION x988
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_REVISIT x2159
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_SWEEP_ABOVE x453
2025-07-13,2025-07-14,liquidity,EQUAL_LOWS_SWEEP_BELOW x535
2025-07-13,2025-07-14,liquidity,SWING_HIGH_ACCEPTANCE_ABOVE x1206
2025-07-13,2025-07-14,liquidity,SWING_HIGH_ACCEPTANCE_BELOW x1038
2025-07-13,2025-07-14,liquidity,SWING_HIGH_BREAK x149
2025-07-13,2025-07-14,liquidity,SWING_HIGH_CONFIRMED x148
2025-07-13,2025-07-14,liquidity,SWING_HIGH_CONTINUATION x1903
2025-07-13,2025-07-14,liquidity,SWING_HIGH_EXACT_TOUCH x626
2025-07-13,2025-07-14,liquidity,SWING_HIGH_EXPIRY x150
2025-07-13,2025-07-14,liquidity,SWING_HIGH_FIRST_TOUCH x161
2025-07-13,2025-07-14,liquidity,SWING_HIGH_RECLAIM x2928
2025-07-13,2025-07-14,liquidity,SWING_HIGH_REJECTION x2480
2025-07-13,2025-07-14,liquidity,SWING_HIGH_REVISIT x6003
2025-07-13,2025-07-14,liquidity,SWING_HIGH_SWEEP_ABOVE x1153
2025-07-13,2025-07-14,liquidity,SWING_HIGH_SWEEP_BELOW x1327
2025-07-13,2025-07-14,liquidity,SWING_LOW_ACCEPTANCE_ABOVE x1072
2025-07-13,2025-07-14,liquidity,SWING_LOW_ACCEPTANCE_BELOW x783
2025-07-13,2025-07-14,liquidity,SWING_LOW_BREAK x141
2025-07-13,2025-07-14,liquidity,SWING_LOW_CONFIRMED x141
2025-07-13,2025-07-14,liquidity,SWING_LOW_CONTINUATION x1600
2025-07-13,2025-07-14,liquidity,SWING_LOW_EXACT_TOUCH x491
2025-07-13,2025-07-14,liquidity,SWING_LOW_EXPIRY x157
2025-07-13,2025-07-14,liquidity,SWING_LOW_FIRST_TOUCH x136
2025-07-13,2025-07-14,liquidity,SWING_LOW_RECLAIM x2456
2025-07-13,2025-07-14,liquidity,SWING_LOW_REJECTION x2124
2025-07-13,2025-07-14,liquidity,SWING_LOW_REVISIT x5053
2025-07-13,2025-07-14,liquidity,SWING_LOW_SWEEP_ABOVE x974
2025-07-13,2025-07-14,liquidity,SWING_LOW_SWEEP_BELOW x1150
2025-07-13,2025-07-14,rejection_block,BEARISH_RB_CONFIRMED x37
2025-07-13,2025-07-14,rejection_block,BEARISH_RB_EXACT_TOUCH x13
2025-07-13,2025-07-14,rejection_block,BEARISH_RB_EXPIRY x4
2025-07-13,2025-07-14,rejection_block,BEARISH_RB_FAILURE x16
2025-07-13,2025-07-14,rejection_block,BEARISH_RB_FORMED x53
2025-07-13,2025-07-14,rejection_block,BEARISH_RB_INVALIDATION x36
2025-07-13,2025-07-14,rejection_block,BEARISH_RB_REJECTION x83
2025-07-13,2025-07-14,rejection_block,BEARISH_RB_REVISIT x189
2025-07-13,2025-07-14,rejection_block,BEARISH_RB_TAP x36
2025-07-13,2025-07-14,rejection_block,BULLISH_RB_CONFIRMED x44
2025-07-13,2025-07-14,rejection_block,BULLISH_RB_EXACT_TOUCH x20
2025-07-13,2025-07-14,rejection_block,BULLISH_RB_EXPIRY x1
2025-07-13,2025-07-14,rejection_block,BULLISH_RB_FAILURE x30
2025-07-13,2025-07-14,rejection_block,BULLISH_RB_FORMED x74
2025-07-13,2025-07-14,rejection_block,BULLISH_RB_INVALIDATION x38
2025-07-13,2025-07-14,rejection_block,BULLISH_RB_REJECTION x95
2025-07-13,2025-07-14,rejection_block,BULLISH_RB_REVISIT x191
2025-07-13,2025-07-14,rejection_block,BULLISH_RB_TAP x43
2025-07-13,2025-07-14,structure,BEARISH_EXPANSION x43
2025-07-13,2025-07-14,structure,BULLISH_EXPANSION x43
2025-07-13,2025-07-14,structure,COMPRESSION x2
2025-07-13,2025-07-14,structure,STRUCT_BREAK x2
2025-07-13,2025-07-14,structure,STRUCT_CONTINUATION x1
2025-07-13,2025-07-14,structure,STRUCT_FAILED_CONTINUATION x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_ACCEPTANCE_ABOVE x6
2025-07-13,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_ACCEPTANCE_BELOW x5
2025-07-13,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_CONTINUATION x8
2025-07-13,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_EXACT_TOUCH x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_RECLAIM x14
2025-07-13,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_REJECTION x14
2025-07-13,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_REVISIT x30
2025-07-13,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_SWEEP x14
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_ACCEPTANCE_ABOVE x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_ACCEPTANCE_BELOW x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_BREAK x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_CONTINUATION x2
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_EXACT_TOUCH x2
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_EXPIRY x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_FIRST_TOUCH x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_FORMED x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_RECLAIM x2
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_REJECTION x4
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_REVISIT x7
2025-07-13,2025-07-14,time_anchor,ANCHOR_LONDON_OPEN_SWEEP x4
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_ACCEPTANCE_ABOVE x9
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_ACCEPTANCE_BELOW x7
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_BREAK x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_CONTINUATION x13
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_EXACT_TOUCH x7
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_EXPIRY x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_FIRST_TOUCH x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_FORMED x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_RECLAIM x19
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_REJECTION x23
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_REVISIT x48
2025-07-13,2025-07-14,time_anchor,ANCHOR_MIDNIGHT_OPEN_SWEEP x23
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_ACCEPTANCE_ABOVE x7
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_ACCEPTANCE_BELOW x5
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_BREAK x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_CONTINUATION x10
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_EXPIRY x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_FIRST_TOUCH x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_FORMED x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_RECLAIM x13
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_REJECTION x16
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_REVISIT x28
2025-07-13,2025-07-14,time_anchor,ANCHOR_NY_SESSION_OPEN_SWEEP x16
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_ACCEPTANCE_ABOVE x6
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_ACCEPTANCE_BELOW x9
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_BREAK x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_CONTINUATION x14
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_EXACT_TOUCH x3
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_EXPIRY x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_FIRST_TOUCH x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_FORMED x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_RECLAIM x21
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_REJECTION x9
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_REVISIT x32
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0900_SWEEP x9
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_ACCEPTANCE_ABOVE x7
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_ACCEPTANCE_BELOW x5
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_BREAK x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_CONTINUATION x10
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_EXPIRY x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_FIRST_TOUCH x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_FORMED x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_RECLAIM x13
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_REJECTION x16
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_REVISIT x28
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_0930_SWEEP x16
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_ACCEPTANCE_ABOVE x4
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_ACCEPTANCE_BELOW x2
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_BREAK x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_CONTINUATION x5
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_EXPIRY x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_FIRST_TOUCH x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_FORMED x1
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_RECLAIM x5
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_REJECTION x7
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_REVISIT x13
2025-07-13,2025-07-14,time_anchor,ANCHOR_OPEN_1000_SWEEP x7
2025-07-13,2025-07-14,vwap,VWAP_BAND_REJECT_M1_618 x17
