structure_id,timeframe,direction,activation_ts,active,deactivation_seq,deactivation_ts,deactivation_available_seq,deactivation_reason,active_until_seq
IFVG2-003052,3,bearish,2026-07-01 15:39:00-04:00,False,9729,2026-07-01 21:12:00-04:00,26500,DEACTIVATED_OVERSHOOT_LIMIT,9729
IFVG2-003053,3,bearish,2026-07-01 15:48:00-04:00,False,9642,2026-07-01 15:51:00-04:00,26239,DEACTIVATED_OVERSHOOT_LIMIT,9642
IFVG2-003054,3,bullish,2026-07-01 18:57:00-04:00,False,9687,2026-07-01 19:06:00-04:00,26374,DEACTIVATED_CLOSE_THROUGH,9687
IFVG2-003055,3,bearish,2026-07-01 19:18:00-04:00,False,9723,2026-07-01 20:54:00-04:00,26482,DEACTIVATED_CLOSE_THROUGH,9723
IFVG2-003056,3,bullish,2026-07-01 20:57:00-04:00,False,9725,2026-07-01 21:00:00-04:00,26488,DEACTIVATED_OVERSHOOT_LIMIT,9725
IFVG2-003057,3,bearish,2026-07-01 23:24:00-04:00,False,9776,2026-07-01 23:33:00-04:00,26641,DEACTIVATED_OVERSHOOT_LIMIT,9776
IFVG2-003058,3,bullish,2026-07-01 23:33:00-04:00,False,9779,2026-07-01 23:42:00-04:00,26650,DEACTIVATED_CLOSE_THROUGH,9779
IFVG2-003059,3,bullish,2026-07-01 23:33:00-04:00,False,9780,2026-07-01 23:45:00-04:00,26653,DEACTIVATED_OVERSHOOT_LIMIT,9780
IFVG2-003060,3,bearish,2026-07-01 23:42:00-04:00,False,9783,2026-07-01 23:54:00-04:00,26662,DEACTIVATED_CLOSE_THROUGH,9783
IFVG2-003061,3,bearish,2026-07-02 00:15:00-04:00,False,9809,2026-07-02 01:12:00-04:00,26740,DEACTIVATED_CLOSE_THROUGH,9809
IFVG2-003062,3,bearish,2026-07-02 00:21:00-04:00,False,9794,2026-07-02 00:27:00-04:00,26695,DEACTIVATED_CLOSE_THROUGH,9794
IFVG2-003063,3,bearish,2026-07-02 00:33:00-04:00,False,9805,2026-07-02 01:00:00-04:00,26728,DEACTIVATED_OVERSHOOT_LIMIT,9805
IFVG2-003064,3,bearish,2026-07-02 00:39:00-04:00,False,9803,2026-07-02 00:54:00-04:00,26722,DEACTIVATED_CLOSE_THROUGH,9803
IFVG2-003065,3,bullish,2026-07-02 00:54:00-04:00,False,9817,2026-07-02 01:36:00-04:00,26764,DEACTIVATED_CLOSE_THROUGH,9817
IFVG2-003066,3,bearish,2026-07-02 01:36:00-04:00,False,9948,2026-07-02 08:09:00-04:00,27157,DEACTIVATED_CLOSE_THROUGH,9948
IFVG2-003067,3,bearish,2026-07-02 02:06:00-04:00,False,9940,2026-07-02 07:45:00-04:00,27133,DEACTIVATED_CLOSE_THROUGH,9940
IFVG2-003068,3,bullish,2026-07-02 03:36:00-04:00,False,9866,2026-07-02 04:03:00-04:00,26911,DEACTIVATED_OVERSHOOT_LIMIT,9866
IFVG2-003069,3,bullish,2026-07-02 04:06:00-04:00,False,9868,2026-07-02 04:09:00-04:00,26917,DEACTIVATED_CLOSE_THROUGH,9868
IFVG2-003070,3,bullish,2026-07-02 04:06:00-04:00,False,9868,2026-07-02 04:09:00-04:00,26917,DEACTIVATED_CLOSE_THROUGH,9868
IFVG2-003071,3,bullish,2026-07-02 04:06:00-04:00,False,9868,2026-07-02 04:09:00-04:00,26917,DEACTIVATED_CLOSE_THROUGH,9868
IFVG2-003072,3,bullish,2026-07-02 04:18:00-04:00,False,9999,2026-07-02 10:42:00-04:00,27310,DEACTIVATED_CLOSE_THROUGH,9999
IFVG2-003073,3,bullish,2026-07-02 04:33:00-04:00,False,9907,2026-07-02 06:06:00-04:00,27034,DEACTIVATED_CLOSE_THROUGH,9907
IFVG2-003074,3,bullish,2026-07-02 04:36:00-04:00,False,9879,2026-07-02 04:42:00-04:00,26950,DEACTIVATED_CLOSE_THROUGH,9879
IFVG2-003075,3,bullish,2026-07-02 04:36:00-04:00,False,9880,2026-07-02 04:45:00-04:00,26953,DEACTIVATED_OVERSHOOT_LIMIT,9880
IFVG2-003076,3,bullish,2026-07-02 05:00:00-04:00,False,9886,2026-07-02 05:03:00-04:00,26971,DEACTIVATED_CLOSE_THROUGH,9886
IFVG2-003077,3,bearish,2026-07-02 05:06:00-04:00,False,9896,2026-07-02 05:33:00-04:00,27001,DEACTIVATED_CLOSE_THROUGH,9896
IFVG2-003078,3,bullish,2026-07-02 05:33:00-04:00,False,9901,2026-07-02 05:48:00-04:00,27016,DEACTIVATED_OVERSHOOT_LIMIT,9901
IFVG2-003079,3,bearish,2026-07-02 07:06:00-04:00,False,9930,2026-07-02 07:15:00-04:00,27103,DEACTIVATED_CLOSE_THROUGH,9930
IFVG2-003080,3,bearish,2026-07-02 07:18:00-04:00,False,9932,2026-07-02 07:21:00-04:00,27109,DEACTIVATED_OVERSHOOT_LIMIT,9932
IFVG2-003081,3,bullish,2026-07-02 07:45:00-04:00,False,9945,2026-07-02 08:00:00-04:00,27148,DEACTIVATED_CLOSE_THROUGH,9945
IFVG2-003082,3,bullish,2026-07-02 08:06:00-04:00,False,9976,2026-07-02 09:33:00-04:00,27241,DEACTIVATED_OVERSHOOT_LIMIT,9976
IFVG2-003083,3,bullish,2026-07-02 08:09:00-04:00,False,9975,2026-07-02 09:30:00-04:00,27238,DEACTIVATED_CLOSE_THROUGH,9975
IFVG2-003084,3,bullish,2026-07-02 08:12:00-04:00,False,9975,2026-07-02 09:30:00-04:00,27238,DEACTIVATED_CLOSE_THROUGH,9975
IFVG2-003085,3,bullish,2026-07-02 08:15:00-04:00,False,9975,2026-07-02 09:30:00-04:00,27238,DEACTIVATED_CLOSE_THROUGH,9975
IFVG2-003086,3,bullish,2026-07-02 08:18:00-04:00,False,9952,2026-07-02 08:21:00-04:00,27169,DEACTIVATED_OVERSHOOT_LIMIT,9952
IFVG2-003087,3,bearish,2026-07-02 08:57:00-04:00,False,9983,2026-07-02 09:54:00-04:00,27262,DEACTIVATED_CLOSE_THROUGH,9983
IFVG2-003088,3,bearish,2026-07-02 09:30:00-04:00,False,9976,2026-07-02 09:33:00-04:00,27241,DEACTIVATED_OVERSHOOT_LIMIT,9976
IFVG2-003089,3,bearish,2026-07-02 09:30:00-04:00,False,9977,2026-07-02 09:36:00-04:00,27244,DEACTIVATED_CLOSE_THROUGH,9977
IFVG2-003090,3,bearish,2026-07-02 10:30:00-04:00,False,9996,2026-07-02 10:33:00-04:00,27301,DEACTIVATED_OVERSHOOT_LIMIT,9996
IFVG2-003091,3,bullish,2026-07-02 11:39:00-04:00,False,10022,2026-07-02 11:51:00-04:00,27379,DEACTIVATED_CLOSE_THROUGH,10022
IFVG2-003092,3,bearish,2026-07-02 11:45:00-04:00,False,10160,2026-07-02 19:45:00-04:00,27793,EXPIRED_ACTIVE_8H,10160
IFVG2-003093,3,bearish,2026-07-02 14:18:00-04:00,False,10074,2026-07-02 14:27:00-04:00,27535,DEACTIVATED_CLOSE_THROUGH,10074
IFVG2-003094,3,bearish,2026-07-02 15:24:00-04:00,False,10095,2026-07-02 15:30:00-04:00,27598,DEACTIVATED_CLOSE_THROUGH,10095
IFVG2-003095,3,bullish,2026-07-02 15:30:00-04:00,False,10235,2026-07-02 23:30:00-04:00,28018,EXPIRED_UNTOUCHED_8H,10235
IFVG2-003096,3,bullish,2026-07-02 19:48:00-04:00,False,10164,2026-07-02 19:57:00-04:00,27805,DEACTIVATED_OVERSHOOT_LIMIT,10164
IFVG2-003097,3,bullish,2026-07-02 20:39:00-04:00,False,10179,2026-07-02 20:42:00-04:00,27850,DEACTIVATED_OVERSHOOT_LIMIT,10179
IFVG2-003098,3,bearish,2026-07-02 23:36:00-04:00,False,10245,2026-07-03 00:00:00-04:00,28048,DEACTIVATED_CLOSE_THROUGH,10245
IFVG2-003099,3,bearish,2026-07-03 00:36:00-04:00,False,10258,2026-07-03 00:39:00-04:00,28087,DEACTIVATED_CLOSE_THROUGH,10258
IFVG2-003100,3,bullish,2026-07-03 00:54:00-04:00,False,10264,2026-07-03 00:57:00-04:00,28105,DEACTIVATED_OVERSHOOT_LIMIT,10264
IFVG2-003101,3,bullish,2026-07-03 01:27:00-04:00,False,10275,2026-07-03 01:30:00-04:00,28138,DEACTIVATED_CLOSE_THROUGH,10275
IFVG2-003102,3,bullish,2026-07-03 02:30:00-04:00,False,10296,2026-07-03 02:33:00-04:00,28201,DEACTIVATED_OVERSHOOT_LIMIT,10296
IFVG2-003103,3,bearish,2026-07-03 02:54:00-04:00,False,10350,2026-07-03 05:15:00-04:00,28363,DEACTIVATED_CLOSE_THROUGH,10350
IFVG2-003104,3,bullish,2026-07-03 04:06:00-04:00,False,10328,2026-07-03 04:09:00-04:00,28297,DEACTIVATED_CLOSE_THROUGH,10328
IFVG2-003105,3,bullish,2026-07-03 04:39:00-04:00,False,10342,2026-07-03 04:51:00-04:00,28339,DEACTIVATED_CLOSE_THROUGH,10342
IFVG2-003106,3,bearish,2026-07-03 04:48:00-04:00,False,10350,2026-07-03 05:15:00-04:00,28363,DEACTIVATED_CLOSE_THROUGH,10350
IFVG2-003107,3,bearish,2026-07-03 04:48:00-04:00,False,10350,2026-07-03 05:15:00-04:00,28363,DEACTIVATED_CLOSE_THROUGH,10350
IFVG2-003108,3,bullish,2026-07-03 04:57:00-04:00,False,10345,2026-07-03 05:00:00-04:00,28348,DEACTIVATED_OVERSHOOT_LIMIT,10345
IFVG2-003109,3,bullish,2026-07-03 05:12:00-04:00,False,10506,2026-07-05 18:03:00-04:00,28830,EXPIRED_UNTOUCHED_8H,10506
IFVG2-003110,3,bullish,2026-07-03 06:24:00-04:00,False,10374,2026-07-03 06:27:00-04:00,28435,DEACTIVATED_CLOSE_THROUGH,10374
IFVG2-003111,3,bullish,2026-07-03 06:45:00-04:00,False,10386,2026-07-03 07:03:00-04:00,28470,DEACTIVATED_CLOSE_THROUGH,10386
IFVG2-003112,3,bearish,2026-07-03 09:39:00-04:00,False,10439,2026-07-03 09:42:00-04:00,28629,DEACTIVATED_OVERSHOOT_LIMIT,10439
IFVG2-003113,3,bearish,2026-07-03 12:15:00-04:00,False,10491,2026-07-03 12:18:00-04:00,28785,DEACTIVATED_CLOSE_THROUGH,10491
IFVG2-003114,3,bearish,2026-07-03 12:51:00-04:00,False,10504,2026-07-03 12:57:00-04:00,28824,DEACTIVATED_CLOSE_THROUGH,10504
IFVG2-003115,3,bearish,2026-07-03 12:51:00-04:00,False,10506,2026-07-05 18:03:00-04:00,28830,DEACTIVATED_CLOSE_THROUGH,10506
IFVG2-003116,3,bullish,2026-07-03 12:57:00-04:00,False,10505,2026-07-03 13:00:00-04:00,28827,DEACTIVATED_CLOSE_THROUGH,10505
IFVG2-003117,3,bearish,2026-07-05 18:51:00-04:00,False,10530,2026-07-05 19:15:00-04:00,28902,DEACTIVATED_CLOSE_THROUGH,10530
IFVG2-003118,3,bullish,2026-07-05 19:03:00-04:00,False,10527,2026-07-05 19:06:00-04:00,28893,DEACTIVATED_OVERSHOOT_LIMIT,10527
IFVG2-003119,3,bullish,2026-07-05 19:51:00-04:00,False,10544,2026-07-05 19:57:00-04:00,28944,DEACTIVATED_CLOSE_THROUGH,10544
IFVG2-003120,3,bullish,2026-07-05 20:48:00-04:00,False,10562,2026-07-05 20:51:00-04:00,28998,DEACTIVATED_OVERSHOOT_LIMIT,10562
IFVG2-003121,3,bearish,2026-07-05 21:06:00-04:00,False,10727,2026-07-06 05:06:00-04:00,29493,EXPIRED_ACTIVE_8H,10727
IFVG2-003122,3,bullish,2026-07-05 22:24:00-04:00,False,10594,2026-07-05 22:27:00-04:00,29094,DEACTIVATED_CLOSE_THROUGH,10594
IFVG2-003123,3,bullish,2026-07-05 23:12:00-04:00,False,10620,2026-07-05 23:45:00-04:00,29172,DEACTIVATED_CLOSE_THROUGH,10620
IFVG2-003124,3,bearish,2026-07-05 23:48:00-04:00,False,10629,2026-07-06 00:12:00-04:00,29199,DEACTIVATED_CLOSE_THROUGH,10629
IFVG2-003125,3,bullish,2026-07-06 00:15:00-04:00,False,10790,2026-07-06 08:15:00-04:00,29682,EXPIRED_ACTIVE_8H,10790
IFVG2-003126,3,bullish,2026-07-06 00:21:00-04:00,False,10655,2026-07-06 01:30:00-04:00,29277,DEACTIVATED_CLOSE_THROUGH,10655
IFVG2-003127,3,bullish,2026-07-06 01:12:00-04:00,False,10650,2026-07-06 01:15:00-04:00,29262,DEACTIVATED_CLOSE_THROUGH,10650
IFVG2-003128,3,bullish,2026-07-06 01:39:00-04:00,False,10661,2026-07-06 01:48:00-04:00,29295,DEACTIVATED_CLOSE_THROUGH,10661
IFVG2-003129,3,bullish,2026-07-06 01:39:00-04:00,False,10661,2026-07-06 01:48:00-04:00,29295,DEACTIVATED_OVERSHOOT_LIMIT,10661
IFVG2-003130,3,bearish,2026-07-06 02:09:00-04:00,False,10674,2026-07-06 02:27:00-04:00,29334,DEACTIVATED_CLOSE_THROUGH,10674
IFVG2-003131,3,bullish,2026-07-06 02:27:00-04:00,False,10834,2026-07-06 10:27:00-04:00,29814,EXPIRED_ACTIVE_8H,10834
IFVG2-003132,3,bearish,2026-07-06 02:48:00-04:00,False,10682,2026-07-06 02:51:00-04:00,29358,DEACTIVATED_CLOSE_THROUGH,10682
IFVG2-003133,3,bearish,2026-07-06 03:30:00-04:00,False,10696,2026-07-06 03:33:00-04:00,29400,DEACTIVATED_CLOSE_THROUGH,10696
IFVG2-003134,3,bullish,2026-07-06 04:03:00-04:00,False,10707,2026-07-06 04:06:00-04:00,29433,DEACTIVATED_OVERSHOOT_LIMIT,10707
IFVG2-003135,3,bullish,2026-07-06 04:42:00-04:00,False,10815,2026-07-06 09:30:00-04:00,29757,DEACTIVATED_OVERSHOOT_LIMIT,10815
IFVG2-003136,3,bullish,2026-07-06 05:54:00-04:00,False,10761,2026-07-06 06:48:00-04:00,29595,DEACTIVATED_OVERSHOOT_LIMIT,10761
IFVG2-003137,3,bullish,2026-07-06 07:48:00-04:00,False,10782,2026-07-06 07:51:00-04:00,29658,DEACTIVATED_OVERSHOOT_LIMIT,10782
IFVG2-003138,3,bullish,2026-07-06 08:39:00-04:00,False,10807,2026-07-06 09:06:00-04:00,29733,DEACTIVATED_OVERSHOOT_LIMIT,10807
IFVG2-003139,3,bearish,2026-07-06 09:03:00-04:00,False,10817,2026-07-06 09:36:00-04:00,29763,DEACTIVATED_OVERSHOOT_LIMIT,10817
IFVG2-003140,3,bearish,2026-07-06 09:15:00-04:00,False,10811,2026-07-06 09:18:00-04:00,29745,DEACTIVATED_OVERSHOOT_LIMIT,10811
IFVG2-003141,3,bearish,2026-07-06 09:21:00-04:00,False,10816,2026-07-06 09:33:00-04:00,29760,DEACTIVATED_CLOSE_THROUGH,10816
IFVG2-003142,3,bullish,2026-07-06 09:27:00-04:00,False,10815,2026-07-06 09:30:00-04:00,29757,DEACTIVATED_CLOSE_THROUGH,10815
IFVG2-003143,3,bullish,2026-07-06 09:33:00-04:00,False,10818,2026-07-06 09:39:00-04:00,29766,DEACTIVATED_CLOSE_THROUGH,10818
IFVG2-003144,3,bullish,2026-07-06 11:24:00-04:00,False,10884,2026-07-06 12:57:00-04:00,29964,DEACTIVATED_OVERSHOOT_LIMIT,10884
IFVG2-003145,3,bearish,2026-07-06 11:36:00-04:00,False,10858,2026-07-06 11:39:00-04:00,29886,DEACTIVATED_CLOSE_THROUGH,10858
IFVG2-003146,3,bearish,2026-07-06 12:15:00-04:00,False,10871,2026-07-06 12:18:00-04:00,29925,DEACTIVATED_OVERSHOOT_LIMIT,10871
IFVG2-003147,3,bearish,2026-07-06 12:57:00-04:00,False,10889,2026-07-06 13:12:00-04:00,29979,DEACTIVATED_CLOSE_THROUGH,10889
IFVG2-003148,3,bullish,2026-07-06 13:48:00-04:00,False,10902,2026-07-06 13:51:00-04:00,30018,DEACTIVATED_OVERSHOOT_LIMIT,10902
IFVG2-003149,3,bullish,2026-07-06 14:09:00-04:00,False,10945,2026-07-06 16:00:00-04:00,30147,DEACTIVATED_OVERSHOOT_LIMIT,10945
IFVG2-003150,3,bullish,2026-07-06 15:12:00-04:00,False,10942,2026-07-06 15:51:00-04:00,30138,DEACTIVATED_CLOSE_THROUGH,10942
IFVG2-003151,3,bearish,2026-07-06 15:33:00-04:00,False,10941,2026-07-06 15:48:00-04:00,30135,DEACTIVATED_OVERSHOOT_LIMIT,10941
IFVG2-003152,3,bearish,2026-07-06 19:18:00-04:00,False,11151,2026-07-07 03:18:00-04:00,30765,EXPIRED_ACTIVE_8H,11151
IFVG2-003153,3,bullish,2026-07-06 20:21:00-04:00,False,11017,2026-07-06 20:36:00-04:00,30363,DEACTIVATED_CLOSE_THROUGH,11017
IFVG2-003154,3,bullish,2026-07-06 20:24:00-04:00,False,11014,2026-07-06 20:27:00-04:00,30354,DEACTIVATED_OVERSHOOT_LIMIT,11014
IFVG2-003155,3,bearish,2026-07-06 20:36:00-04:00,False,11177,2026-07-07 04:36:00-04:00,30843,EXPIRED_ACTIVE_8H,11177
IFVG2-003156,3,bullish,2026-07-06 21:36:00-04:00,False,11038,2026-07-06 21:39:00-04:00,30426,DEACTIVATED_OVERSHOOT_LIMIT,11038
IFVG2-003157,3,bullish,2026-07-06 21:45:00-04:00,False,11045,2026-07-06 22:00:00-04:00,30447,DEACTIVATED_CLOSE_THROUGH,11045
IFVG2-003158,3,bearish,2026-07-06 22:00:00-04:00,False,11047,2026-07-06 22:06:00-04:00,30453,DEACTIVATED_OVERSHOOT_LIMIT,11047
IFVG2-003159,3,bullish,2026-07-06 23:09:00-04:00,False,11069,2026-07-06 23:12:00-04:00,30519,DEACTIVATED_CLOSE_THROUGH,11069
IFVG2-003160,3,bullish,2026-07-07 00:00:00-04:00,False,11086,2026-07-07 00:03:00-04:00,30570,DEACTIVATED_CLOSE_THROUGH,11086
IFVG2-003161,3,bullish,2026-07-07 01:36:00-04:00,False,11226,2026-07-07 07:03:00-04:00,30990,DEACTIVATED_CLOSE_THROUGH,11226
IFVG2-003162,3,bearish,2026-07-07 02:06:00-04:00,False,11138,2026-07-07 02:39:00-04:00,30726,DEACTIVATED_CLOSE_THROUGH,11138
IFVG2-003163,3,bearish,2026-07-07 02:48:00-04:00,False,11142,2026-07-07 02:51:00-04:00,30738,DEACTIVATED_OVERSHOOT_LIMIT,11142
IFVG2-003164,3,bullish,2026-07-07 04:12:00-04:00,False,11183,2026-07-07 04:54:00-04:00,30861,DEACTIVATED_CLOSE_THROUGH,11183
IFVG2-003165,3,bullish,2026-07-07 04:15:00-04:00,False,11176,2026-07-07 04:33:00-04:00,30840,DEACTIVATED_OVERSHOOT_LIMIT,11176
IFVG2-003166,3,bullish,2026-07-07 05:06:00-04:00,False,11195,2026-07-07 05:30:00-04:00,30897,DEACTIVATED_CLOSE_THROUGH,11195
IFVG2-003167,3,bullish,2026-07-07 05:42:00-04:00,False,11200,2026-07-07 05:45:00-04:00,30912,DEACTIVATED_CLOSE_THROUGH,11200
IFVG2-003168,3,bullish,2026-07-07 06:18:00-04:00,False,11217,2026-07-07 06:36:00-04:00,30963,DEACTIVATED_CLOSE_THROUGH,11217
IFVG2-003169,3,bearish,2026-07-07 06:51:00-04:00,False,11225,2026-07-07 07:00:00-04:00,30987,DEACTIVATED_CLOSE_THROUGH,11225
IFVG2-003170,3,bullish,2026-07-07 08:06:00-04:00,False,11252,2026-07-07 08:21:00-04:00,31068,DEACTIVATED_OVERSHOOT_LIMIT,11252
IFVG2-003171,3,bullish,2026-07-07 08:06:00-04:00,False,11262,2026-07-07 08:51:00-04:00,31098,DEACTIVATED_CLOSE_THROUGH,11262
IFVG2-003172,3,bearish,2026-07-07 08:48:00-04:00,False,11421,2026-07-07 16:48:00-04:00,31575,EXPIRED_ACTIVE_8H,11421
IFVG2-003173,3,bearish,2026-07-07 09:27:00-04:00,False,11276,2026-07-07 09:33:00-04:00,31140,DEACTIVATED_OVERSHOOT_LIMIT,11276
IFVG2-003174,3,bullish,2026-07-07 12:00:00-04:00,False,11388,2026-07-07 15:09:00-04:00,31476,DEACTIVATED_CLOSE_THROUGH,11388
IFVG2-003175,3,bullish,2026-07-07 12:03:00-04:00,False,11328,2026-07-07 12:09:00-04:00,31296,DEACTIVATED_OVERSHOOT_LIMIT,11328
IFVG2-003176,3,bullish,2026-07-07 12:24:00-04:00,False,11380,2026-07-07 14:45:00-04:00,31452,DEACTIVATED_CLOSE_THROUGH,11380
IFVG2-003177,3,bullish,2026-07-07 15:51:00-04:00,False,11403,2026-07-07 15:54:00-04:00,31521,DEACTIVATED_OVERSHOOT_LIMIT,11403
IFVG2-003178,3,bearish,2026-07-07 19:36:00-04:00,False,11469,2026-07-07 20:12:00-04:00,31719,DEACTIVATED_CLOSE_THROUGH,11469
IFVG2-003179,3,bullish,2026-07-07 20:06:00-04:00,False,11582,2026-07-08 01:51:00-04:00,32058,DEACTIVATED_OVERSHOOT_LIMIT,11582
IFVG2-003180,3,bullish,2026-07-07 20:12:00-04:00,False,11576,2026-07-08 01:33:00-04:00,32040,DEACTIVATED_CLOSE_THROUGH,11576
IFVG2-003181,3,bullish,2026-07-07 20:27:00-04:00,False,11477,2026-07-07 20:36:00-04:00,31743,DEACTIVATED_CLOSE_THROUGH,11477
IFVG2-003182,3,bearish,2026-07-07 20:36:00-04:00,False,11478,2026-07-07 20:39:00-04:00,31746,DEACTIVATED_CLOSE_THROUGH,11478
IFVG2-003183,3,bullish,2026-07-07 20:45:00-04:00,False,11496,2026-07-07 21:33:00-04:00,31800,DEACTIVATED_OVERSHOOT_LIMIT,11496
IFVG2-003184,3,bearish,2026-07-07 21:21:00-04:00,False,11652,2026-07-08 05:21:00-04:00,32268,EXPIRED_ACTIVE_8H,11652
IFVG2-003185,3,bearish,2026-07-07 21:30:00-04:00,False,11534,2026-07-07 23:27:00-04:00,31914,DEACTIVATED_CLOSE_THROUGH,11534
IFVG2-003186,3,bearish,2026-07-07 21:39:00-04:00,False,11529,2026-07-07 23:12:00-04:00,31899,DEACTIVATED_CLOSE_THROUGH,11529
IFVG2-003187,3,bullish,2026-07-07 21:48:00-04:00,False,11502,2026-07-07 21:51:00-04:00,31818,DEACTIVATED_OVERSHOOT_LIMIT,11502
IFVG2-003188,3,bearish,2026-07-07 22:30:00-04:00,False,11519,2026-07-07 22:42:00-04:00,31869,DEACTIVATED_OVERSHOOT_LIMIT,11519
IFVG2-003189,3,bullish,2026-07-07 22:48:00-04:00,False,11550,2026-07-08 00:15:00-04:00,31962,DEACTIVATED_CLOSE_THROUGH,11550
IFVG2-003190,3,bearish,2026-07-07 23:42:00-04:00,False,11699,2026-07-08 07:42:00-04:00,32409,EXPIRED_ACTIVE_8H,11699
IFVG2-003191,3,bullish,2026-07-08 01:57:00-04:00,False,11593,2026-07-08 02:24:00-04:00,32091,DEACTIVATED_OVERSHOOT_LIMIT,11593
IFVG2-003192,3,bullish,2026-07-08 02:51:00-04:00,False,11604,2026-07-08 02:57:00-04:00,32124,DEACTIVATED_OVERSHOOT_LIMIT,11604
IFVG2-003193,3,bullish,2026-07-08 02:51:00-04:00,False,11606,2026-07-08 03:03:00-04:00,32130,DEACTIVATED_CLOSE_THROUGH,11606
IFVG2-003194,3,bearish,2026-07-08 03:03:00-04:00,False,11614,2026-07-08 03:27:00-04:00,32154,DEACTIVATED_CLOSE_THROUGH,11614
IFVG2-003195,3,bullish,2026-07-08 04:12:00-04:00,False,11631,2026-07-08 04:18:00-04:00,32205,DEACTIVATED_CLOSE_THROUGH,11631
IFVG2-003196,3,bearish,2026-07-08 04:18:00-04:00,False,11737,2026-07-08 09:36:00-04:00,32523,DEACTIVATED_OVERSHOOT_LIMIT,11737
IFVG2-003197,3,bearish,2026-07-08 04:18:00-04:00,False,11738,2026-07-08 09:39:00-04:00,32526,DEACTIVATED_OVERSHOOT_LIMIT,11738
IFVG2-003198,3,bearish,2026-07-08 04:18:00-04:00,False,11741,2026-07-08 09:48:00-04:00,32535,DEACTIVATED_OVERSHOOT_LIMIT,11741
IFVG2-003199,3,bullish,2026-07-08 04:48:00-04:00,False,11645,2026-07-08 05:00:00-04:00,32247,DEACTIVATED_CLOSE_THROUGH,11645
IFVG2-003200,3,bearish,2026-07-08 05:39:00-04:00,False,11659,2026-07-08 05:42:00-04:00,32289,DEACTIVATED_CLOSE_THROUGH,11659
IFVG2-003201,3,bearish,2026-07-08 07:00:00-04:00,False,11697,2026-07-08 07:36:00-04:00,32403,DEACTIVATED_OVERSHOOT_LIMIT,11697
IFVG2-003202,3,bullish,2026-07-08 08:09:00-04:00,False,11771,2026-07-08 11:18:00-04:00,32625,DEACTIVATED_CLOSE_THROUGH,11771
IFVG2-003203,3,bullish,2026-07-08 08:30:00-04:00,False,11717,2026-07-08 08:36:00-04:00,32463,DEACTIVATED_CLOSE_THROUGH,11717
IFVG2-003204,3,bullish,2026-07-08 09:33:00-04:00,False,11738,2026-07-08 09:39:00-04:00,32526,DEACTIVATED_OVERSHOOT_LIMIT,11738
IFVG2-003205,3,bullish,2026-07-08 09:33:00-04:00,False,11762,2026-07-08 10:51:00-04:00,32598,DEACTIVATED_CLOSE_THROUGH,11762
IFVG2-003206,3,bearish,2026-07-08 10:48:00-04:00,False,11762,2026-07-08 10:51:00-04:00,32598,DEACTIVATED_OVERSHOOT_LIMIT,11762
IFVG2-003207,3,bullish,2026-07-08 10:54:00-04:00,False,11765,2026-07-08 11:00:00-04:00,32607,DEACTIVATED_OVERSHOOT_LIMIT,11765
IFVG2-003208,3,bearish,2026-07-08 11:24:00-04:00,False,11778,2026-07-08 11:39:00-04:00,32646,DEACTIVATED_OVERSHOOT_LIMIT,11778
IFVG2-003209,3,bullish,2026-07-08 12:12:00-04:00,False,11929,2026-07-08 20:12:00-04:00,33099,EXPIRED_UNTOUCHED_8H,11929
IFVG2-003210,3,bearish,2026-07-08 13:42:00-04:00,False,11827,2026-07-08 14:06:00-04:00,32793,DEACTIVATED_OVERSHOOT_LIMIT,11827
IFVG2-003211,3,bearish,2026-07-08 13:48:00-04:00,False,11823,2026-07-08 13:54:00-04:00,32781,DEACTIVATED_OVERSHOOT_LIMIT,11823
IFVG2-003212,3,bullish,2026-07-08 16:42:00-04:00,False,12019,2026-07-09 00:42:00-04:00,33369,EXPIRED_ACTIVE_8H,12019
IFVG2-003213,3,bearish,2026-07-08 19:18:00-04:00,False,11915,2026-07-08 19:30:00-04:00,33057,DEACTIVATED_CLOSE_THROUGH,11915
IFVG2-003214,3,bearish,2026-07-08 19:18:00-04:00,False,11917,2026-07-08 19:36:00-04:00,33063,DEACTIVATED_CLOSE_THROUGH,11917
IFVG2-003215,3,bearish,2026-07-08 19:18:00-04:00,False,11917,2026-07-08 19:36:00-04:00,33063,DEACTIVATED_CLOSE_THROUGH,11917
IFVG2-003216,3,bullish,2026-07-08 19:36:00-04:00,False,11986,2026-07-08 23:03:00-04:00,33270,DEACTIVATED_OVERSHOOT_LIMIT,11986
IFVG2-003217,3,bearish,2026-07-08 21:57:00-04:00,False,11969,2026-07-08 22:12:00-04:00,33219,DEACTIVATED_CLOSE_THROUGH,11969
IFVG2-003218,3,bullish,2026-07-08 22:09:00-04:00,False,11980,2026-07-08 22:45:00-04:00,33252,DEACTIVATED_CLOSE_THROUGH,11980
IFVG2-003219,3,bullish,2026-07-08 22:12:00-04:00,False,11977,2026-07-08 22:36:00-04:00,33243,DEACTIVATED_CLOSE_THROUGH,11977
IFVG2-003220,3,bearish,2026-07-08 22:45:00-04:00,False,12000,2026-07-08 23:45:00-04:00,33312,DEACTIVATED_CLOSE_THROUGH,12000
IFVG2-003221,3,bullish,2026-07-08 23:27:00-04:00,False,12154,2026-07-09 07:27:00-04:00,33774,EXPIRED_UNTOUCHED_8H,12154
