week,variant_id,episode_id,structure_id,family,tf,surface,distance,natural_rr,availability_seq,exclusion_reason,selected_as
historical,EP-00028-ENTRY_ON_TAP,EP-00028,RB2-000001,rb,1,30830.75,62.25,3.6618,39,,BRANCH_SEMANTIC_TARGET
historical,EP-00028-ENTRY_ON_TAP,EP-00028,IFVG2-002481,ifvg,3,30850.0,81.5,4.7941,38,,
historical,EP-00028-ENTRY_ON_TAP,EP-00028,IFVG2-003941,ifvg,15,30855.0,86.5,5.0882,22,,
historical,EP-00028-ENTRY_ON_TAP,EP-00028,RB2-027817,rb,15,30769.0,0.5,0.0294,78,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00028-ENTRY_ON_TAP,EP-00028,RB2-027815,rb,15,30763.25,5.25,0.3088,64,inactive_or_traversed,
historical,EP-00028-ENTRY_ON_TAP,EP-00028,RB2-023766,rb,5,30751.5,17.0,1.0,73,component,
historical,EP-00028-ENTRY_ON_TAP,EP-00028,IFVG2-003942,ifvg,15,30764.75,3.75,0.2206,86,behind_entry,
historical,EP-00029-ENTRY_ON_IFVG_RETEST,EP-00029,RB2-027816,rb,15,30751.25,22.25,0.9674,73,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00029-ENTRY_ON_IFVG_RETEST,EP-00029,RB2-023765,rb,5,30750.75,22.75,0.9891,67,,
historical,EP-00029-ENTRY_ON_IFVG_RETEST,EP-00029,RB2-027817,rb,15,30775.0,1.5,0.0652,78,inactive_or_traversed,
historical,EP-00029-ENTRY_ON_IFVG_RETEST,EP-00029,RB2-027815,rb,15,30773.25,0.25,0.0109,64,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00029-ENTRY_ON_IFVG_RETEST,EP-00029,IFVG2-003942,ifvg,15,30796.5,23.0,1.0,86,component,
historical,EP-00034-ENTRY_ON_TAP,EP-00034,FVG2-000001,fvg,1,30795.0,15.0,2.3077,51,,BRANCH_SEMANTIC_TARGET
historical,EP-00034-ENTRY_ON_TAP,EP-00034,FVG2-007525,fvg,30,30806.75,26.75,4.1154,64,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00034-ENTRY_ON_TAP,EP-00034,FVG2-007709,fvg,60,30806.75,26.75,4.1154,78,,
historical,EP-00034-ENTRY_ON_TAP,EP-00034,FVG2-007143,fvg,15,30819.5,39.5,6.0769,50,,
historical,EP-00034-ENTRY_ON_TAP,EP-00034,FVG2-006110,fvg,5,30830.0,50.0,7.6923,44,,
historical,EP-00034-ENTRY_ON_TAP,EP-00034,RB2-000001,rb,1,30830.75,50.75,7.8077,39,,
historical,EP-00034-ENTRY_ON_TAP,EP-00034,IFVG2-002481,ifvg,3,30850.0,70.0,10.7692,38,,
historical,EP-00034-ENTRY_ON_TAP,EP-00034,IFVG2-003941,ifvg,15,30855.0,75.0,11.5385,22,,
historical,EP-00034-ENTRY_ON_TAP,EP-00034,RB2-027820,rb,15,30785.25,5.25,0.8077,103,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00034-ENTRY_ON_TAP,EP-00034,RB2-027815,rb,15,30763.25,16.75,2.5769,64,inactive_or_traversed,
historical,EP-00034-ENTRY_ON_TAP,EP-00034,IFVG2-003942,ifvg,15,30764.75,15.25,2.3462,86,behind_entry,
historical,EP-00034-ENTRY_ON_TAP,EP-00034,FVG2-007146,fvg,15,30773.5,6.5,1.0,99,component,
historical,EP-00046-ENTRY_ON_TAP,EP-00046,FVG2-000002,fvg,1,30728.75,19.25,7.7,128,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00046-ENTRY_ON_TAP,EP-00046,RB2-023769,rb,5,30715.75,32.25,12.9,127,,BRANCH_SEMANTIC_TARGET
historical,EP-00046-ENTRY_ON_TAP,EP-00046,RB2-023765,rb,5,30750.75,2.75,1.1,67,inactive_or_traversed,
historical,EP-00046-ENTRY_ON_TAP,EP-00046,RB2-017347,rb,3,30749.75,1.75,0.7,132,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00046-ENTRY_ON_TAP,EP-00046,IFVG2-003943,ifvg,15,30769.5,21.5,8.6,94,behind_entry,
historical,EP-00046-ENTRY_ON_TAP,EP-00046,RB2-027822,rb,15,30750.5,2.5,1.0,122,component,
historical,EP-00047-ENTRY_ON_TAP,EP-00047,FVG2-000002,fvg,1,30728.75,15.0,2.5,128,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00047-ENTRY_ON_TAP,EP-00047,RB2-023769,rb,5,30715.75,28.0,4.6667,127,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00047-ENTRY_ON_TAP,EP-00047,RB2-023765,rb,5,30750.75,7.0,1.1667,67,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
historical,EP-00047-ENTRY_ON_TAP,EP-00047,RB2-000004,rb,1,30740.0,3.75,0.625,130,same_direction,
historical,EP-00047-ENTRY_ON_TAP,EP-00047,IFVG2-003943,ifvg,15,30769.5,25.75,4.2917,94,behind_entry,
historical,EP-00047-ENTRY_ON_TAP,EP-00047,RB2-017347,rb,3,30749.75,6.0,1.0,132,component,
historical,EP-00052-ENTRY_ON_TAP,EP-00052,RB2-029315,rb,30,30744.75,20.5,0.9011,135,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00052-ENTRY_ON_TAP,EP-00052,RB2-000005,rb,1,30742.5,22.75,1.0,137,,
historical,EP-00052-ENTRY_ON_TAP,EP-00052,RB2-017349,rb,3,30742.5,22.75,1.0,137,,
historical,EP-00052-ENTRY_ON_TAP,EP-00052,FVG2-006111,fvg,5,30737.5,27.75,1.2198,135,,
historical,EP-00052-ENTRY_ON_TAP,EP-00052,FVG2-000002,fvg,1,30728.75,36.5,1.6044,128,,
historical,EP-00052-ENTRY_ON_TAP,EP-00052,RB2-023769,rb,5,30715.75,49.5,2.1758,127,,
historical,EP-00052-ENTRY_ON_TAP,EP-00052,RB2-027823,rb,15,30715.75,49.5,2.1758,135,,
historical,EP-00052-ENTRY_ON_TAP,EP-00052,RB2-027819,rb,15,30764.25,1.0,0.044,98,inactive_or_traversed,
historical,EP-00052-ENTRY_ON_TAP,EP-00052,RB2-023767,rb,5,30765.0,0.25,0.011,86,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00052-ENTRY_ON_TAP,EP-00052,IFVG2-003943,ifvg,15,30769.5,4.25,0.1868,94,behind_entry,
historical,EP-00052-ENTRY_ON_TAP,EP-00052,RB2-029314,rb,30,30788.0,22.75,1.0,116,component,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,IFVG2-003397,ifvg,5,30743.5,17.0,3.5789,147,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00065-ENTRY_ON_TAP,EP-00065,IFVG2-003396,ifvg,5,30749.75,23.25,4.8947,147,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,RB2-029314,rb,30,30756.25,29.75,6.2632,116,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,IFVG2-003942,ifvg,15,30764.75,38.25,8.0526,86,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,IFVG2-003944,ifvg,15,30773.5,47.0,9.8947,106,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,RB2-027821,rb,15,30778.25,51.75,10.8947,115,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,FVG2-000001,fvg,1,30795.0,68.5,14.4211,51,,BRANCH_SEMANTIC_TARGET
historical,EP-00065-ENTRY_ON_TAP,EP-00065,FVG2-007525,fvg,30,30806.75,80.25,16.8947,64,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,FVG2-007709,fvg,60,30806.75,80.25,16.8947,78,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,FVG2-007143,fvg,15,30819.5,93.0,19.5789,50,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,FVG2-006110,fvg,5,30830.0,103.5,21.7895,44,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,RB2-000001,rb,1,30830.75,104.25,21.9474,39,,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,RB2-000003,rb,1,30734.25,7.75,1.6316,119,same_direction,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,RB2-000004,rb,1,30738.75,12.25,2.5789,130,inactive_or_traversed,
historical,EP-00065-ENTRY_ON_TAP,EP-00065,FVG2-006111,fvg,5,30721.75,4.75,1.0,135,component,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,IFVG2-003397,ifvg,5,30743.5,16.75,3.35,147,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00066-ENTRY_ON_TAP,EP-00066,IFVG2-003396,ifvg,5,30749.75,23.0,4.6,147,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,RB2-029314,rb,30,30756.25,29.5,5.9,116,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,IFVG2-003942,ifvg,15,30764.75,38.0,7.6,86,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,IFVG2-003944,ifvg,15,30773.5,46.75,9.35,106,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,RB2-027821,rb,15,30778.25,51.5,10.3,115,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,FVG2-000001,fvg,1,30795.0,68.25,13.65,51,,BRANCH_SEMANTIC_TARGET
historical,EP-00066-ENTRY_ON_TAP,EP-00066,FVG2-007525,fvg,30,30806.75,80.0,16.0,64,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,FVG2-007709,fvg,60,30806.75,80.0,16.0,78,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,FVG2-007143,fvg,15,30819.5,92.75,18.55,50,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,FVG2-006110,fvg,5,30830.0,103.25,20.65,44,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,RB2-000001,rb,1,30830.75,104.0,20.8,39,,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,RB2-023772,rb,5,30726.5,0.25,0.05,150,same_direction,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,RB2-000004,rb,1,30738.75,12.0,2.4,130,inactive_or_traversed,
historical,EP-00066-ENTRY_ON_TAP,EP-00066,FVG2-006111,fvg,5,30721.75,5.0,1.0,135,component,
historical,EP-00092-ENTRY_ON_TAP,EP-00092,RB2-000013,rb,1,30580.5,33.5,1.0635,171,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00092-ENTRY_ON_TAP,EP-00092,RB2-000007,rb,1,30628.75,14.75,0.4683,157,inactive_or_traversed,
historical,EP-00092-ENTRY_ON_TAP,EP-00092,RB2-000012,rb,1,30639.0,25.0,0.7937,165,same_direction,
historical,EP-00092-ENTRY_ON_TAP,EP-00092,RB2-027824,rb,15,30634.5,20.5,0.6508,159,behind_entry,
historical,EP-00092-ENTRY_ON_TAP,EP-00092,FVG2-004444,fvg,3,30645.5,31.5,1.0,170,component,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,IFVG2-000001,ifvg,1,30711.25,29.25,1.0833,156,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,IFVG2-003398,ifvg,5,30721.75,39.75,1.4722,159,,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,RB2-000006,rb,1,30741.0,59.0,2.1852,154,,BRANCH_SEMANTIC_TARGET
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,RB2-023773,rb,5,30741.0,59.0,2.1852,154,,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,IFVG2-003397,ifvg,5,30743.5,61.5,2.2778,147,,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,IFVG2-003396,ifvg,5,30749.75,67.75,2.5093,147,,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,RB2-029314,rb,30,30756.25,74.25,2.75,116,,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,IFVG2-003942,ifvg,15,30764.75,82.75,3.0648,86,,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,IFVG2-003944,ifvg,15,30773.5,91.5,3.3889,106,,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,RB2-027821,rb,15,30778.25,96.25,3.5648,115,,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,FVG2-000001,fvg,1,30795.0,113.0,4.1852,51,,
historical,EP-00102-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00102,FVG2-007525,fvg,30,30806.75,124.75,4.6204,64,,
