episode_id,variant_id,role,structure_id
EP-44697,,context/component,RB2-015135
EP-44698,,context/component,IFVG2-003308
EP-44699,,context/component,IFVG2-003308
EP-44700,,context/component,RB2-015136
EP-44700,,context/component,RB2-027361
EP-44701,,context/component,RB2-027361
EP-44702,,context/component,RB2-015137
EP-44703,,context/component,RB2-015138
EP-44704,,context/component,IFVG2-002173
EP-44705,,context/component,FVG2-003871
EP-44706,,context/component,RB2-023034
EP-44707,,context/component,FVG2-005938
EP-44708,,context/component,RB2-015139
EP-44709,,context/component,RB2-023034
EP-44710,,context/component,FVG2-005938
EP-44711,,context/component,FVG2-003872
EP-44711,,context/component,RB2-015140
EP-44712,,context/component,RB2-023035
EP-44713,,context/component,IFVG2-003309
EP-44714,,context/component,RB2-023035
EP-44715,,context/component,IFVG2-003309
EP-44716,,context/component,RB2-027362
EP-44717,,context/component,FVG2-007040
EP-44718,,context/component,RB2-027362
EP-44719,,context/component,FVG2-007040
EP-44720,,context/component,RB2-015141
EP-44721,,context/component,RB2-030429
EP-44722,,context/component,RB2-023037
EP-44723,,context/component,RB2-023036
EP-44724,,context/component,RB2-023037
EP-44725,,context/component,RB2-030429
EP-44726,,context/component,RB2-023036
EP-44727,,context/component,RB2-015142
EP-44728,,context/component,RB2-015143
EP-44729,,context/component,RB2-027363
EP-44730,,context/component,RB2-027363
EP-44731,,context/component,IFVG2-002174
EP-44732,,context/component,RB2-015144
EP-44733,,context/component,FVG2-003873
EP-44734,,context/component,RB2-015145
EP-44735,,context/component,IFVG2-002175
EP-44736,,context/component,IFVG2-002176
EP-44737,,context/component,RB2-023038
EP-44738,,context/component,RB2-023038
EP-44739,,context/component,RB2-015147
EP-44740,,context/component,FVG2-003875
EP-44741,,context/component,RB2-015148
EP-44742,,context/component,IFVG2-002177
EP-44743,,context/component,RB2-015149
EP-44744,,context/component,FVG2-007039
EP-44745,,context/component,FVG2-007039
EP-44746,,context/component,RB2-015151
EP-44747,,context/component,FVG2-003876
EP-44747,,context/component,RB2-015150
EP-44748,,context/component,RB2-023040
EP-44749,,context/component,RB2-027364
EP-44750,,context/component,RB2-027364
EP-44751,,context/component,RB2-023040
EP-44752,,context/component,RB2-015152
EP-44753,,context/component,RB2-015154
EP-44754,,context/component,RB2-023039
EP-44755,,context/component,RB2-015155
EP-44755,,context/component,RB2-029168
EP-44756,,context/component,FVG2-005939
EP-44757,,context/component,RB2-023039
EP-44758,,context/component,RB2-023041
EP-44759,,context/component,RB2-029168
EP-44760,,context/component,FVG2-005939
EP-44761,,context/component,RB2-015153
EP-44761,,context/component,RB2-023041
EP-44762,,context/component,RB2-015156
EP-44763,,context/component,RB2-027365
EP-44764,,context/component,RB2-015157
EP-44765,,context/component,RB2-027365
EP-44766,,context/component,FVG2-003874
EP-44767,,context/component,RB2-015146
EP-44768,,context/component,IFVG2-003310
EP-44769,,context/component,RB2-027366
EP-44770,,context/component,IFVG2-003310
EP-44771,,context/component,IFVG2-002178
EP-44772,,context/component,RB2-027366
EP-44773,,context/component,FVG2-003878
EP-44774,,context/component,IFVG2-002179
EP-44775,,context/component,FVG2-003877
EP-44775,,context/component,RB2-015158
EP-44776,,context/component,FVG2-003880
EP-44776,,context/component,RB2-015162
EP-44777,,context/component,RB2-027367
EP-44778,,context/component,RB2-027367
EP-44779,,context/component,RB2-015163
EP-44780,,context/component,RB2-023044
EP-44781,,context/component,RB2-015164
EP-44782,,context/component,RB2-023044
EP-44783,,context/component,FVG2-003879
EP-44784,,context/component,RB2-015161
EP-44785,,context/component,RB2-015160
EP-44786,,context/component,IFVG2-002180
EP-44787,,context/component,IFVG2-002181
EP-44788,,context/component,RB2-015166
EP-44789,,context/component,RB2-015165
EP-44790,,context/component,RB2-023043
EP-44791,,context/component,RB2-023043
EP-44792,,context/component,IFVG2-002182
EP-44793,,context/component,RB2-015168
EP-44794,,context/component,FVG2-003881
EP-44795,,context/component,RB2-015167
EP-44796,,context/component,RB2-015169
EP-44797,,context/component,FVG2-003882
EP-44797,,context/component,RB2-015170
EP-44797,,context/component,RB2-029169
EP-44798,,context/component,RB2-023042
EP-44799,,context/component,RB2-029169
EP-44800,,context/component,RB2-023042
EP-44801,,context/component,RB2-015117
EP-44802,,context/component,RB2-015171
EP-44803,,context/component,RB2-015172
EP-44804,,context/component,FVG2-003883
EP-44805,,context/component,RB2-015173
EP-44806,,context/component,RB2-027368
EP-44807,,context/component,RB2-027368
EP-44808,,context/component,RB2-015175
EP-44809,,context/component,RB2-023045
EP-44810,,context/component,RB2-023046
EP-44811,,context/component,RB2-023045
EP-44812,,context/component,RB2-015174
EP-44812,,context/component,RB2-023046
EP-44813,,context/component,IFVG2-002183
EP-44814,,context/component,RB2-015159
EP-44815,,context/component,FVG2-003885
EP-44815,,context/component,RB2-015177
EP-44816,,context/component,RB2-015178
EP-44817,,context/component,FVG2-007018
EP-44818,,context/component,RB2-015179
EP-44819,,context/component,FVG2-005893
EP-44819,,context/component,FVG2-007018
EP-44820,,context/component,RB2-015180
EP-44821,,context/component,FVG2-005893
EP-44822,,context/component,RB2-022875
EP-44823,,context/component,RB2-015181
EP-44823,,context/component,RB2-027370
EP-44824,,context/component,RB2-022875
EP-44825,,context/component,RB2-027370
EP-44826,,context/component,RB2-023049
EP-44827,,context/component,RB2-015182
EP-44828,,context/component,RB2-015183
EP-44829,,context/component,RB2-023049
EP-44830,,context/component,RB2-015184
EP-44831,,context/component,FVG2-003886
EP-44832,,context/component,RB2-029170
EP-44833,,context/component,RB2-029170
EP-44834,,context/component,RB2-015185
EP-44835,,context/component,RB2-023048
EP-44836,,context/component,RB2-023048
EP-44837,,context/component,RB2-015186
EP-44838,,context/component,RB2-027371
EP-44839,,context/component,RB2-027371
EP-44840,,context/component,FVG2-007042
EP-44841,,context/component,RB2-023047
EP-44842,,context/component,FVG2-007042
EP-44842,,context/component,RB2-023047
EP-44843,,context/component,RB2-015187
EP-44844,,context/component,RB2-027372
EP-44845,,context/component,RB2-027372
EP-44846,,context/component,RB2-023050
EP-44847,,context/component,RB2-015188
EP-44847,,context/component,RB2-023050
EP-44848,,context/component,RB2-015189
EP-44849,,context/component,RB2-015190
EP-44850,,context/component,FVG2-003888
EP-44851,,context/component,RB2-015191
EP-44851,,context/component,RB2-023051
EP-44852,,context/component,FVG2-005941
EP-44853,,context/component,RB2-023051
EP-44854,,context/component,FVG2-005941
EP-44855,,context/component,RB2-015193
EP-44856,,context/component,RB2-015192
EP-44857,,context/component,IFVG2-002185
EP-44858,,context/component,FVG2-003887
EP-44859,,context/component,FVG2-003889
EP-44860,,context/component,IFVG2-002186
EP-44861,,context/component,RB2-015195
EP-44862,,context/component,RB2-023052
EP-44863,,context/component,FVG2-005940
EP-44864,,context/component,RB2-023052
EP-44865,,context/component,FVG2-007041
EP-44866,,context/component,RB2-030032
EP-44867,,context/component,RB2-030413
EP-44868,,context/component,RB2-030421
EP-44869,,context/component,RB2-030430
EP-44870,,context/component,RB2-030430
EP-44871,,context/component,FVG2-005940
EP-44872,,context/component,FVG2-003890
EP-44873,,context/component,RB2-015196
EP-44874,,context/component,RB2-015197
EP-44875,,context/component,FVG2-003884
EP-44875,,context/component,FVG2-007041
EP-44875,,context/component,IFVG2-002184
EP-44876,,context/component,RB2-015198
EP-44877,,context/component,FVG2-003891
EP-44878,,context/component,RB2-015199
EP-44879,,context/component,RB2-023054
EP-44880,,context/component,IFVG2-002187
EP-44881,,context/component,RB2-023054
EP-44882,,context/component,RB2-027373
EP-44883,,context/component,RB2-027369
EP-44884,,context/component,RB2-027373
EP-44885,,context/component,RB2-027369
EP-44886,,context/component,IFVG2-002188
EP-44887,,context/component,RB2-015201
EP-44888,,context/component,FVG2-003892
EP-44888,,context/component,RB2-015200
EP-44888,,context/component,RB2-029171
EP-44889,,context/component,FVG2-007043
EP-44889,,context/component,IFVG2-003900
EP-44889,,context/component,IFVG2-003901
EP-44890,,context/component,RB2-029171
EP-44891,,context/component,IFVG2-003901
EP-44892,,context/component,IFVG2-002189
EP-44893,,context/component,FVG2-007043
EP-44894,,context/component,RB2-015203
EP-44895,,context/component,RB2-023053
EP-44896,,context/component,IFVG2-003900
EP-44896,,context/component,RB2-023053
EP-44897,,context/component,RB2-015205
EP-44898,,context/component,FVG2-005942
EP-44898,,context/component,IFVG2-003311
EP-44899,,context/component,IFVG2-003311
EP-44900,,context/component,RB2-030032
EP-44901,,context/component,FVG2-005942
EP-44902,,context/component,IFVG2-002190
EP-44903,,context/component,RB2-015194
EP-44904,,context/component,IFVG2-002191
EP-44904,,context/component,IFVG2-003312
EP-44905,,context/component,IFVG2-003312
EP-44906,,context/component,RB2-027273
EP-44907,,context/component,RB2-022874
EP-44908,,context/component,FVG2-003896
EP-44909,,context/component,RB2-015207
EP-44910,,context/component,RB2-022874
EP-44910,,context/component,RB2-027273
EP-44911,,context/component,RB2-014692
EP-44912,,context/component,FVG2-007485
EP-44912,,context/component,RB2-022725
EP-44912,,context/component,RB2-027183
EP-44912,,context/component,RB2-030413
EP-44913,,context/component,RB2-014680
EP-44913,,context/component,RB2-030421
EP-44914,,context/component,FVG2-007488
EP-44914,,context/component,RB2-027254
EP-44915,,context/component,FVG2-005879
EP-44915,,context/component,FVG2-007009
EP-44915,,context/component,RB2-022836
EP-44916,,context/component,RB2-022835
EP-44917,,context/component,RB2-014300
EP-44918,,context/component,RB2-014316
EP-44919,,context/component,FVG2-005879
EP-44920,,context/component,RB2-022725
EP-44921,,context/component,RB2-022835
EP-44922,,context/component,RB2-022836
EP-44923,,context/component,FVG2-007009
EP-44924,,context/component,RB2-027182
EP-44925,,context/component,RB2-027183
EP-44926,,context/component,RB2-027254
EP-44927,,context/component,FVG2-007485
EP-44928,,context/component,FVG2-007488
EP-44929,,context/component,RB2-027182
EP-44930,,context/component,RB2-015208
EP-44931,,context/component,RB2-015209
EP-44932,,context/component,FVG2-003897
EP-44933,,context/component,RB2-015210
EP-44934,,context/component,RB2-015212
EP-44935,,context/component,RB2-023058
EP-44936,,context/component,RB2-023058
EP-44937,,context/component,RB2-015213
EP-44937,,context/component,RB2-027376
EP-44938,,context/component,RB2-027376
EP-44939,,context/component,FVG2-005946
EP-44940,,context/component,FVG2-005946
EP-44941,,context/component,RB2-015211
EP-44942,,context/component,RB2-023059
EP-44942,,context/component,RB2-027377
EP-44942,,context/component,RB2-029172
EP-44943,,context/component,RB2-023059
EP-44944,,context/component,RB2-027377
EP-44945,,context/component,RB2-029172
EP-44946,,context/component,RB2-015214
EP-44947,,context/component,RB2-027378
EP-44948,,context/component,RB2-027378
EP-44949,,context/component,RB2-023060
EP-44950,,context/component,RB2-015215
EP-44951,,context/component,RB2-023060
EP-44952,,context/component,RB2-015216
EP-44953,,context/component,RB2-015217
EP-44953,,context/component,RB2-023061
EP-44954,,context/component,RB2-023061
EP-44955,,context/component,RB2-015218
EP-44956,,context/component,RB2-027379
EP-44957,,context/component,RB2-027379
EP-44958,,context/component,RB2-023062
EP-44959,,context/component,FVG2-003898
EP-44960,,context/component,RB2-023062
EP-44961,,context/component,IFVG2-002192
EP-44962,,context/component,RB2-015220
EP-44963,,context/component,RB2-015221
EP-44963,,context/component,RB2-030034
EP-44964,,context/component,RB2-029173
EP-44965,,context/component,RB2-029173
EP-44966,,context/component,RB2-030034
EP-44967,,context/component,RB2-015222
EP-44968,,context/component,RB2-015223
EP-44969,,context/component,RB2-015225
EP-44970,,context/component,RB2-015224
EP-44970,,context/component,RB2-027380
EP-44971,,context/component,FVG2-007047
EP-44972,,context/component,RB2-027380
EP-44973,,context/component,FVG2-007047
EP-44974,,context/component,RB2-015227
EP-44975,,context/component,FVG2-003899
EP-44976,,context/component,RB2-015228
EP-44976,,context/component,RB2-015229
EP-44976,,context/component,RB2-023064
EP-44977,,context/component,RB2-023063
EP-44978,,context/component,RB2-023064
EP-44979,,context/component,RB2-015226
EP-44979,,context/component,RB2-023063
EP-44980,,context/component,RB2-029174
EP-44981,,context/component,RB2-029174
EP-44982,,context/component,RB2-015230
EP-44983,,context/component,RB2-015231
EP-44984,,context/component,RB2-015219
EP-44985,,context/component,RB2-027381
EP-44986,,context/component,RB2-027381
EP-44987,,context/component,RB2-015233
EP-44988,,context/component,RB2-015234
EP-44989,,context/component,RB2-015235
EP-44990,,context/component,RB2-015236
EP-44991,,context/component,FVG2-003901
EP-44992,,context/component,FVG2-003902
EP-44993,,context/component,RB2-015232
EP-44993,,context/component,RB2-027382
EP-44993,,context/component,RB2-030035
EP-44994,,context/component,FVG2-003900
EP-44994,,context/component,FVG2-005947
EP-44995,,context/component,FVG2-005947
EP-44996,,context/component,RB2-027382
EP-44997,,context/component,FVG2-007693
EP-44997,,context/component,RB2-030035
EP-44998,,context/component,IFVG2-002193
EP-44999,,context/component,FVG2-007693
EP-45000,,context/component,RB2-015237
EP-45001,,context/component,FVG2-003903
EP-45002,,context/component,RB2-015238
EP-45003,,context/component,IFVG2-003313
EP-45004,,context/component,RB2-023065
