variant_id,episode_id,symbol,entry_variant,reaction_state,direction,lane,session,context_tf,trigger_tf,is_multi_timeframe,executable,interaction_ts,trigger_ts,entry_ts,entry_price,atr_1m_24,atr_5m_24,raw_stop_price,raw_stop_distance,effective_stop_price,effective_stop_distance,stop_widened_by_atr_floor,target_surface,target_family,target_tf,target_distance,target_distance_atr5_multiple,natural_rr,rejection_reason,session_date
EP-42178-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42178,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-10 16:59:00-04:00,2026-07-12 18:02:00-04:00,2026-07-12 18:02:00-04:00,29955.25,11.3385,19.3094,30076.25,121.0,30076.25,121.0,False,29955.0,ifvg,3,0.25,0.0129,0.0021,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42178-ENTRY_ON_STRONG_REJECTION,EP-42178,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-10 16:59:00-04:00,2026-07-12 18:05:00-04:00,2026-07-12 18:05:00-04:00,29915.5,12.8424,24.9528,30076.25,160.75,30076.25,160.75,False,29913.25,ifvg,1,2.25,0.0902,0.014,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42178-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42178,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-10 16:59:00-04:00,2026-07-12 18:02:00-04:00,2026-07-12 18:02:00-04:00,29955.25,11.3385,19.3094,30076.25,121.0,30076.25,121.0,False,29955.0,ifvg,3,0.25,0.0129,0.0021,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42178-ENTRY_ON_NEW_FVG,EP-42178,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-10 16:59:00-04:00,2026-07-12 18:05:00-04:00,2026-07-12 18:05:00-04:00,29915.5,12.8424,24.9528,30076.25,160.75,30076.25,160.75,False,29913.25,ifvg,1,2.25,0.0902,0.014,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42178-ENTRY_ON_NEW_IFVG,EP-42178,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-10 16:59:00-04:00,2026-07-12 18:01:00-04:00,2026-07-12 18:01:00-04:00,29970.75,10.3749,19.3094,30076.25,105.5,30076.25,105.5,False,29970.25,ifvg,1,0.5,0.0259,0.0047,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42179-ENTRY_ON_TAP,EP-42179,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,F,GLOBEX_EVENING,15,1,True,False,2026-07-12 18:00:00-04:00,2026-07-12 18:01:00-04:00,2026-07-12 18:01:00-04:00,29970.75,10.3749,19.3094,29948.5,22.25,29948.5,22.25,False,29972.25,ifvg,1,1.5,0.0777,0.0674,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42180-ENTRY_ON_TAP,EP-42180,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,F,GLOBEX_EVENING,5,1,True,False,2026-07-12 18:00:00-04:00,2026-07-12 18:01:00-04:00,2026-07-12 18:01:00-04:00,29970.75,10.3749,19.3094,29938.25,32.5,29938.25,32.5,False,29972.25,ifvg,1,1.5,0.0777,0.0462,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42181-ENTRY_ON_TAP,EP-42181,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,5,1,True,False,2026-07-12 18:00:00-04:00,2026-07-12 18:01:00-04:00,2026-07-12 18:01:00-04:00,29970.75,10.3749,19.3094,29914.0,56.75,29914.0,56.75,False,29972.25,ifvg,1,1.5,0.0777,0.0264,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42182-ENTRY_ON_TAP,EP-42182,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,F,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:03:00-04:00,2026-07-12 18:03:00-04:00,29947.75,11.9598,19.3094,29941.5,6.25,29935.7902,11.9598,True,29948.0,ifvg,3,0.25,0.0129,0.0209,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42183-ENTRY_ON_IFVG_RETEST,EP-42183,NQU6,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,1,F,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:03:00-04:00,2026-07-12 18:03:00-04:00,29947.75,11.9598,19.3094,29888.25,59.5,29888.25,59.5,False,29948.0,ifvg,3,0.25,0.0129,0.0042,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42184-ENTRY_ON_TAP,EP-42184,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:03:00-04:00,2026-07-12 18:03:00-04:00,29947.75,11.9598,19.3094,29963.5,15.75,29932.0,15.75,False,,,,,,,NO_STRUCTURAL_STOP,2026-07-12
EP-42185-ENTRY_ON_TAP,EP-42185,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,B,GLOBEX_EVENING,5,5,False,False,,2026-07-12 18:05:00-04:00,2026-07-12 18:05:00-04:00,29915.5,12.8424,24.9528,29938.25,22.75,29892.75,22.75,False,,,,,,,NO_STRUCTURAL_STOP,2026-07-12
EP-42186-ENTRY_ON_TAP,EP-42186,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,5,5,False,False,,2026-07-12 18:05:00-04:00,2026-07-12 18:05:00-04:00,29915.5,12.8424,24.9528,29914.0,1.5,29902.6576,12.8424,True,29916.75,ifvg,1,1.25,0.0501,0.0973,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42187-ENTRY_ON_TAP,EP-42187,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,B,GLOBEX_EVENING,15,15,False,False,,2026-07-12 18:15:00-04:00,2026-07-12 18:15:00-04:00,29866.25,17.0471,27.6428,29948.5,82.25,29784.0,82.25,False,,,,,,,NO_STRUCTURAL_STOP,2026-07-12
EP-42188-ENTRY_ON_TAP,EP-42188,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:03:00-04:00,2026-07-12 18:04:00-04:00,2026-07-12 18:04:00-04:00,29923.75,12.6073,19.3094,29935.0,11.25,29911.1427,12.6073,True,,,,,,,NO_STRUCTURAL_STOP,2026-07-12
EP-42189-ENTRY_ON_TAP,EP-42189,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,F,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:06:00-04:00,2026-07-12 18:06:00-04:00,29883.5,14.3282,24.9528,29901.25,17.75,29865.75,17.75,False,,,,,,,NO_STRUCTURAL_STOP,2026-07-12
EP-42189-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42189,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,F,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:09:00-04:00,2026-07-12 18:09:00-04:00,29907.25,14.9869,24.9528,29901.25,6.0,29892.2631,14.9869,True,29907.5,ifvg,1,0.25,0.01,0.0167,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42189-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42189,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,F,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:09:00-04:00,2026-07-12 18:09:00-04:00,29907.25,14.9869,24.9528,29901.25,6.0,29892.2631,14.9869,True,29907.5,ifvg,1,0.25,0.01,0.0167,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42189-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42189,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,F,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:09:00-04:00,2026-07-12 18:09:00-04:00,29907.25,14.9869,24.9528,29901.25,6.0,29892.2631,14.9869,True,29907.5,ifvg,1,0.25,0.01,0.0167,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42190-ENTRY_ON_TAP,EP-42190,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:05:00-04:00,2026-07-12 18:06:00-04:00,2026-07-12 18:06:00-04:00,29883.5,14.3282,24.9528,29932.0,48.5,29932.0,48.5,False,29883.25,ifvg,3,0.25,0.01,0.0052,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42190-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42190,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:05:00-04:00,2026-07-12 18:09:00-04:00,2026-07-12 18:09:00-04:00,29907.25,14.9869,24.9528,29932.0,24.75,29932.0,24.75,False,29906.5,ifvg,1,0.75,0.0301,0.0303,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42190-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42190,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:05:00-04:00,2026-07-12 18:10:00-04:00,2026-07-12 18:10:00-04:00,29894.25,15.0083,26.236,29932.0,37.75,29932.0,37.75,False,29892.25,ifvg,1,2.0,0.0762,0.053,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42191-ENTRY_ON_TAP,EP-42191,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,F,GLOBEX_EVENING,5,1,True,False,2026-07-12 18:05:00-04:00,2026-07-12 18:06:00-04:00,2026-07-12 18:06:00-04:00,29883.5,14.3282,24.9528,29902.5,19.0,29864.5,19.0,False,,,,,,,NO_STRUCTURAL_STOP,2026-07-12
EP-42192-ENTRY_ON_TAP,EP-42192,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:05:00-04:00,2026-07-12 18:06:00-04:00,2026-07-12 18:06:00-04:00,29883.5,14.3282,24.9528,29870.5,13.0,29869.1718,14.3282,True,29884.5,ifvg,5,1.0,0.0401,0.0698,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42192-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42192,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:05:00-04:00,2026-07-12 18:07:00-04:00,2026-07-12 18:07:00-04:00,29889.75,14.6687,24.9528,29870.5,19.25,29870.5,19.25,False,29890.25,ifvg,1,0.5,0.02,0.026,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42192-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42192,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:05:00-04:00,2026-07-12 18:07:00-04:00,2026-07-12 18:07:00-04:00,29889.75,14.6687,24.9528,29870.5,19.25,29870.5,19.25,False,29890.25,ifvg,1,0.5,0.02,0.026,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42192-ENTRY_ON_STRONG_REJECTION,EP-42192,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:05:00-04:00,2026-07-12 18:07:00-04:00,2026-07-12 18:07:00-04:00,29889.75,14.6687,24.9528,29870.5,19.25,29870.5,19.25,False,29890.25,ifvg,1,0.5,0.02,0.026,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42192-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42192,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:05:00-04:00,2026-07-12 18:08:00-04:00,2026-07-12 18:08:00-04:00,29906.0,14.9429,24.9528,29870.5,35.5,29870.5,35.5,False,29906.5,ifvg,5,0.5,0.02,0.0141,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42193-ENTRY_ON_TAP,EP-42193,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,5,5,False,False,,2026-07-12 18:10:00-04:00,2026-07-12 18:10:00-04:00,29894.25,15.0083,26.236,29902.5,8.25,29879.2417,15.0083,True,,,,,,,NO_STRUCTURAL_STOP,2026-07-12
EP-42194-ENTRY_ON_TAP,EP-42194,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,3,1,True,False,2026-07-12 18:06:00-04:00,2026-07-12 18:07:00-04:00,2026-07-12 18:07:00-04:00,29889.75,14.6687,24.9528,29847.75,42.0,29847.75,42.0,False,29890.25,ifvg,1,0.5,0.02,0.0119,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42194-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42194,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,GLOBEX_EVENING,3,1,True,False,2026-07-12 18:06:00-04:00,2026-07-12 18:08:00-04:00,2026-07-12 18:08:00-04:00,29906.0,14.9429,24.9528,29847.75,58.25,29847.75,58.25,False,29906.5,ifvg,5,0.5,0.02,0.0086,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42194-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42194,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,A,GLOBEX_EVENING,3,1,True,False,2026-07-12 18:06:00-04:00,2026-07-12 18:14:00-04:00,2026-07-12 18:14:00-04:00,29880.75,16.7666,26.236,29847.75,33.0,29847.75,33.0,False,29881.5,ifvg,1,0.75,0.0286,0.0227,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42194-ENTRY_ON_STRONG_REJECTION,EP-42194,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,A,GLOBEX_EVENING,3,1,True,False,2026-07-12 18:06:00-04:00,2026-07-12 18:14:00-04:00,2026-07-12 18:14:00-04:00,29880.75,16.7666,26.236,29847.75,33.0,29847.75,33.0,False,29881.5,ifvg,1,0.75,0.0286,0.0227,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42194-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42194,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,GLOBEX_EVENING,3,1,True,False,2026-07-12 18:06:00-04:00,2026-07-12 18:08:00-04:00,2026-07-12 18:08:00-04:00,29906.0,14.9429,24.9528,29847.75,58.25,29847.75,58.25,False,29906.5,ifvg,5,0.5,0.02,0.0086,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42195-ENTRY_ON_TAP,EP-42195,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:09:00-04:00,2026-07-12 18:09:00-04:00,29907.25,14.9869,24.9528,29847.75,59.5,29847.75,59.5,False,29907.5,ifvg,1,0.25,0.01,0.0042,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42195-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42195,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:21:00-04:00,2026-07-12 18:21:00-04:00,29887.0,16.8629,27.5535,29847.75,39.25,29847.75,39.25,False,29887.25,ifvg,1,0.25,0.0091,0.0064,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42195-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42195,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,A,GLOBEX_EVENING,3,3,False,False,,2026-07-12 18:21:00-04:00,2026-07-12 18:21:00-04:00,29887.0,16.8629,27.5535,29847.75,39.25,29847.75,39.25,False,29887.25,ifvg,1,0.25,0.0091,0.0064,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42196-ENTRY_ON_TAP,EP-42196,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:08:00-04:00,2026-07-12 18:09:00-04:00,2026-07-12 18:09:00-04:00,29907.25,14.9869,24.9528,29909.5,2.25,29922.2369,14.9869,True,29906.5,ifvg,1,0.75,0.0301,0.05,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42196-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42196,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:08:00-04:00,2026-07-12 18:10:00-04:00,2026-07-12 18:10:00-04:00,29894.25,15.0083,26.236,29909.5,15.25,29909.5,15.25,False,29892.25,ifvg,1,2.0,0.0762,0.1311,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42196-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42196,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:08:00-04:00,2026-07-12 18:10:00-04:00,2026-07-12 18:10:00-04:00,29894.25,15.0083,26.236,29909.5,15.25,29909.5,15.25,False,29892.25,ifvg,1,2.0,0.0762,0.1311,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42196-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42196,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:08:00-04:00,2026-07-12 18:10:00-04:00,2026-07-12 18:10:00-04:00,29894.25,15.0083,26.236,29909.5,15.25,29909.5,15.25,False,29892.25,ifvg,1,2.0,0.0762,0.1311,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
EP-42196-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42196,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,GLOBEX_EVENING,1,1,False,False,2026-07-12 18:08:00-04:00,2026-07-12 18:12:00-04:00,2026-07-12 18:12:00-04:00,29892.5,15.5128,26.236,29909.5,17.0,29909.5,17.0,False,29892.25,ifvg,1,0.25,0.0095,0.0147,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-12
