candidate_id,year,entry_ts,direction,context_id,context_family,context_tf,trigger_tf,entry_variant,old_present,new_present,removal_reason,context_zone_lo,context_zone_hi,contract_old,contract_new
seg000_NQH8::EP-01896-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-03 10:47:00-05:00,-1,,CLOSE_BACK_OUTSIDE,5,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-01896-ENTRY_ON_STRONG_REJECTION,2018,2018-01-03 10:47:00-05:00,-1,,STRONG_REJECTION_DEPARTURE,5,1,ENTRY_ON_STRONG_REJECTION,True,True,,,,,
seg000_NQH8::EP-01898-ENTRY_ON_TAP,2018,2018-01-03 10:48:00-05:00,-1,,TAP_ONLY,3,3,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-01900-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-03 10:55:00-05:00,-1,,CLOSE_BACK_OUTSIDE,5,5,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-01902-ENTRY_ON_TAP,2018,2018-01-03 10:48:00-05:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-01902-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-03 10:49:00-05:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-01902-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-03 10:49:00-05:00,-1,,MINIMAL_WICK_REJECTION,1,1,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-01908-ENTRY_ON_IFVG_RETEST,2018,2018-01-03 10:55:00-05:00,-1,,IFVG_RETEST,3,1,ENTRY_ON_IFVG_RETEST,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-01910-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-03 11:01:00-05:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-01910-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-03 11:01:00-05:00,-1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-03019-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-04 09:36:00-05:00,-1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-03023-ENTRY_ON_NEW_FVG,2018,2018-01-04 09:31:00-05:00,-1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg000_NQH8::EP-03024-ENTRY_ON_IFVG_RETEST,2018,2018-01-04 09:31:00-05:00,-1,,IFVG_RETEST,3,1,ENTRY_ON_IFVG_RETEST,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-03029-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-04 09:36:00-05:00,-1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-03029-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-04 09:36:00-05:00,-1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-03029-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-01-04 09:36:00-05:00,-1,,IMMEDIATE_DISPLACEMENT,3,3,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-03030-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-04 09:36:00-05:00,-1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-03030-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-04 09:36:00-05:00,-1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-03030-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-01-04 09:36:00-05:00,-1,,IMMEDIATE_DISPLACEMENT,3,3,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-03031-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-04 09:36:00-05:00,-1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-03031-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-04 09:36:00-05:00,-1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-03031-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-01-04 09:36:00-05:00,-1,,IMMEDIATE_DISPLACEMENT,3,3,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-03042-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-04 09:36:00-05:00,-1,,DELAYED_DISPLACEMENT,3,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-03049-ENTRY_ON_TAP,2018,2018-01-04 09:36:00-05:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-03050-ENTRY_ON_TAP,2018,2018-01-04 09:37:00-05:00,-1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-03050-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-04 09:38:00-05:00,-1,,CLOSE_BACK_OUTSIDE,3,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-03050-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-04 09:38:00-05:00,-1,,MINIMAL_WICK_REJECTION,3,1,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-03062-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-04 09:44:00-05:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-03062-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-01-04 09:44:00-05:00,-1,,IMMEDIATE_DISPLACEMENT,1,1,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-03067-ENTRY_ON_TAP,2018,2018-01-04 09:44:00-05:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-03081-ENTRY_ON_TAP,2018,2018-01-04 09:49:00-05:00,1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-03082-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-04 10:03:00-05:00,-1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-03082-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-04 10:03:00-05:00,-1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-03085-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-04 10:03:00-05:00,-1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-03125-ENTRY_ON_NEW_FVG,2018,2018-01-04 10:35:00-05:00,1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg000_NQH8::EP-03126-ENTRY_ON_NEW_FVG,2018,2018-01-04 10:35:00-05:00,1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg000_NQH8::EP-03130-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-04 10:35:00-05:00,1,,CLOSE_BACK_OUTSIDE,3,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-03130-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-01-04 10:35:00-05:00,1,,IMMEDIATE_DISPLACEMENT,3,1,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-03130-ENTRY_ON_NEW_FVG,2018,2018-01-04 10:35:00-05:00,1,,NEW_FVG,3,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg000_NQH8::EP-03131-ENTRY_ON_TAP,2018,2018-01-04 10:36:00-05:00,1,,TAP_ONLY,3,3,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-03132-ENTRY_ON_TAP,2018,2018-01-04 10:36:00-05:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-03132-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-04 10:38:00-05:00,1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-03176-ENTRY_ON_TAP,2018,2018-01-04 11:25:00-05:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-03176-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-04 11:26:00-05:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-03176-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-04 11:26:00-05:00,-1,,MINIMAL_WICK_REJECTION,1,1,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-03176-ENTRY_ON_STRONG_REJECTION,2018,2018-01-04 11:26:00-05:00,-1,,STRONG_REJECTION_DEPARTURE,1,1,ENTRY_ON_STRONG_REJECTION,True,True,,,,,
seg000_NQH8::EP-03178-ENTRY_ON_TAP,2018,2018-01-04 11:27:00-05:00,-1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-04286-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-05 09:42:00-05:00,1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-04286-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-05 09:42:00-05:00,1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-04293-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-05 09:42:00-05:00,1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-04300-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-05 09:51:00-05:00,1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-04300-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-05 09:51:00-05:00,1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-04300-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-01-05 09:51:00-05:00,1,,IMMEDIATE_DISPLACEMENT,3,3,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-04304-ENTRY_ON_TAP,2018,2018-01-05 09:51:00-05:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-04304-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-05 09:52:00-05:00,1,,CLOSE_BACK_OUTSIDE,5,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-04305-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-05 10:10:00-05:00,1,,CLOSE_BACK_OUTSIDE,5,5,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-04313-ENTRY_ON_TAP,2018,2018-01-05 10:00:00-05:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-04321-ENTRY_ON_TAP,2018,2018-01-05 10:10:00-05:00,1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-04325-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-05 10:14:00-05:00,1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-05408-ENTRY_ON_TAP,2018,2018-01-08 09:37:00-05:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-05411-ENTRY_ON_IFVG_RETEST,2018,2018-01-08 09:38:00-05:00,1,,IFVG_RETEST,5,1,ENTRY_ON_IFVG_RETEST,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-05416-ENTRY_ON_TAP,2018,2018-01-08 09:46:00-05:00,-1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-05416-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-08 09:47:00-05:00,-1,,CLOSE_BACK_OUTSIDE,3,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-05416-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-08 09:47:00-05:00,-1,,MINIMAL_WICK_REJECTION,3,1,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-05416-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-01-08 09:47:00-05:00,-1,,IMMEDIATE_DISPLACEMENT,3,1,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-05439-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-08 10:06:00-05:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-05439-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-08 10:06:00-05:00,-1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-05441-ENTRY_ON_TAP,2018,2018-01-08 10:06:00-05:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-06450-ENTRY_ON_TAP,2018,2018-01-09 09:35:00-05:00,1,,TAP_ONLY,5,5,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-06464-ENTRY_ON_TAP,2018,2018-01-09 09:32:00-05:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-06465-ENTRY_ON_TAP,2018,2018-01-09 09:36:00-05:00,1,,TAP_ONLY,3,3,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-06467-ENTRY_ON_TAP,2018,2018-01-09 09:35:00-05:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-06469-ENTRY_ON_TAP,2018,2018-01-09 09:36:00-05:00,1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-06478-ENTRY_ON_NEW_FVG,2018,2018-01-09 09:42:00-05:00,-1,,NEW_FVG,3,1,ENTRY_ON_NEW_FVG,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-06480-ENTRY_ON_IFVG_RETEST,2018,2018-01-09 09:42:00-05:00,-1,,IFVG_RETEST,3,3,ENTRY_ON_IFVG_RETEST,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-06490-ENTRY_ON_TAP,2018,2018-01-09 09:46:00-05:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-06497-ENTRY_ON_NEW_FVG,2018,2018-01-09 09:53:00-05:00,-1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg000_NQH8::EP-06497-ENTRY_ON_NEW_IFVG,2018,2018-01-09 09:52:00-05:00,-1,,NEW_IFVG,1,1,ENTRY_ON_NEW_IFVG,True,True,,,,,
seg000_NQH8::EP-06500-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-09 09:52:00-05:00,-1,,CLOSE_BACK_OUTSIDE,5,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-06500-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-01-09 09:52:00-05:00,-1,,IMMEDIATE_DISPLACEMENT,5,1,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-06500-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-09 09:53:00-05:00,-1,,DELAYED_DISPLACEMENT,5,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-06500-ENTRY_ON_NEW_FVG,2018,2018-01-09 09:53:00-05:00,-1,,NEW_FVG,5,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg000_NQH8::EP-06500-ENTRY_ON_NEW_IFVG,2018,2018-01-09 09:52:00-05:00,-1,,NEW_IFVG,5,1,ENTRY_ON_NEW_IFVG,True,True,,,,,
seg000_NQH8::EP-06508-ENTRY_ON_TAP,2018,2018-01-09 09:53:00-05:00,1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-06511-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-09 09:56:00-05:00,1,,CLOSE_BACK_OUTSIDE,3,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-06514-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-09 10:02:00-05:00,-1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-06556-ENTRY_ON_NEW_FVG,2018,2018-01-09 10:40:00-05:00,-1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg000_NQH8::EP-06559-ENTRY_ON_NEW_FVG,2018,2018-01-09 10:40:00-05:00,-1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg000_NQH8::EP-07757-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-10 09:30:00-05:00,1,,MINIMAL_WICK_REJECTION,5,5,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-07797-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-10 09:30:00-05:00,1,,CLOSE_BACK_OUTSIDE,5,5,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-07797-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-10 09:30:00-05:00,1,,MINIMAL_WICK_REJECTION,5,5,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-07797-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-01-10 09:30:00-05:00,1,,IMMEDIATE_DISPLACEMENT,5,5,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-07799-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-10 09:30:00-05:00,1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg000_NQH8::EP-07799-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-10 09:30:00-05:00,1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-07799-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-10 09:30:00-05:00,1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg000_NQH8::EP-07802-ENTRY_ON_STRONG_REJECTION,2018,2018-01-10 09:30:00-05:00,1,,STRONG_REJECTION_DEPARTURE,5,1,ENTRY_ON_STRONG_REJECTION,True,True,,,,,
seg000_NQH8::EP-07804-ENTRY_ON_TAP,2018,2018-01-10 09:30:00-05:00,1,,TAP_ONLY,5,5,ENTRY_ON_TAP,True,True,,,,,
seg000_NQH8::EP-07810-ENTRY_ON_IFVG_RETEST,2018,2018-01-10 09:30:00-05:00,1,,IFVG_RETEST,1,1,ENTRY_ON_IFVG_RETEST,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-07813-ENTRY_ON_TAP,2018,2018-01-10 09:31:00-05:00,1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-07817-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-10 09:45:00-05:00,1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-07817-ENTRY_ON_STRONG_REJECTION,2018,2018-01-10 09:45:00-05:00,1,,STRONG_REJECTION_DEPARTURE,3,3,ENTRY_ON_STRONG_REJECTION,True,True,,,,,
seg000_NQH8::EP-07818-ENTRY_ON_TAP,2018,2018-01-10 09:35:00-05:00,-1,,TAP_ONLY,5,5,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-07819-ENTRY_ON_TAP,2018,2018-01-10 09:35:00-05:00,-1,,TAP_ONLY,5,5,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-07829-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-01-10 09:45:00-05:00,1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg000_NQH8::EP-07829-ENTRY_ON_STRONG_REJECTION,2018,2018-01-10 09:45:00-05:00,1,,STRONG_REJECTION_DEPARTURE,3,3,ENTRY_ON_STRONG_REJECTION,True,True,,,,,
seg000_NQH8::EP-07829-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-01-10 09:45:00-05:00,1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg000_NQH8::EP-07833-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-01-10 09:40:00-05:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
