episode_id,variant_id,entry_variant,direction,entry_ts,exit_ts,exit_type,ep,sl,risk,tp_pts,exit_price,pts,r,context_family,context_tf,trigger_tf,context_id,context_zone_lo,context_zone_hi,contract
EP-32859,EP-32859-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,-1,2020-02-10 09:30:00-05:00,2020-02-10 09:30:00-05:00,STOP,9380.25,9387.76859661265,3.508678419236425,5.263017628854637,9387.76859661265,-3.508678419236425,-1.0,rb,5,5,RB2-039496,9384.5,9388.25,NQH0
EP-32864,EP-32864-ENTRY_ON_STRONG_REJECTION,ENTRY_ON_STRONG_REJECTION,-1,2020-02-10 09:30:00-05:00,2020-02-10 09:30:00-05:00,STOP,9380.25,9387.76859661265,3.508678419236425,5.263017628854637,9387.76859661265,-3.508678419236425,-1.0,rb,1,1,RB2-014485,9387.5,9389.5,NQH0
EP-34213,EP-34213-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-02-11 11:46:00-05:00,2020-02-11 11:58:00-05:00,TARGET,9565.75,9577.976175194919,5.705548424295292,8.558322636442938,9557.191677363557,3.9938838970065182,0.6999999999999674,rb,1,1,RB2-015061,9573.0,9574.25,NQH0
EP-35264,EP-35264-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-02-12 09:39:00-05:00,2020-02-12 09:43:00-05:00,TARGET,9597.25,9605.390384452186,3.7988460776873234,5.698269116530986,9591.55173088347,2.659192254381336,0.7000000000000551,rb,3,3,RB2-032375,9596.0,9601.0,NQH0
EP-35290,EP-35290-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,1,2020-02-12 10:20:00-05:00,2020-02-12 10:55:00-05:00,STOP,9577.0,9563.631498968178,6.238633814850497,9.357950722275746,9577.0,-0.0,-0.0,rb,5,5,RB2-039753,9561.0,9571.0,NQH0
EP-37608,EP-37608-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-02-14 10:02:00-05:00,2020-02-14 10:03:00-05:00,TARGET,9616.5,9630.94637498508,6.741641659703999,10.112462489555998,9606.387537510444,4.719149161792739,0.699999999999991,rb,1,1,RB2-016570,9616.75,9619.75,NQH0
EP-39626,EP-39626-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-02-18 09:38:00-05:00,2020-02-18 09:38:00-05:00,STOP,9597.0,9607.510426169261,4.904865545655526,7.35729831848329,9607.510426169261,-4.904865545655526,-1.0,rb,3,1,RB2-033091,9609.25,9613.0,NQH0
EP-39626,EP-39626-ENTRY_ON_NEW_FVG,ENTRY_ON_NEW_FVG,-1,2020-02-18 09:38:00-05:00,2020-02-18 09:38:00-05:00,STOP,9597.0,9607.510426169261,4.904865545655526,7.35729831848329,9607.510426169261,-4.904865545655526,-1.0,rb,3,1,RB2-033091,9609.25,9613.0,NQH0
EP-39626,EP-39626-ENTRY_ON_NEW_IFVG,ENTRY_ON_NEW_IFVG,-1,2020-02-18 09:38:00-05:00,2020-02-18 09:38:00-05:00,STOP,9597.0,9607.510426169261,4.904865545655526,7.35729831848329,9607.510426169261,-4.904865545655526,-1.0,rb,3,1,RB2-033091,9609.25,9613.0,NQH0
EP-39627,EP-39627-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-02-18 09:39:00-05:00,2020-02-18 09:53:00-05:00,STOP,9605.0,9616.501063174113,5.367162814586546,8.05074422187982,9616.501063174113,-5.367162814586546,-1.0,rb,3,3,RB2-033091,9609.25,9613.0,NQH0
EP-40754,EP-40754-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-02-19 09:38:00-05:00,2020-02-19 09:40:00-05:00,STOP,9697.75,9707.93241347356,4.75179295432828,7.127689431492421,9707.93241347356,-4.75179295432828,-1.0,rb,1,1,RB2-017989,9702.0,9706.0,NQH0
EP-40789,EP-40789-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-02-19 10:14:00-05:00,2020-02-19 10:16:00-05:00,STOP,9706.5,9715.680362350251,4.284169096783752,6.426253645175628,9715.680362350251,-4.284169096783752,-1.0,rb,3,1,RB2-033283,9711.75,9713.5,NQH0
EP-43236,EP-43236-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-02-21 09:54:00-05:00,2020-02-21 09:57:00-05:00,TARGET,9506.75,9483.09990233476,11.036712243779093,16.55506836566864,9523.30506836567,7.725698570645488,0.7000000000000112,rb,3,1,RB2-033674,9481.75,9503.5,NQH0
EP-43257,EP-43257-ENTRY_ON_NEW_FVG,ENTRY_ON_NEW_FVG,1,2020-02-21 10:23:00-05:00,2020-02-21 10:34:00-05:00,STOP,9522.0,9498.45850822501,10.986029494995075,16.479044242492613,9498.45850822501,-10.986029494995075,-1.0,rb,1,1,RB2-019115,9492.5,9494.5,NQH0
EP-50456,EP-50456-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-03-02 09:54:00-05:00,2020-03-02 09:59:00-05:00,TARGET,8552.0,8603.390381091176,23.982177842549156,35.97326676382373,8516.026733236176,16.787524489784627,0.7000000000000091,rb,3,3,RB2-034829,8556.5,8582.25,NQH0
EP-56103,EP-56103-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-03-09 10:05:00-04:00,2020-03-09 10:05:00-04:00,TARGET,8028.75,7969.500449213841,27.649790366873937,41.47468555031091,8070.224685550311,19.35485325681171,0.6999999999999984,rb,3,1,RB2-035753,8011.25,8030.25,NQH0
EP-56125,EP-56125-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-03-09 10:26:00-04:00,2020-03-09 10:33:00-04:00,STOP,8069.5,8133.635933689172,29.93010238828006,44.895153582420086,8133.635933689172,-29.93010238828006,-1.0,rb,1,1,RB2-025174,8104.25,8126.75,NQH0
EP-58733,EP-58733-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-03-11 09:46:00-04:00,2020-03-11 09:47:00-04:00,TARGET,8171.25,8210.367378817968,18.254776781718107,27.38216517257716,8143.8678348274225,12.778343747202593,0.6999999999999955,rb,3,1,RB2-036164,8156.5,8180.0,NQH0
EP-00324,EP-00324-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-03-12 09:56:00-04:00,2020-03-12 09:57:00-04:00,STOP,7440.0,7484.786002303514,20.900134408306183,31.350201612459273,7484.786002303514,-20.900134408306183,-1.0,rb,5,1,RB2-048629,7442.75,7455.0,NQM0
EP-00337,EP-00337-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-03-12 10:04:00-04:00,2020-03-12 10:12:00-04:00,STOP,7472.0,7529.7598705759565,26.954606268779546,40.43190940316932,7529.7598705759565,-26.954606268779546,-1.0,rb,1,1,RB2-000146,7493.75,7520.75,NQM0
EP-01420,EP-01420-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-03-13 09:33:00-04:00,2020-03-13 09:33:00-04:00,TARGET,7681.0,7699.326570813624,8.552399713024743,12.828599569537115,7668.171400430463,5.986679799117424,0.7000000000000122,rb,1,1,RB2-000658,7711.75,7723.0,NQM0
EP-01492,EP-01492-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,-1,2020-03-13 10:29:00-04:00,2020-03-13 10:38:00-04:00,TARGET,7575.75,7635.899142234886,28.069599709613716,42.104399564420575,7533.64560043558,19.648719796729676,0.7000000000000026,rb,5,1,RB2-048755,7599.5,7629.25,NQM0
EP-01907,EP-01907-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-03-16 09:48:00-04:00,2020-03-16 09:49:00-04:00,TARGET,7077.0,7030.460907591919,21.718243123771312,32.57736468565697,7109.577364685657,15.20277018663999,0.7000000000000033,rb,1,1,RB2-000857,7044.75,7059.0,NQM0
EP-01907,EP-01907-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-03-16 09:49:00-04:00,2020-03-16 09:50:00-04:00,TARGET,7100.0,7052.342000727969,22.24039966028084,33.36059949042126,7133.360599490421,15.568279762196449,0.6999999999999937,rb,1,1,RB2-000857,7044.75,7059.0,NQM0
EP-01907,EP-01907-ENTRY_ON_NEW_FVG,ENTRY_ON_NEW_FVG,1,2020-03-16 09:50:00-04:00,2020-03-16 09:52:00-04:00,TARGET,7109.75,7062.001857840494,22.282466341102474,33.42369951165371,7143.1736995116535,15.59772643877159,0.6999999999999936,rb,1,1,RB2-000857,7044.75,7059.0,NQM0
EP-01908,EP-01908-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-03-16 09:52:00-04:00,2020-03-16 09:53:00-04:00,TARGET,7139.5,7089.75139622603,23.21601509451946,34.82402264177919,7174.324022641779,16.251210566163714,0.700000000000004,rb,5,1,RB2-048798,7044.75,7109.25,NQM0
EP-01912,EP-01912-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-03-16 09:53:00-04:00,2020-03-16 09:53:00-04:00,TARGET,7138.0,7088.226040430897,23.227847798914485,34.84177169837173,7172.841771698371,16.25949345924004,0.6999999999999957,rb,1,1,RB2-000862,7121.0,7125.25,NQM0
EP-01913,EP-01913-ENTRY_ON_NEW_FVG,ENTRY_ON_NEW_FVG,-1,2020-03-16 10:04:00-04:00,2020-03-16 10:08:00-04:00,STOP,7189.75,7248.794251407455,27.553983990145777,41.330975985218664,7248.794251407455,-27.553983990145777,-1.0,rb,1,1,RB2-000863,7260.5,7273.0,NQM0
EP-01941,EP-01941-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-03-16 10:21:00-04:00,2020-03-16 10:22:00-04:00,TARGET,7198.25,7133.268931208892,30.324498769183627,45.48674815377544,7243.736748153776,21.22714913842858,0.7000000000000013,rb,5,1,RB2-048801,7183.25,7195.0,NQM0
EP-01935,EP-01935-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-03-16 10:24:00-04:00,2020-03-16 10:27:00-04:00,TARGET,7242.75,7179.0157836488315,29.742634297211893,44.61395144581784,7287.363951445818,20.819844008048285,0.6999999999999986,rb,3,3,RB2-036400,7153.5,7202.75,NQM0
EP-03648,EP-03648-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-03-18 09:37:00-04:00,2020-03-18 09:37:00-04:00,TARGET,7099.0,7062.5438070791515,17.012890029729466,25.5193350445942,7124.519335044594,11.90902302081075,0.7000000000000073,rb,1,1,RB2-001641,7058.5,7092.0,NQM0
EP-03648,EP-03648-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,1,2020-03-18 09:37:00-04:00,2020-03-18 09:37:00-04:00,TARGET,7099.0,7062.5438070791515,17.012890029729466,25.5193350445942,7124.519335044594,11.90902302081075,0.7000000000000073,rb,1,1,RB2-001641,7058.5,7092.0,NQM0
EP-03679,EP-03679-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-03-18 10:18:00-04:00,2020-03-18 10:21:00-04:00,TARGET,7249.75,7313.6485088921745,29.819304149681493,44.728956224522236,7205.021043775478,20.873512904777083,0.7000000000000013,rb,3,3,RB2-036677,7252.75,7268.5,NQM0
EP-06127,EP-06127-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-03-20 09:38:00-04:00,2020-03-20 09:40:00-04:00,STOP,7405.0,7355.054623983846,23.30784214087183,34.96176321130775,7355.054623983846,-23.30784214087183,-1.0,rb,3,1,RB2-037063,7401.0,7433.0,NQM0
EP-13533,EP-13533-ENTRY_ON_STRONG_REJECTION,ENTRY_ON_STRONG_REJECTION,-1,2020-03-30 09:37:00-04:00,2020-03-30 09:37:00-04:00,TARGET,7686.0,7714.769955995349,13.42597946449602,20.13896919674403,7665.861030803256,9.398185625147107,0.6999999999999921,rb,3,1,RB2-038235,7699.25,7712.5,NQM0
EP-16033,EP-16033-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-04-01 09:40:00-04:00,2020-04-01 09:45:00-04:00,TARGET,7609.75,7636.256087048999,12.369507289532649,18.554260934298973,7591.195739065701,8.658655102672775,0.6999999999999935,rb,1,1,RB2-007600,7623.75,7628.25,NQM0
EP-19862,EP-19862-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-04-06 10:33:00-04:00,2020-04-06 10:35:00-04:00,TARGET,7848.0,7826.885442617191,9.853460111977569,14.780190167966353,7862.780190167967,6.897422078384347,0.700000000000005,rb,1,1,RB2-009469,7838.75,7840.75,NQM0
EP-21066,EP-21066-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-04-07 10:03:00-04:00,2020-04-07 10:06:00-04:00,STOP,8237.5,8209.039266691116,13.28167554414565,19.922513316218474,8209.039266691116,-13.28167554414565,-1.0,rb,5,1,RB2-050726,8230.75,8237.5,NQM0
EP-31219,EP-31219-ENTRY_ON_NEW_FVG,ENTRY_ON_NEW_FVG,-1,2020-04-20 09:51:00-04:00,2020-04-20 09:52:00-04:00,TARGET,8757.5,8778.841768659584,9.959492041139132,14.939238061708698,8742.560761938292,6.971644428797352,0.699999999999996,rb,1,1,RB2-014839,8767.25,8777.75,NQM0
EP-32453,EP-32453-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-04-21 09:51:00-04:00,2020-04-21 09:56:00-04:00,STOP,8557.0,8584.318346260572,12.748561588267188,19.122842382400783,8584.318346260572,-12.748561588267188,-1.0,rb,1,1,RB2-015402,8568.75,8575.25,NQM0
EP-37432,EP-37432-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-04-27 09:42:00-04:00,2020-04-27 09:42:00-04:00,TARGET,8832.0,8815.073792407697,7.898896876408399,11.848345314612597,8843.848345314613,5.5292278134859805,0.7000000000000128,rb,5,1,RB2-052398,8822.0,8832.25,NQM0
EP-37441,EP-37441-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-04-27 09:52:00-04:00,2020-04-27 09:57:00-04:00,TARGET,8845.75,8826.809163660198,8.839056958573684,13.258585437860525,8859.008585437861,6.187339871001322,0.699999999999971,rb,1,1,RB2-017763,8838.5,8841.5,NQM0
EP-42285,EP-42285-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-05-01 09:36:00-04:00,2020-05-01 09:38:00-04:00,STOP,8829.25,8812.300747474585,7.909651178526959,11.864476767790439,8812.300747474585,-7.909651178526959,-1.0,rb,3,3,RB2-042895,8780.5,8784.0,NQM0
EP-43582,EP-43582-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,-1,2020-05-04 10:32:00-04:00,2020-05-04 11:03:00-04:00,STOP,8736.75,8757.829657207207,9.837173363363496,14.755760045045243,8736.75,-0.0,-0.0,rb,3,1,RB2-043101,8742.0,8748.25,NQM0
EP-44822,EP-44822-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-05-05 09:35:00-04:00,2020-05-05 09:48:00-04:00,STOP,8930.5,8944.57561967834,6.568622516558501,9.852933774837751,8944.57561967834,-6.568622516558501,-1.0,rb,1,1,RB2-021190,8934.0,8942.5,NQM0
EP-47269,EP-47269-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-05-07 09:38:00-04:00,2020-05-07 09:38:00-04:00,TARGET,9078.0,9058.884592166405,8.920523655677417,13.380785483516126,9091.380785483516,6.244366558974059,0.6999999999999851,rb,3,1,RB2-043649,9066.75,9067.75,NQM0
EP-47269,EP-47269-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,1,2020-05-07 09:38:00-04:00,2020-05-07 09:38:00-04:00,TARGET,9078.0,9058.884592166405,8.920523655677417,13.380785483516126,9091.380785483516,6.244366558974059,0.6999999999999851,rb,3,1,RB2-043649,9066.75,9067.75,NQM0
EP-47269,EP-47269-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,1,2020-05-07 09:38:00-04:00,2020-05-07 09:38:00-04:00,TARGET,9078.0,9058.884592166405,8.920523655677417,13.380785483516126,9091.380785483516,6.244366558974059,0.6999999999999851,rb,3,1,RB2-043649,9066.75,9067.75,NQM0
EP-47268,EP-47268-ENTRY_ON_STRONG_REJECTION,ENTRY_ON_STRONG_REJECTION,-1,2020-05-07 09:41:00-04:00,2020-05-07 09:43:00-04:00,STOP,9076.0,9096.089868755987,9.375272086127545,14.062908129191317,9096.089868755987,-9.375272086127545,-1.0,rb,1,1,RB2-022336,9092.0,9096.5,NQM0
EP-47277,EP-47277-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-05-07 09:48:00-04:00,2020-05-07 09:56:00-04:00,TARGET,9077.25,9056.56013069215,9.655272343662562,14.482908515493843,9091.732908515494,6.758690640563508,0.6999999999999704,rb,3,3,RB2-043666,9073.0,9083.5,NQM0
EP-47375,EP-47375-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-05-07 11:25:00-04:00,2020-05-07 11:33:00-04:00,TARGET,9069.25,9054.81111600583,6.7381458639454035,10.107218795918104,9079.357218795918,4.716702104761569,0.6999999999999683,rb,5,5,RB2-053391,9067.5,9072.0,NQM0
EP-48494,EP-48494-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,-1,2020-05-08 09:30:00-04:00,2020-05-08 09:30:00-04:00,TARGET,9158.5,9170.548613769228,5.622686425639644,8.434029638459467,9150.06597036154,3.93588049794775,0.6999999999999998,rb,1,1,RB2-022902,9161.0,9163.0,NQM0
EP-48494,EP-48494-ENTRY_ON_STRONG_REJECTION,ENTRY_ON_STRONG_REJECTION,-1,2020-05-08 09:30:00-04:00,2020-05-08 09:30:00-04:00,TARGET,9158.5,9170.548613769228,5.622686425639644,8.434029638459467,9150.06597036154,3.93588049794775,0.6999999999999998,rb,1,1,RB2-022902,9161.0,9163.0,NQM0
EP-48487,EP-48487-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,-1,2020-05-08 09:33:00-04:00,2020-05-08 09:33:00-04:00,TARGET,9140.25,9154.938775071421,6.8547616999969305,10.282142549995395,9129.967857450005,4.7983331899980675,0.7000000000000315,rb,3,3,RB2-043861,9172.5,9174.25,NQM0
EP-48502,EP-48502-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-05-08 09:33:00-04:00,2020-05-08 09:33:00-04:00,TARGET,9140.25,9154.938775071421,6.8547616999969305,10.282142549995395,9129.967857450005,4.7983331899980675,0.7000000000000315,rb,3,3,RB2-043864,9161.25,9165.0,NQM0
EP-51108,EP-51108-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-05-12 10:02:00-04:00,2020-05-12 10:08:00-04:00,TARGET,9272.25,9293.650570929476,9.986933100422027,14.98039965063304,9257.269600349367,6.990853170295314,0.6999999999999895,rb,1,1,RB2-024046,9275.5,9281.25,NQM0
EP-55012,EP-55012-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-05-15 09:39:00-04:00,2020-05-15 09:44:00-04:00,STOP,8983.75,9009.15554838718,11.85592258068408,17.78388387102612,9009.15554838718,-11.85592258068408,-1.0,rb,3,3,RB2-044894,8990.25,8997.25,NQM0
EP-59809,EP-59809-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-05-21 09:53:00-04:00,2020-05-21 09:54:00-04:00,STOP,9484.75,9470.411999854969,6.691066734347908,10.036600101521863,9470.411999854969,-6.691066734347908,-1.0,rb,5,1,RB2-054647,9476.5,9483.0,NQM0
EP-63275,EP-63275-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-05-26 10:27:00-04:00,2020-05-26 10:35:00-04:00,TARGET,9518.25,9535.215778316751,7.917363214484366,11.876044821726548,9506.373955178273,5.54215425013935,0.7000000000000371,rb,3,3,RB2-046233,9525.5,9530.75,NQM0
EP-64495,EP-64495-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,-1,2020-05-27 09:45:00-04:00,2020-05-27 09:46:00-04:00,TARGET,9341.25,9366.00714998474,11.553336659545135,17.3300049893177,9323.919995010683,8.08733566168147,0.6999999999999892,rb,3,3,RB2-046440,9377.5,9385.25,NQM0
EP-68340,EP-68340-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-06-01 09:35:00-04:00,2020-06-01 09:36:00-04:00,TARGET,9537.75,9553.738782067969,7.461431631719021,11.192147447578531,9526.557852552422,5.223002142203516,0.7000000000000269,rb,5,5,RB2-055497,9547.25,9550.0,NQM0
EP-68348,EP-68348-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-06-01 09:41:00-04:00,2020-06-01 09:44:00-04:00,STOP,9533.75,9554.53024231009,9.69744641137481,14.546169617062214,9554.53024231009,-9.69744641137481,-1.0,rb,1,1,RB2-031884,9528.75,9539.25,NQM0
EP-69552,EP-69552-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-06-02 10:41:00-04:00,2020-06-02 10:45:00-04:00,STOP,9579.0,9564.651713475434,6.695867044797047,10.04380056719557,9564.651713475434,-6.695867044797047,-1.0,rb,1,1,RB2-032438,9574.0,9578.5,NQM0
EP-70700,EP-70700-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,-1,2020-06-03 09:35:00-04:00,2020-06-03 09:36:00-04:00,TARGET,9681.0,9695.857208136744,6.933363797147392,10.400045695721087,9670.599954304278,4.853354658003376,0.700000000000029,rb,3,1,RB2-047427,9691.0,9692.0,NQM0
EP-70744,EP-70744-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-06-03 10:15:00-04:00,2020-06-03 10:19:00-04:00,TARGET,9671.25,9652.041755463375,8.963847450425048,13.44577117563757,9684.695771175637,6.27469321529757,0.7000000000000041,rb,1,1,RB2-032980,9663.5,9667.75,NQM0
EP-71963,EP-71963-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,1,2020-06-04 10:18:00-04:00,2020-06-04 10:32:00-04:00,TARGET,9726.0,9709.900904400223,7.512911279895488,11.269366919843232,9737.269366919843,5.259037895926603,0.6999999999999683,rb,3,3,RB2-047666,9702.0,9706.5,NQM0
EP-00521,EP-00521-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,1,2020-06-11 09:44:00-04:00,2020-06-11 09:49:00-04:00,TARGET,9882.0,9859.001132681655,10.732804748560715,16.099207122841072,9898.099207122841,7.5129633239922295,0.6999999999999748,rb,5,1,RB2-049132,9862.75,9876.0,NQU0
EP-01782,EP-01782-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-06-12 09:30:00-04:00,2020-06-12 09:30:00-04:00,STOP,9783.75,9771.416629939882,5.7555726947216455,8.633359042082468,9771.416629939882,-5.7555726947216455,-1.0,rb,1,1,RB2-000816,9778.0,9780.75,NQU0
EP-03063,EP-03063-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-06-15 09:48:00-04:00,2020-06-15 09:53:00-04:00,STOP,9507.5,9537.265107992042,13.890383729619048,20.835575594428573,9537.265107992042,-13.890383729619048,-1.0,rb,1,1,RB2-001396,9513.25,9522.5,NQU0
EP-04281,EP-04281-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-06-16 09:37:00-04:00,2020-06-16 09:37:00-04:00,TARGET,9961.75,9979.503787759118,8.285100954255208,12.427651431382813,9949.322348568618,5.799570667978584,0.6999999999999925,rb,3,1,RB2-036977,9957.25,9967.0,NQU0
EP-06718,EP-06718-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-06-18 10:04:00-04:00,2020-06-18 10:06:00-04:00,STOP,9963.5,9984.726806684506,9.905843119436424,14.858764679154636,9984.726806684506,-9.905843119436424,-1.0,rb,5,1,RB2-049770,9975.0,9980.5,NQU0
EP-06761,EP-06761-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-06-18 10:55:00-04:00,2020-06-18 10:57:00-04:00,STOP,9961.25,9982.467039406412,9.901285056325866,14.851927584488799,9982.467039406412,-9.901285056325866,-1.0,rb,5,5,RB2-049774,9965.0,9983.25,NQU0
EP-12873,EP-12873-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-06-25 10:11:00-04:00,2020-06-25 10:23:00-04:00,STOP,9963.5,9994.46517202631,14.45041361227836,21.67562041841754,9994.46517202631,-14.45041361227836,-1.0,rb,3,1,RB2-038342,9970.75,9982.75,NQU0
EP-17222,EP-17222-ENTRY_ON_TAP,ENTRY_ON_TAP,1,2020-07-01 09:40:00-04:00,2020-07-01 09:40:00-04:00,TARGET,10149.75,10130.409181287254,9.025715399281523,13.538573098922285,10163.288573098922,6.318000779497069,0.7000000000000003,rb,3,1,RB2-039075,10131.25,10145.25,NQU0
EP-17222,EP-17222-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,1,2020-07-01 09:41:00-04:00,2020-07-01 09:43:00-04:00,TARGET,10159.0,10139.103441590762,9.285060590978127,13.92759088646719,10172.927590886467,6.499542413684825,0.7000000000000147,rb,3,1,RB2-039075,10131.25,10145.25,NQU0
EP-18411,EP-18411-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-07-02 10:15:00-04:00,2020-07-02 10:17:00-04:00,STOP,10395.25,10413.055598466408,8.309279284323354,12.463918926485032,10413.055598466408,-8.309279284323354,-1.0,rb,3,3,RB2-039282,10413.5,10419.25,NQU0
EP-19562,EP-19562-ENTRY_ON_NEW_FVG,ENTRY_ON_NEW_FVG,1,2020-07-03 10:57:00-04:00,2020-07-03 11:11:00-04:00,TARGET,10329.25,10321.645429657794,3.5487994930296374,5.323199239544456,10334.573199239545,2.484159645120869,0.7000000000000347,rb,1,1,RB2-009097,10321.5,10322.75,NQU0
EP-20490,EP-20490-ENTRY_ON_TAP,ENTRY_ON_TAP,-1,2020-07-06 09:39:00-04:00,2020-07-06 09:39:00-04:00,TARGET,10488.5,10499.396803998181,5.085175199151341,7.627762798727012,10480.872237201273,3.5596226394060895,0.7000000000000296,rb,1,1,RB2-009397,10501.0,10503.75,NQU0
EP-20493,EP-20493-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,-1,2020-07-06 09:45:00-04:00,2020-07-06 09:55:00-04:00,STOP,10490.25,10503.642962858043,6.250049333753551,9.375074000630326,10503.642962858043,-6.250049333753551,-1.0,rb,3,3,RB2-039626,10491.5,10502.75,NQU0
