id,timeframe,direction,source_seq,source_ts_et,source_open,source_high,source_low,source_close,relevant_wick_length,opposite_wick_length,real_body_length,body_was_zero,total_range,wick_body_ratio,wick_range_ratio,dominant_wick_ratio,atr_at_source_close,zone_lo,zone_hi,mfe_after_1,mfe_after_2,mfe_after_3,mfe_after_1_atr,mfe_after_2_atr,mfe_after_3_atr,confirming_candle_number,confirmed,rejection_reason,activation_ts_et,first_tap_ts_et,max_penetration_after_activation,deactivation_ts_et,deactivation_reason_final
RB2-004688,1,bullish,6626,2026-07-17 12:26:00-04:00,28888.25,28897.5,28870.75,28895.75,17.5,1.75,7.5,False,26.75,2.3333333333333335,0.6542056074766355,10.0,26.753629699754605,28870.75,28888.25,54.5,,,2.0371067631432416,,,1,True,,2026-07-17 12:27:00-04:00,2026-07-17 12:30:00-04:00,5.25,2026-07-17 14:10:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004689,1,bearish,6627,2026-07-17 12:27:00-04:00,28895.25,28942.75,28894.25,28931.75,11.0,1.0,36.5,False,48.5,0.3013698630136986,0.2268041237113402,11.0,28.306941864057848,28931.75,28942.75,8.0,18.75,43.5,0.2826161878743191,0.6623816903304353,1.5367255215666098,3,True,,2026-07-17 12:30:00-04:00,2026-07-17 12:36:00-04:00,27.0,2026-07-17 12:43:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004690,1,bearish,6628,2026-07-17 12:28:00-04:00,28931.5,28938.75,28923.75,28924.25,7.25,0.5,7.25,False,15.0,1.0,0.48333333333333334,14.5,27.356446016625146,28931.5,28938.75,18.5,43.25,,0.6762574344912026,1.5809802184726764,,2,True,,2026-07-17 12:30:00-04:00,2026-07-17 12:36:00-04:00,2.25,2026-07-17 12:39:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004699,1,bullish,6640,2026-07-17 12:40:00-04:00,28926.75,28932.75,28902.0,28912.25,10.25,6.0,14.5,False,30.75,0.7068965517241379,0.3333333333333333,1.7083333333333333,24.97058000200215,28902.0,28912.25,14.75,26.25,57.5,0.590695129981656,1.0512370957300656,2.302709828742049,3,True,,2026-07-17 12:43:00-04:00,2026-07-17 13:55:00-04:00,5.0,2026-07-17 13:56:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004700,1,bullish,6644,2026-07-17 12:44:00-04:00,28953.0,28972.25,28939.0,28971.0,14.0,1.25,18.0,False,33.25,0.7777777777777778,0.42105263157894735,11.2,25.2012634172528,28939.0,28953.0,22.0,23.0,40.5,0.8729721060309534,0.9126526563050877,1.607062286102437,3,True,,2026-07-17 12:47:00-04:00,2026-07-17 13:41:00-04:00,6.5,2026-07-17 13:50:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004708,1,bearish,6653,2026-07-17 12:53:00-04:00,29012.75,29018.25,29001.75,29002.5,5.5,0.75,10.25,False,16.5,0.5365853658536586,0.3333333333333333,7.333333333333333,22.89541774527328,29012.75,29018.25,18.0,24.5,43.75,0.7861835149837381,1.0700831176167547,1.910862710029919,3,True,,2026-07-17 12:56:00-04:00,2026-07-17 13:00:00-04:00,15.25,2026-07-17 13:01:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004710,1,bearish,6655,2026-07-17 12:55:00-04:00,29010.75,29019.5,28988.25,28989.75,8.75,1.5,21.0,False,31.25,0.4166666666666667,0.28,5.833333333333333,23.333293872199924,29010.75,29019.5,41.75,,,1.789288740315501,,,1,True,,2026-07-17 12:56:00-04:00,2026-07-17 13:00:00-04:00,14.0,2026-07-17 13:01:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004712,1,bullish,6657,2026-07-17 12:57:00-04:00,28985.0,28985.5,28965.25,28970.75,5.5,0.5,14.25,False,20.25,0.38596491228070173,0.2716049382716049,11.0,23.2070237979683,28965.25,28970.75,11.25,14.25,45.25,0.4847670299275903,0.614038237908281,1.949840720375419,3,True,,2026-07-17 13:00:00-04:00,2026-07-17 13:40:00-04:00,9.5,2026-07-17 13:40:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004713,1,bullish,6658,2026-07-17 12:58:00-04:00,28971.0,28982.0,28960.5,28976.5,10.5,5.5,5.5,False,21.5,1.9090909090909092,0.4883720930232558,1.9090909090909092,23.08509352668485,28960.5,28971.0,14.0,45.0,,0.606451950641522,1.9493098413477492,,2,True,,2026-07-17 13:00:00-04:00,2026-07-17 13:40:00-04:00,4.75,2026-07-17 13:40:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004715,1,bullish,6660,2026-07-17 13:00:00-04:00,28974.75,29016.0,28966.25,29014.75,8.5,1.25,40.0,False,49.75,0.2125,0.1708542713567839,6.8,24.403728602090506,28966.25,28974.75,58.75,,,2.4074190037897436,,,1,True,,2026-07-17 13:01:00-04:00,2026-07-17 13:38:00-04:00,10.5,2026-07-17 13:40:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004724,1,bearish,6671,2026-07-17 13:11:00-04:00,29038.25,29050.25,29023.75,29024.25,12.0,0.5,14.0,False,26.5,0.8571428571428571,0.4528301886792453,24.0,21.265899526438258,29038.25,29050.25,19.0,28.25,43.5,0.8934491567769688,1.3284178252078613,2.045528332620955,3,True,,2026-07-17 13:14:00-04:00,2026-07-17 13:17:00-04:00,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004725,1,bearish,6672,2026-07-17 13:12:00-04:00,29024.0,29034.75,29019.25,29023.5,10.75,4.25,0.5,False,15.5,21.5,0.6935483870967742,2.5294117647058822,20.854049560264095,29024.0,29034.75,14.0,29.25,37.0,0.6713324411905112,1.4026052789158894,1.7742357374320652,3,True,,2026-07-17 13:15:00-04:00,2026-07-17 13:16:00-04:00,8.0,2026-07-17 13:17:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004726,1,bullish,6675,2026-07-17 13:15:00-04:00,28995.5,29017.75,28987.0,29016.75,8.5,1.0,21.25,False,30.75,0.4,0.2764227642276423,8.5,21.251493033491332,28987.0,28995.5,40.5,,,1.9057484542932557,,,1,True,,2026-07-17 13:16:00-04:00,2026-07-17 13:20:00-04:00,7.75,2026-07-17 13:20:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004731,1,bullish,6683,2026-07-17 13:23:00-04:00,29001.0,29005.0,28984.25,28995.25,11.0,4.0,5.75,False,20.75,1.9130434782608696,0.5301204819277109,2.75,20.642981946626097,28984.25,28995.25,2.25,14.5,39.75,0.10899588081884369,0.702417898610326,1.9255938944662385,3,True,,2026-07-17 13:26:00-04:00,2026-07-17 13:35:00-04:00,3.5,2026-07-17 13:35:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004732,1,bullish,6684,2026-07-17 13:24:00-04:00,28995.75,28997.5,28982.25,28989.5,7.25,1.75,6.25,False,15.25,1.16,0.47540983606557374,4.142857142857143,20.25776895043852,28982.25,28989.5,20.25,45.5,,0.9996164952588052,2.246051878235834,,2,True,,2026-07-17 13:26:00-04:00,2026-07-17 13:35:00-04:00,1.5,2026-07-17 13:35:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004737,1,bearish,6693,2026-07-17 13:33:00-04:00,29023.0,29037.0,29020.75,29027.75,9.25,2.25,4.75,False,16.25,1.9473684210526316,0.5692307692307692,4.111111111111111,18.258810207111342,29027.75,29037.0,13.75,47.0,,0.7530611164710351,2.574099816300993,,2,True,,2026-07-17 13:35:00-04:00,,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004738,1,bearish,6694,2026-07-17 13:34:00-04:00,29028.0,29032.0,29014.0,29017.5,4.0,3.5,10.5,False,18.0,0.38095238095238093,0.2222222222222222,1.1428571428571428,18.240323763746247,29028.0,29032.0,47.25,,,2.5904145459255634,,,1,True,,2026-07-17 13:35:00-04:00,,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004740,1,bearish,6697,2026-07-17 13:37:00-04:00,28983.0,28998.25,28978.25,28988.5,9.75,4.75,5.5,False,20.0,1.7727272727272727,0.4875,2.0526315789473686,19.526782546993623,28988.5,28998.25,16.5,16.5,32.75,0.8449932783494006,0.8449932783494006,1.6771836282389618,3,True,,2026-07-17 13:40:00-04:00,,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004741,1,bearish,6699,2026-07-17 13:39:00-04:00,28975.5,28985.75,28972.0,28980.5,5.25,3.5,5.0,False,13.75,1.05,0.38181818181818183,1.5,18.929980869601643,28980.5,28985.75,24.75,32.25,,1.3074498157440997,1.703646729605948,,2,True,,2026-07-17 13:41:00-04:00,,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004744,1,bearish,6708,2026-07-17 13:48:00-04:00,28954.5,28966.25,28952.5,28957.0,9.25,2.0,2.5,False,13.75,3.7,0.6727272727272727,4.625,18.987095719232197,28957.0,28966.25,6.0,24.5,31.25,0.31600409502979154,1.2903500547049822,1.6458546616134977,3,True,,2026-07-17 13:51:00-04:00,,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004745,1,bearish,6710,2026-07-17 13:50:00-04:00,28961.5,28967.25,28932.5,28938.0,5.75,5.5,23.5,False,34.75,0.24468085106382978,0.16546762589928057,1.0454545454545454,19.5666794721951,28961.5,28967.25,35.75,,,1.827085686705398,,,1,True,,2026-07-17 13:51:00-04:00,,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004749,1,bearish,6714,2026-07-17 13:54:00-04:00,28923.0,28940.25,28919.75,28919.75,17.25,0.0,3.25,False,20.5,5.3076923076923075,0.8414634146341463,69.0,19.430398334167126,28923.0,28940.25,16.25,26.0,32.5,0.8363184182089259,1.3381094691342814,1.6726368364178519,3,True,,2026-07-17 13:57:00-04:00,2026-07-17 14:03:00-04:00,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004750,1,bearish,6715,2026-07-17 13:55:00-04:00,28920.0,28925.5,28906.75,28912.0,5.5,5.25,8.0,False,18.75,0.6875,0.29333333333333333,1.0476190476190477,19.381798453155188,28920.0,28925.5,23.0,29.5,,1.1866803824005197,1.5220465774267535,,2,True,,2026-07-17 13:57:00-04:00,2026-07-17 14:03:00-04:00,9.25,2026-07-17 14:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004759,1,bearish,6734,2026-07-17 14:14:00-04:00,28870.5,28875.5,28858.5,28862.25,5.0,3.75,8.25,False,17.0,0.6060606060606061,0.29411764705882354,1.3333333333333333,19.31225701970092,28870.5,28875.5,28.5,31.5,,1.4757467224533327,1.6310884827115784,,2,True,,2026-07-17 14:16:00-04:00,2026-07-17 14:30:00-04:00,16.25,2026-07-17 14:30:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004760,1,bearish,6735,2026-07-17 14:15:00-04:00,28863.25,28870.75,28842.0,28846.5,7.5,4.5,16.75,False,28.75,0.44776119402985076,0.2608695652173913,1.6666666666666667,19.986381518293708,28863.25,28870.75,24.25,29.75,32.0,1.213326183021362,1.4885135647375474,1.6010902208941684,3,True,,2026-07-17 14:18:00-04:00,2026-07-17 14:30:00-04:00,21.0,2026-07-17 14:30:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004771,1,bearish,6750,2026-07-17 14:30:00-04:00,28852.0,28891.75,28845.75,28879.25,12.5,6.25,27.25,False,46.0,0.45871559633027525,0.2717391304347826,2.0,20.357537552121723,28879.25,28891.75,15.25,35.25,,0.749108282912665,1.7315453752571435,,2,True,,2026-07-17 14:32:00-04:00,2026-07-17 14:54:00-04:00,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004772,1,bearish,6751,2026-07-17 14:31:00-04:00,28876.5,28886.0,28864.0,28865.0,9.5,1.0,11.5,False,22.0,0.8260869565217391,0.4318181818181818,9.5,20.474856298398745,28876.5,28886.0,32.5,,,1.5873127276864791,,,1,True,,2026-07-17 14:32:00-04:00,2026-07-17 14:54:00-04:00,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004773,1,bearish,6752,2026-07-17 14:32:00-04:00,28863.25,28870.0,28844.0,28848.0,6.75,4.0,15.25,False,26.0,0.4426229508196721,0.25961538461538464,1.6875,20.869509419941693,28863.25,28870.0,33.0,,,1.5812542276852524,,,1,True,,2026-07-17 14:33:00-04:00,2026-07-17 14:49:00-04:00,2.0,2026-07-17 14:53:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004781,1,bearish,6760,2026-07-17 14:40:00-04:00,28839.0,28843.25,28814.75,28817.75,4.25,3.0,21.25,False,28.5,0.2,0.14912280701754385,1.4166666666666667,20.339362257945442,28839.0,28843.25,32.0,,,1.5733040001044971,,,1,True,,2026-07-17 14:41:00-04:00,2026-07-17 14:47:00-04:00,4.5,2026-07-17 14:47:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004786,1,bullish,6765,2026-07-17 14:45:00-04:00,28808.25,28821.25,28797.0,28812.25,11.25,9.0,4.0,False,24.25,2.8125,0.4639175257731959,1.25,20.007338517506355,28797.0,28808.25,21.5,39.5,,1.0746056993631397,1.9742755872020474,,2,True,,2026-07-17 14:47:00-04:00,2026-07-17 15:10:00-04:00,10.75,2026-07-17 15:11:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004787,1,bullish,6766,2026-07-17 14:46:00-04:00,28813.0,28829.75,28804.25,28827.5,8.75,2.25,14.5,False,25.5,0.603448275862069,0.3431372549019608,3.888888888888889,20.399671480541617,28804.25,28813.0,34.75,,,1.7034588048707822,,,1,True,,2026-07-17 14:47:00-04:00,2026-07-17 15:08:00-04:00,2.5,2026-07-17 15:10:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004788,1,bullish,6767,2026-07-17 14:47:00-04:00,28828.25,28847.75,28821.75,28846.0,6.5,1.75,17.75,False,26.0,0.36619718309859156,0.25,3.7142857142857144,20.799694946217215,28821.75,28828.25,34.75,,,1.6706975794527164,,,1,True,,2026-07-17 14:48:00-04:00,2026-07-17 15:06:00-04:00,6.75,2026-07-17 15:07:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004790,1,bullish,6770,2026-07-17 14:50:00-04:00,28846.75,28851.75,28832.0,28840.0,8.0,5.0,6.75,False,19.75,1.1851851851851851,0.4050632911392405,1.6,21.258447447827706,28832.0,28840.0,17.75,18.25,32.0,0.8349621976657464,0.8584822595718238,1.5052839619889513,3,True,,2026-07-17 14:53:00-04:00,2026-07-17 15:01:00-04:00,7.0,2026-07-17 15:06:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004796,1,bearish,6780,2026-07-17 15:00:00-04:00,28861.0,28869.25,28850.25,28853.25,8.25,3.0,7.75,False,19.0,1.064516129032258,0.4342105263157895,2.75,19.225716650929677,28861.0,28869.25,22.5,25.75,30.5,1.1703074797428679,1.3393518934835043,1.5864168058736654,3,True,,2026-07-17 15:03:00-04:00,2026-07-17 15:04:00-04:00,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004799,1,bearish,6786,2026-07-17 15:06:00-04:00,28851.25,28858.25,28825.0,28827.75,7.0,2.75,23.5,False,33.25,0.2978723404255319,0.21052631578947367,2.5454545454545454,19.870842793255413,28851.25,28858.25,36.25,,,1.8242809516013092,,,1,True,,2026-07-17 15:07:00-04:00,2026-07-17 15:51:00-04:00,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004801,1,bearish,6788,2026-07-17 15:08:00-04:00,28816.5,28825.0,28810.5,28813.75,8.5,3.25,2.75,False,14.5,3.090909090909091,0.5862068965517241,2.6153846153846154,19.064655265613087,28816.5,28825.0,6.75,14.75,30.25,0.35405832971839635,0.7736830167920513,1.5867058479972578,3,True,,2026-07-17 15:11:00-04:00,2026-07-17 15:30:00-04:00,21.5,2026-07-17 15:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004802,1,bearish,6789,2026-07-17 15:09:00-04:00,28813.25,28820.75,28809.75,28816.25,4.5,3.5,3.0,False,11.0,1.5,0.4090909090909091,1.2857142857142858,18.48860846092644,28816.25,28820.75,14.5,30.0,,0.7842667029616692,1.622620764748281,,2,True,,2026-07-17 15:11:00-04:00,2026-07-17 15:30:00-04:00,25.75,2026-07-17 15:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004803,1,bearish,6790,2026-07-17 15:10:00-04:00,28815.0,28820.5,28801.75,28805.0,5.5,3.25,10.0,False,18.75,0.55,0.29333333333333333,1.6923076923076923,18.50727928514598,28815.0,28820.5,28.75,,,1.5534428133407416,,,1,True,,2026-07-17 15:11:00-04:00,2026-07-17 15:30:00-04:00,26.0,2026-07-17 15:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004805,1,bearish,6792,2026-07-17 15:12:00-04:00,28794.25,28798.75,28779.0,28781.0,4.5,2.0,13.25,False,19.75,0.33962264150943394,0.22784810126582278,2.25,18.661888771375875,28794.25,28798.75,21.75,36.5,,1.1654768853493949,1.9558577616208237,,2,True,,2026-07-17 15:14:00-04:00,2026-07-17 15:28:00-04:00,8.25,2026-07-17 15:29:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-004806,1,bearish,6793,2026-07-17 15:13:00-04:00,28781.5,28786.75,28772.5,28772.5,5.25,0.0,9.0,False,14.25,0.5833333333333334,0.3684210526315789,21.0,18.34675385913474,28781.5,28786.75,23.75,35.0,,1.2945069292557723,1.907694422061138,,2,True,,2026-07-17 15:15:00-04:00,2026-07-17 15:28:00-04:00,10.5,2026-07-17 15:28:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004812,1,bearish,6803,2026-07-17 15:23:00-04:00,28748.5,28753.25,28742.5,28746.5,4.75,4.0,2.0,False,10.75,2.375,0.4418604651162791,1.1875,18.0322773805504,28748.5,28753.25,14.5,30.0,,0.804113628799859,1.663683369930743,,2,True,,2026-07-17 15:25:00-04:00,2026-07-17 15:27:00-04:00,17.75,2026-07-17 15:27:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004813,1,bearish,6804,2026-07-17 15:24:00-04:00,28747.0,28753.75,28734.0,28734.75,6.75,0.75,12.25,False,19.75,0.5510204081632653,0.34177215189873417,9.0,18.15497185336823,28747.0,28753.75,28.5,,,1.5698179115993778,,,1,True,,2026-07-17 15:25:00-04:00,2026-07-17 15:27:00-04:00,17.25,2026-07-17 15:27:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004814,1,bullish,6805,2026-07-17 15:25:00-04:00,28735.25,28737.75,28718.5,28723.5,5.0,2.5,11.75,False,19.25,0.425531914893617,0.2597402597402597,2.0,18.233188149556216,28718.5,28723.5,20.5,47.5,,1.1243233948912525,2.605139573528512,,2,True,,2026-07-17 15:27:00-04:00,2026-07-17 16:03:00-04:00,1.75,2026-07-17 16:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004821,1,bearish,6817,2026-07-17 15:37:00-04:00,28800.5,28825.25,28794.75,28815.0,10.25,5.75,14.5,False,30.5,0.7068965517241379,0.3360655737704918,1.7826086956521738,23.754703910284103,28815.0,28825.25,23.25,48.5,,0.9787535171059066,2.0417008851456546,,2,True,,2026-07-17 15:39:00-04:00,2026-07-17 15:45:00-04:00,5.5,2026-07-17 15:49:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-004832,1,bearish,6836,2026-07-17 15:56:00-04:00,28832.0,28848.5,28829.5,28838.0,10.5,2.5,6.0,False,19.0,1.75,0.5526315789473685,4.2,24.978696354143246,28838.0,28848.5,24.75,28.25,82.0,0.9908443438800475,1.1309637460449027,3.2827974221480365,3,True,,2026-07-17 15:59:00-04:00,,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004881,1,bullish,6895,2026-07-17 16:55:00-04:00,28766.25,28766.25,28762.75,28764.75,2.0,0.0,1.5,False,3.5,1.3333333333333333,0.5714285714285714,8.0,5.938966102011193,28762.75,28764.75,5.75,15.0,,0.9681819867691784,2.5256921393978566,,2,True,,2026-07-17 16:57:00-04:00,2026-07-17 16:58:00-04:00,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-004882,1,bullish,6896,2026-07-17 16:56:00-04:00,28763.75,28770.5,28761.0,28770.0,2.75,0.5,6.25,False,9.5,0.44,0.2894736842105263,5.5,6.1933256661532505,28761.0,28763.75,16.0,,,2.583426233734257,,,1,True,,2026-07-17 16:57:00-04:00,2026-07-17 16:58:00-04:00,0.0,2026-07-17 16:59:00-04:00,DATA_END_ACTIVE
RB2-000016,3,bearish,33,2026-07-12 19:42:00-04:00,29883.25,29898.25,29882.5,29894.5,3.75,0.75,11.25,False,15.75,0.3333333333333333,0.23809523809523808,5.0,16.887492365635197,29894.5,29898.25,5.75,49.5,,0.3404886809424013,2.9311634272432805,,2,True,,2026-07-12 19:48:00-04:00,2026-07-12 19:54:00-04:00,58.25,2026-07-12 20:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000017,3,bearish,34,2026-07-12 19:45:00-04:00,29894.0,29898.0,29888.75,29888.75,4.0,0.0,5.25,False,9.25,0.7619047619047619,0.43243243243243246,16.0,16.34195719666125,29894.0,29898.0,49.0,,,2.998416860987187,,,1,True,,2026-07-12 19:48:00-04:00,2026-07-12 19:54:00-04:00,58.5,2026-07-12 20:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000018,3,bullish,35,2026-07-12 19:48:00-04:00,29889.25,29890.75,29845.0,29866.25,21.25,1.5,23.0,False,45.75,0.9239130434782609,0.4644808743169399,14.166666666666666,18.44253168261402,29845.0,29866.25,18.25,29.25,,0.9895604526576184,1.5860078487800187,,2,True,,2026-07-12 19:54:00-04:00,2026-07-12 19:57:00-04:00,37.5,2026-07-12 20:54:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000019,3,bullish,36,2026-07-12 19:51:00-04:00,29864.0,29884.5,29857.5,29879.25,6.5,5.25,15.25,False,27.0,0.4262295081967213,0.24074074074074073,1.2380952380952381,19.053779419570162,29857.5,29864.0,31.5,,,1.6532153178831444,,,1,True,,2026-07-12 19:54:00-04:00,2026-07-12 20:42:00-04:00,7.5,2026-07-12 20:42:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000020,3,bullish,39,2026-07-12 20:00:00-04:00,29883.0,29895.0,29878.5,29893.25,4.5,1.75,10.25,False,16.5,0.43902439024390244,0.2727272727272727,2.5714285714285716,19.00898446967771,29878.5,29883.0,73.5,,,3.8665926692319594,,,1,True,,2026-07-12 20:03:00-04:00,2026-07-12 20:42:00-04:00,28.5,2026-07-12 20:42:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000021,3,bullish,40,2026-07-12 20:03:00-04:00,29892.0,29956.5,29871.5,29952.75,20.5,3.75,60.75,False,85.0,0.3374485596707819,0.2411764705882353,5.466666666666667,23.722628436129302,29871.5,29892.0,94.25,,,3.97299988294966,,,1,True,,2026-07-12 20:06:00-04:00,2026-07-12 20:39:00-04:00,21.5,2026-07-12 20:42:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000024,3,bearish,43,2026-07-12 20:12:00-04:00,29985.0,30041.0,29984.0,30022.25,18.75,1.0,37.25,False,57.0,0.5033557046979866,0.32894736842105265,18.75,29.62321963344609,30022.25,30041.0,18.75,41.0,64.25,0.6329494306159185,1.384049421613475,2.1689067155772137,3,True,,2026-07-12 20:21:00-04:00,,0.0,2026-07-13 04:21:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-000026,3,bearish,45,2026-07-12 20:18:00-04:00,30018.0,30032.25,29981.25,29981.25,14.25,0.0,36.75,False,51.0,0.3877551020408163,0.27941176470588236,57.0,30.959561826797906,30018.0,30032.25,60.0,,,1.9380119245765726,,,1,True,,2026-07-12 20:21:00-04:00,,0.0,2026-07-13 04:21:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-000032,3,bearish,54,2026-07-12 20:45:00-04:00,29870.5,29891.0,29870.0,29881.75,9.25,0.5,11.25,False,21.0,0.8222222222222222,0.44047619047619047,18.5,32.87345762030114,29881.75,29891.0,3.75,33.75,74.25,0.11407379300692033,1.026664137062283,2.258661101537023,3,True,,2026-07-12 20:54:00-04:00,,0.0,2026-07-13 04:54:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-000033,3,bearish,55,2026-07-12 20:48:00-04:00,29883.75,29905.25,29878.0,29887.75,17.5,5.75,4.0,False,27.25,4.375,0.6422018348623854,3.0434782608695654,32.471782075993914,29887.75,29905.25,39.75,80.25,,1.2241397748658458,2.471376526615953,,2,True,,2026-07-12 20:54:00-04:00,,0.0,2026-07-13 04:54:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-000034,3,bearish,56,2026-07-12 20:51:00-04:00,29887.0,29905.0,29848.0,29865.25,18.0,17.25,21.75,False,57.0,0.8275862068965517,0.3157894736842105,1.0434782608695652,34.22379764199435,29887.0,29905.0,79.5,,,2.3229450112938204,,,1,True,,2026-07-12 20:54:00-04:00,,0.0,2026-07-13 04:54:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-000064,3,bearish,89,2026-07-12 22:30:00-04:00,29800.0,29808.75,29792.5,29797.25,8.75,4.75,2.75,False,16.25,3.1818181818181817,0.5384615384615384,1.8421052631578947,28.73252103881794,29800.0,29808.75,41.0,41.0,46.0,1.4269544932938034,1.4269544932938034,1.6009733339393892,3,True,,2026-07-12 22:39:00-04:00,,0.0,2026-07-13 06:39:00-04:00,EXPIRED_UNTOUCHED_8H
RB2-000071,3,bearish,96,2026-07-12 22:51:00-04:00,29752.0,29773.75,29748.75,29768.5,5.25,3.25,16.5,False,25.0,0.3181818181818182,0.21,1.6153846153846154,26.78854829507541,29768.5,29773.75,26.5,32.25,54.0,0.9892286699563911,1.2038726266450421,2.015786723684722,3,True,,2026-07-12 23:00:00-04:00,2026-07-13 05:39:00-04:00,2.75,2026-07-13 05:45:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000084,3,bullish,111,2026-07-12 23:36:00-04:00,29695.75,29697.25,29687.75,29690.25,2.5,1.5,5.5,False,9.5,0.45454545454545453,0.2631578947368421,1.6666666666666667,19.465155927309933,29687.75,29690.25,20.5,34.75,,1.0531639241193111,1.7852412860071252,,2,True,,2026-07-12 23:42:00-04:00,2026-07-13 00:00:00-04:00,4.75,2026-07-13 00:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
RB2-000085,3,bullish,112,2026-07-12 23:39:00-04:00,29689.75,29710.75,29683.75,29710.25,6.0,0.5,20.5,False,27.0,0.2926829268292683,0.2222222222222222,12.0,20.003359075359224,29683.75,29689.75,35.25,,,1.7622040311930447,,,1,True,,2026-07-12 23:42:00-04:00,2026-07-13 00:00:00-04:00,25.0,2026-07-13 00:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
RB2-000089,3,bearish,116,2026-07-12 23:51:00-04:00,29703.75,29725.25,29699.75,29718.0,7.25,4.0,14.25,False,25.5,0.5087719298245614,0.28431372549019607,1.8125,21.296261676159276,29718.0,29725.25,16.75,22.75,35.0,0.7865230177346703,1.0682626061769402,1.643480932579908,3,True,,2026-07-13 00:00:00-04:00,2026-07-13 04:18:00-04:00,1.75,2026-07-13 04:18:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
