config_id,grammar,desc,status,trades,per_week,pf0,pf1,pf2,net0,net1,net2,mdd1,mdd2,posyr0,posyr1,posyr2
D196,D,AMD tf5m L12 w1.0 exc0.0 mw12 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D196_V,D,AMD tf5m L12 w1.0 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D197,D,AMD tf5m L12 w1.0 exc0.0 mw12 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D197_V,D,AMD tf5m L12 w1.0 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D198,D,AMD tf5m L12 w1.0 exc0.0 mw12 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D198_V,D,AMD tf5m L12 w1.0 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D199,D,AMD tf5m L12 w1.0 exc0.0 mw12 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D199_V,D,AMD tf5m L12 w1.0 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D200,D,AMD tf5m L12 w1.0 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D200_V,D,AMD tf5m L12 w1.0 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D201,D,AMD tf5m L12 w1.0 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D201_V,D,AMD tf5m L12 w1.0 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D202,D,AMD tf5m L12 w1.0 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D202_V,D,AMD tf5m L12 w1.0 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D203,D,AMD tf5m L12 w1.0 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D203_V,D,AMD tf5m L12 w1.0 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D204,D,AMD tf5m L12 w1.0 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D204_V,D,AMD tf5m L12 w1.0 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D205,D,AMD tf5m L12 w1.0 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D205_V,D,AMD tf5m L12 w1.0 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D206,D,AMD tf5m L12 w1.0 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D206_V,D,AMD tf5m L12 w1.0 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D207,D,AMD tf5m L12 w1.0 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D207_V,D,AMD tf5m L12 w1.0 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D208,D,AMD tf5m L12 w1.5 exc0.0 mw6 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D208_V,D,AMD tf5m L12 w1.5 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D209,D,AMD tf5m L12 w1.5 exc0.0 mw6 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D209_V,D,AMD tf5m L12 w1.5 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D210,D,AMD tf5m L12 w1.5 exc0.0 mw6 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D210_V,D,AMD tf5m L12 w1.5 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D211,D,AMD tf5m L12 w1.5 exc0.0 mw6 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D211_V,D,AMD tf5m L12 w1.5 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D212,D,AMD tf5m L12 w1.5 exc0.0 mw12 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D212_V,D,AMD tf5m L12 w1.5 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D213,D,AMD tf5m L12 w1.5 exc0.0 mw12 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D213_V,D,AMD tf5m L12 w1.5 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D214,D,AMD tf5m L12 w1.5 exc0.0 mw12 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D214_V,D,AMD tf5m L12 w1.5 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D215,D,AMD tf5m L12 w1.5 exc0.0 mw12 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D215_V,D,AMD tf5m L12 w1.5 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D216,D,AMD tf5m L12 w1.5 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D216_V,D,AMD tf5m L12 w1.5 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D217,D,AMD tf5m L12 w1.5 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D217_V,D,AMD tf5m L12 w1.5 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D218,D,AMD tf5m L12 w1.5 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D218_V,D,AMD tf5m L12 w1.5 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D219,D,AMD tf5m L12 w1.5 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D219_V,D,AMD tf5m L12 w1.5 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D220,D,AMD tf5m L12 w1.5 exc0.25 mw12 midpoint rbw6,TOO_FEW,1,,,,,,,,,,,,
D220_V,D,AMD tf5m L12 w1.5 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D221,D,AMD tf5m L12 w1.5 exc0.25 mw12 midpoint rbw12,TOO_FEW,2,,,,,,,,,,,,
D221_V,D,AMD tf5m L12 w1.5 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D222,D,AMD tf5m L12 w1.5 exc0.25 mw12 opposite rbw6,TOO_FEW,1,,,,,,,,,,,,
D222_V,D,AMD tf5m L12 w1.5 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D223,D,AMD tf5m L12 w1.5 exc0.25 mw12 opposite rbw12,TOO_FEW,2,,,,,,,,,,,,
D223_V,D,AMD tf5m L12 w1.5 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D224,D,AMD tf5m L18 w1.0 exc0.0 mw6 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D224_V,D,AMD tf5m L18 w1.0 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D225,D,AMD tf5m L18 w1.0 exc0.0 mw6 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D225_V,D,AMD tf5m L18 w1.0 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D226,D,AMD tf5m L18 w1.0 exc0.0 mw6 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D226_V,D,AMD tf5m L18 w1.0 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D227,D,AMD tf5m L18 w1.0 exc0.0 mw6 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D227_V,D,AMD tf5m L18 w1.0 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D228,D,AMD tf5m L18 w1.0 exc0.0 mw12 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D228_V,D,AMD tf5m L18 w1.0 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D229,D,AMD tf5m L18 w1.0 exc0.0 mw12 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D229_V,D,AMD tf5m L18 w1.0 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D230,D,AMD tf5m L18 w1.0 exc0.0 mw12 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D230_V,D,AMD tf5m L18 w1.0 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D231,D,AMD tf5m L18 w1.0 exc0.0 mw12 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D231_V,D,AMD tf5m L18 w1.0 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D232,D,AMD tf5m L18 w1.0 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D232_V,D,AMD tf5m L18 w1.0 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D233,D,AMD tf5m L18 w1.0 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D233_V,D,AMD tf5m L18 w1.0 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D234,D,AMD tf5m L18 w1.0 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D234_V,D,AMD tf5m L18 w1.0 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D235,D,AMD tf5m L18 w1.0 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D235_V,D,AMD tf5m L18 w1.0 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D236,D,AMD tf5m L18 w1.0 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D236_V,D,AMD tf5m L18 w1.0 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D237,D,AMD tf5m L18 w1.0 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D237_V,D,AMD tf5m L18 w1.0 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D238,D,AMD tf5m L18 w1.0 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D238_V,D,AMD tf5m L18 w1.0 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D239,D,AMD tf5m L18 w1.0 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D239_V,D,AMD tf5m L18 w1.0 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D240,D,AMD tf5m L18 w1.5 exc0.0 mw6 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D240_V,D,AMD tf5m L18 w1.5 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D241,D,AMD tf5m L18 w1.5 exc0.0 mw6 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D241_V,D,AMD tf5m L18 w1.5 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D242,D,AMD tf5m L18 w1.5 exc0.0 mw6 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D242_V,D,AMD tf5m L18 w1.5 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D243,D,AMD tf5m L18 w1.5 exc0.0 mw6 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D243_V,D,AMD tf5m L18 w1.5 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D244,D,AMD tf5m L18 w1.5 exc0.0 mw12 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D244_V,D,AMD tf5m L18 w1.5 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D245,D,AMD tf5m L18 w1.5 exc0.0 mw12 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D245_V,D,AMD tf5m L18 w1.5 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D246,D,AMD tf5m L18 w1.5 exc0.0 mw12 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D246_V,D,AMD tf5m L18 w1.5 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D247,D,AMD tf5m L18 w1.5 exc0.0 mw12 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D247_V,D,AMD tf5m L18 w1.5 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D248,D,AMD tf5m L18 w1.5 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D248_V,D,AMD tf5m L18 w1.5 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D249,D,AMD tf5m L18 w1.5 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D249_V,D,AMD tf5m L18 w1.5 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D250,D,AMD tf5m L18 w1.5 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D250_V,D,AMD tf5m L18 w1.5 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D251,D,AMD tf5m L18 w1.5 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D251_V,D,AMD tf5m L18 w1.5 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D252,D,AMD tf5m L18 w1.5 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D252_V,D,AMD tf5m L18 w1.5 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D253,D,AMD tf5m L18 w1.5 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D253_V,D,AMD tf5m L18 w1.5 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D254,D,AMD tf5m L18 w1.5 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D254_V,D,AMD tf5m L18 w1.5 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D255,D,AMD tf5m L18 w1.5 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D255_V,D,AMD tf5m L18 w1.5 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D256,D,AMD tf5m L24 w1.0 exc0.0 mw6 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D256_V,D,AMD tf5m L24 w1.0 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D257,D,AMD tf5m L24 w1.0 exc0.0 mw6 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D257_V,D,AMD tf5m L24 w1.0 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D258,D,AMD tf5m L24 w1.0 exc0.0 mw6 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D258_V,D,AMD tf5m L24 w1.0 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D259,D,AMD tf5m L24 w1.0 exc0.0 mw6 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D259_V,D,AMD tf5m L24 w1.0 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D260,D,AMD tf5m L24 w1.0 exc0.0 mw12 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D260_V,D,AMD tf5m L24 w1.0 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D261,D,AMD tf5m L24 w1.0 exc0.0 mw12 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D261_V,D,AMD tf5m L24 w1.0 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D262,D,AMD tf5m L24 w1.0 exc0.0 mw12 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D262_V,D,AMD tf5m L24 w1.0 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D263,D,AMD tf5m L24 w1.0 exc0.0 mw12 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D263_V,D,AMD tf5m L24 w1.0 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D264,D,AMD tf5m L24 w1.0 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D264_V,D,AMD tf5m L24 w1.0 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D265,D,AMD tf5m L24 w1.0 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D265_V,D,AMD tf5m L24 w1.0 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D266,D,AMD tf5m L24 w1.0 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D266_V,D,AMD tf5m L24 w1.0 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D267,D,AMD tf5m L24 w1.0 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D267_V,D,AMD tf5m L24 w1.0 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D268,D,AMD tf5m L24 w1.0 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D268_V,D,AMD tf5m L24 w1.0 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D269,D,AMD tf5m L24 w1.0 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D269_V,D,AMD tf5m L24 w1.0 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D270,D,AMD tf5m L24 w1.0 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D270_V,D,AMD tf5m L24 w1.0 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D271,D,AMD tf5m L24 w1.0 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D271_V,D,AMD tf5m L24 w1.0 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D272,D,AMD tf5m L24 w1.5 exc0.0 mw6 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D272_V,D,AMD tf5m L24 w1.5 exc0.0 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D273,D,AMD tf5m L24 w1.5 exc0.0 mw6 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D273_V,D,AMD tf5m L24 w1.5 exc0.0 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D274,D,AMD tf5m L24 w1.5 exc0.0 mw6 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D274_V,D,AMD tf5m L24 w1.5 exc0.0 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D275,D,AMD tf5m L24 w1.5 exc0.0 mw6 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D275_V,D,AMD tf5m L24 w1.5 exc0.0 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D276,D,AMD tf5m L24 w1.5 exc0.0 mw12 midpoint rbw6,TOO_FEW,13,,,,,,,,,,,,
D276_V,D,AMD tf5m L24 w1.5 exc0.0 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D277,D,AMD tf5m L24 w1.5 exc0.0 mw12 midpoint rbw12,TOO_FEW,15,,,,,,,,,,,,
D277_V,D,AMD tf5m L24 w1.5 exc0.0 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D278,D,AMD tf5m L24 w1.5 exc0.0 mw12 opposite rbw6,TOO_FEW,13,,,,,,,,,,,,
D278_V,D,AMD tf5m L24 w1.5 exc0.0 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,11,,,,,,,,,,,,
D279,D,AMD tf5m L24 w1.5 exc0.0 mw12 opposite rbw12,TOO_FEW,15,,,,,,,,,,,,
D279_V,D,AMD tf5m L24 w1.5 exc0.0 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,13,,,,,,,,,,,,
D280,D,AMD tf5m L24 w1.5 exc0.25 mw6 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D280_V,D,AMD tf5m L24 w1.5 exc0.25 mw6 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D281,D,AMD tf5m L24 w1.5 exc0.25 mw6 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D281_V,D,AMD tf5m L24 w1.5 exc0.25 mw6 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D282,D,AMD tf5m L24 w1.5 exc0.25 mw6 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D282_V,D,AMD tf5m L24 w1.5 exc0.25 mw6 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D283,D,AMD tf5m L24 w1.5 exc0.25 mw6 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D283_V,D,AMD tf5m L24 w1.5 exc0.25 mw6 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D284,D,AMD tf5m L24 w1.5 exc0.25 mw12 midpoint rbw6,TOO_FEW,0,,,,,,,,,,,,
D284_V,D,AMD tf5m L24 w1.5 exc0.25 mw12 midpoint rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D285,D,AMD tf5m L24 w1.5 exc0.25 mw12 midpoint rbw12,TOO_FEW,0,,,,,,,,,,,,
D285_V,D,AMD tf5m L24 w1.5 exc0.25 mw12 midpoint rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D286,D,AMD tf5m L24 w1.5 exc0.25 mw12 opposite rbw6,TOO_FEW,0,,,,,,,,,,,,
D286_V,D,AMD tf5m L24 w1.5 exc0.25 mw12 opposite rbw6 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
D287,D,AMD tf5m L24 w1.5 exc0.25 mw12 opposite rbw12,TOO_FEW,0,,,,,,,,,,,,
D287_V,D,AMD tf5m L24 w1.5 exc0.25 mw12 opposite rbw12 + 09:30VWAP<1sd,TOO_FEW,0,,,,,,,,,,,,
