sess,family,z,react,streak_into_open,adx,agree,hrs,y
2024-07-24,eps,-0.07614207204523,-1.0,0,18.699960585651056,0.0,17.468333333333334,2.1775672371638133
2024-08-01,eps,1.1302651010000344,-1.0,7,39.83036055627802,0.0,17.31111111111111,2.577985996441512
2024-08-02,eps,0.5729078891356059,-1.0,0,27.917146567709022,0.0,17.399444444444445,0.39977462370207606
2024-08-13,inflation,0.6202543329538293,1.0,0,20.79840918449816,1.0,1.0,1.3665008291873892
2024-08-29,eps,1.7825811412166097,1.0,1,16.31135791133744,1.0,17.145555555555557,-0.46576080680549303
2024-09-11,inflation,-1.261095335723328,1.0,0,29.15239626273703,0.0,1.0,2.0890220301688744
2024-09-12,inflation,-0.39560029314421785,-1.0,0,17.035795942808168,1.0,1.0,-1.1189810903892372
2024-09-27,inflation,2.211083193570264,-1.0,4,18.176228968264542,0.0,1.0,0.6484893146647019
2024-10-10,inflation,-1.1092612217398332,-1.0,1,10.382041647258474,1.0,1.0,-0.40176432283667296
2024-10-11,inflation,0.3864211005733587,-1.0,5,27.29785702352474,0.0,1.0,-0.6100635892894557
2024-10-24,eps,1.0959987896046983,1.0,0,17.24180318713173,1.0,17.342777777777776,0.1954253266307049
2024-10-30,eps,1.6923145604256231,-1.0,0,27.146891699757646,0.0,17.470555555555556,0.4882422069032333
2024-10-31,eps,2.143717838563372,-1.0,1,20.61892835484761,0.0,17.363333333333333,1.586033073092763
2024-11-01,eps,0.4576950658693344,1.0,0,27.702062666626972,1.0,17.2675,0.3324161800774439
2024-11-21,eps,2.1235485237294376,1.0,0,20.761464957535612,1.0,17.144444444444446,-0.1761702739627502
2024-12-12,inflation,-1.1225609997192545,-1.0,0,20.68496143322707,1.0,1.0,0.15224035522749535
2024-12-20,inflation,2.211083193570264,1.0,1,18.035430003766578,1.0,1.0,1.6915188306713125
2026-01-13,inflation,1.1266014242982167,1.0,0,28.49192113948573,1.0,1.0,-0.2656630506973623
2026-01-14,inflation,0.5842137905514205,-1.0,1,26.481212639427213,0.0,1.0,0.3721011571082955
2026-01-29,eps,0.9466809110667107,1.0,0,46.40420545050904,1.0,17.427777777777777,-0.5652419254569274
2026-01-30,eps,0.3663436989858302,-1.0,0,14.12113263251513,0.0,16.990833333333335,0.853397177224724
2026-02-05,eps,0.726535463770566,-1.0,0,22.237012040320852,0.0,17.473055555555554,0.30045523520485506
2026-02-13,inflation,0.947607082958686,1.0,1,27.17671904331904,1.0,1.0,0.23642572796895855
2026-02-20,inflation,-1.658312395177699,-1.0,0,39.286339178139066,1.0,1.0,-1.410458626546962
2026-02-26,eps,4.3638166903659314,-1.0,2,25.01400392579474,0.0,16.976388888888888,0.8332015497746537
2026-02-27,inflation,-0.903108781713198,-1.0,1,19.698315750363925,1.0,1.0,-0.6847039159022517
2026-03-18,inflation,-0.7424591611476095,-1.0,0,17.951080495216623,1.0,1.0,1.0923316114148207
2026-04-10,inflation,1.0292462702971554,-1.0,0,18.90326677395566,0.0,1.0,0.16780676557395235
2026-04-14,inflation,1.0680986999376185,-1.0,2,25.642092795810846,0.0,1.0,-1.2125694599881331
2026-04-23,eps,0.8284972098633814,-1.0,1,27.939893092572362,0.0,17.32111111111111,0.24913405079000084
2026-04-30,eps,7.125935738452218,1.0,0,19.827554015306017,1.0,17.47361111111111,0.5175775910772451
2026-05-01,eps,1.598596777011687,1.0,3,29.84142942821059,1.0,16.988611111111112,0.6208093112360258
2026-05-12,inflation,-1.3932610920384734,1.0,1,22.146668019647056,0.0,1.0,0.027428963270903495
2026-05-13,inflation,-1.8405820566320026,-1.0,1,16.902143709408975,1.0,1.0,-0.7356270772280293
2026-05-21,eps,6.1588176205143945,-1.0,0,27.392063038013614,0.0,17.14472222222222,-0.8355520550642481
2026-05-28,inflation,1.9420166249104476,1.0,1,20.12559230249112,1.0,1.0,0.7061266874351046
